1P,2P,HUX,UX
1.0,0.0002536848489168585,2.0156966799790033e-50,7.246203273316812e-49
0.0002536848489168585,1.0,1.3115182981076527e-28,1.6301331151401193e-27
2.0156966799790033e-50,1.3115182981076527e-28,1.0,0.8017491814948517
7.246203273316812e-49,1.6301331151401193e-27,0.8017491814948517,1.0
