algorithm,SumMin,SumMin_std
NSGA2,1.1182148746296077,0.25973818327148546
AGEMOEA2,1.1513998530076437,0.2441101070752563
UNSGA3,1.173798791975981,0.23126809553983024
NSGA3,1.1741115576500418,0.23295404343546283
SMSEMOA,1.1908428315259771,0.24849108899405334
SPEA2,1.2099380645964886,0.18831255384108297
RVEA,1.3061734510713647,0.18627427958917853
