1P,2P,HUX,UX
1.0,1.0,0.1781176390841666,0.1781176390841666
1.0,1.0,0.23075493659953036,0.23075493659953036
0.1781176390841666,0.23075493659953036,1.0,1.0
0.1781176390841666,0.23075493659953036,1.0,1.0
