1P,2P,HUX,UX
1.0,1.0,0.006815030700948827,0.006828344264729487
1.0,1.0,0.031123256601238946,0.031123256601238946
0.006815030700948827,0.031123256601238946,1.0,1.0
0.006828344264729487,0.031123256601238946,1.0,1.0
