algorithm,init,crossover,IGD+
MOEAD_TCHE,greedy_multi,UX,0.0015099507028773552
MOEAD_TCHE,greedy_multi,1P,0.001769216724411321
MOEAD_TCHE,greedy_multi,HUX,0.0020376118312105617
MOEAD_TCHE,greedy_multi,2P,0.002421033412352347
