algorithm,init,crossover,AvgToleranceRate
MOEAD_TCHE,greedy_multi,UX,0.14949429105288997
MOEAD_TCHE,greedy_multi,HUX,0.1489854939322369
MOEAD_TCHE,greedy_multi,2P,0.1407008193072574
MOEAD_TCHE,greedy_multi,1P,0.12874445951651334
