config,Hypervolume
SPEA2-random_dense-UX,0.359928938730822
SPEA2-random_dense-UX,0.3905855428177259
SPEA2-random_dense-UX,0.3679677576490827
SPEA2-random_dense-UX,0.3724829922798896
SPEA2-random_dense-UX,0.3733081013632961
SPEA2-random_dense-UX,0.3582638260415029
SPEA2-random_dense-UX,0.359101370203627
SPEA2-random_dense-UX,0.3746021530764746
SPEA2-random_dense-UX,0.36515947573733076
SPEA2-random_dense-UX,0.36444378615676
SPEA2-random_dense-UX,0.36674384041167196
SPEA2-random_dense-UX,0.36246691297376893
SPEA2-random_dense-UX,0.3691795677117886
SPEA2-random_dense-UX,0.3799986694950669
SPEA2-random_dense-UX,0.3644758704978709
SPEA2-random_dense-UX,0.35688390987085056
SPEA2-random_dense-UX,0.3623854009101437
SPEA2-random_dense-UX,0.3581069128684976
SPEA2-random_dense-UX,0.36847467773411935
SPEA2-random_dense-UX,0.3581237335586671
SPEA2-random_dense-UX,0.3637430779413463
SPEA2-random_dense-UX,0.3719645104524275
SPEA2-random_dense-UX,0.34847762028375745
SPEA2-random_dense-UX,0.3578818592872936
SPEA2-random_dense-UX,0.37210314660675853
SPEA2-random_dense-UX,0.3602681492121844
SPEA2-random_dense-UX,0.3713415127253036
SPEA2-random_dense-UX,0.3668774837763946
SPEA2-random_dense-UX,0.37783260120889894
SPEA2-random_dense-UX,0.3547135043792113
SPEA2-random_dense-UX,0.3608448620793151
SPEA2-random_dense-HUX,0.3597874760429396
SPEA2-random_dense-HUX,0.3887510920794019
SPEA2-random_dense-HUX,0.37263512289008505
SPEA2-random_dense-HUX,0.37128998799230883
SPEA2-random_dense-HUX,0.36676794303324445
SPEA2-random_dense-HUX,0.37363000897512155
SPEA2-random_dense-HUX,0.37710182018785204
SPEA2-random_dense-HUX,0.3444464131162016
SPEA2-random_dense-HUX,0.36935271059924313
SPEA2-random_dense-HUX,0.3638515090458994
SPEA2-random_dense-HUX,0.3683462975028559
SPEA2-random_dense-HUX,0.37518627793599796
SPEA2-random_dense-HUX,0.3589426919295976
SPEA2-random_dense-HUX,0.3504252690940375
SPEA2-random_dense-HUX,0.3789970273385303
SPEA2-random_dense-HUX,0.3630091225377191
SPEA2-random_dense-HUX,0.3484235663207756
SPEA2-random_dense-HUX,0.3655966139729644
SPEA2-random_dense-HUX,0.3848108755440308
SPEA2-random_dense-HUX,0.37921927622104223
SPEA2-random_dense-HUX,0.3613685159451563
SPEA2-random_dense-HUX,0.38236084175482565
SPEA2-random_dense-HUX,0.3630703826953471
SPEA2-random_dense-HUX,0.36804827572633636
SPEA2-random_dense-HUX,0.3685672318949064
SPEA2-random_dense-HUX,0.35404583792270883
SPEA2-random_dense-HUX,0.3623964680604264
SPEA2-random_dense-HUX,0.37380499596419237
SPEA2-random_dense-HUX,0.36307214066549187
SPEA2-random_dense-HUX,0.36024295292553793
SPEA2-random_dense-HUX,0.3484883317070906
SPEA2-random_dense-1P,0.31176761536436765
SPEA2-random_dense-1P,0.31234010093068176
SPEA2-random_dense-1P,0.30529204253469594
SPEA2-random_dense-1P,0.31366860428336346
SPEA2-random_dense-1P,0.3034733603434336
SPEA2-random_dense-1P,0.3063306509364406
SPEA2-random_dense-1P,0.3136470199570732
SPEA2-random_dense-1P,0.30575826174342746
SPEA2-random_dense-1P,0.3090160665161704
SPEA2-random_dense-1P,0.29884055051033065
SPEA2-random_dense-1P,0.3075420962932501
SPEA2-random_dense-1P,0.2954767126005372
SPEA2-random_dense-1P,0.31527347227803076
SPEA2-random_dense-1P,0.31332025017347376
SPEA2-random_dense-1P,0.3103638761546352
SPEA2-random_dense-1P,0.3053585467580367
SPEA2-random_dense-1P,0.30446637320490116
SPEA2-random_dense-1P,0.3098569633795693
SPEA2-random_dense-1P,0.32577401101664893
SPEA2-random_dense-1P,0.28880038493041515
SPEA2-random_dense-1P,0.3008458929182587
SPEA2-random_dense-1P,0.30113339994316096
SPEA2-random_dense-1P,0.30951923014474114
SPEA2-random_dense-1P,0.3242416288074435
SPEA2-random_dense-1P,0.2970582729879075
SPEA2-random_dense-1P,0.3225923204624878
SPEA2-random_dense-1P,0.3049009453860094
SPEA2-random_dense-1P,0.3065270215580264
SPEA2-random_dense-1P,0.29550729906626694
SPEA2-random_dense-1P,0.3177066817682584
SPEA2-random_dense-1P,0.31660267751765736
SPEA2-random_dense-2P,0.32199364316395507
SPEA2-random_dense-2P,0.3051831949174345
SPEA2-random_dense-2P,0.3238504308273607
SPEA2-random_dense-2P,0.3231788198391972
SPEA2-random_dense-2P,0.3094663667943829
SPEA2-random_dense-2P,0.3143814579141326
SPEA2-random_dense-2P,0.31128079930663605
SPEA2-random_dense-2P,0.31540108777288545
SPEA2-random_dense-2P,0.31903627858557304
SPEA2-random_dense-2P,0.3175024716842076
SPEA2-random_dense-2P,0.3397456800385735
SPEA2-random_dense-2P,0.32132211668194605
SPEA2-random_dense-2P,0.31864537636124046
SPEA2-random_dense-2P,0.33028378094515887
SPEA2-random_dense-2P,0.32069445237786365
SPEA2-random_dense-2P,0.32041870036835607
SPEA2-random_dense-2P,0.32531322630960335
SPEA2-random_dense-2P,0.31627800071480644
SPEA2-random_dense-2P,0.3258781999927648
SPEA2-random_dense-2P,0.31325085411534
SPEA2-random_dense-2P,0.3201132256749202
SPEA2-random_dense-2P,0.3225283727506888
SPEA2-random_dense-2P,0.336242535239267
SPEA2-random_dense-2P,0.3051414636814435
SPEA2-random_dense-2P,0.3247532777561899
SPEA2-random_dense-2P,0.3179548170759172
SPEA2-random_dense-2P,0.31825449394142336
SPEA2-random_dense-2P,0.3172003185313903
SPEA2-random_dense-2P,0.3253576442905183
SPEA2-random_dense-2P,0.31460007510091725
SPEA2-random_dense-2P,0.3105620750263218
SPEA2-greedy_ting-UX,0.36866167573516945
SPEA2-greedy_ting-UX,0.348290615609948
SPEA2-greedy_ting-UX,0.36452618833167594
SPEA2-greedy_ting-UX,0.3501368492132703
SPEA2-greedy_ting-UX,0.33694726283318654
SPEA2-greedy_ting-UX,0.3553283394117058
SPEA2-greedy_ting-UX,0.3623801980062771
SPEA2-greedy_ting-UX,0.33035041885647964
SPEA2-greedy_ting-UX,0.3240604260514372
SPEA2-greedy_ting-UX,0.3555377909340902
SPEA2-greedy_ting-UX,0.3670756632092664
SPEA2-greedy_ting-UX,0.34517634571856326
SPEA2-greedy_ting-UX,0.32909640061022516
SPEA2-greedy_ting-UX,0.35740183706452316
SPEA2-greedy_ting-UX,0.3386046482248535
SPEA2-greedy_ting-UX,0.3559787103910789
SPEA2-greedy_ting-UX,0.3564829432888331
SPEA2-greedy_ting-UX,0.34458896530793187
SPEA2-greedy_ting-UX,0.3449868343129393
SPEA2-greedy_ting-UX,0.34920670600846515
SPEA2-greedy_ting-UX,0.3464204505155648
SPEA2-greedy_ting-UX,0.3431015931680915
SPEA2-greedy_ting-UX,0.3584386705126874
SPEA2-greedy_ting-UX,0.34402517705114655
SPEA2-greedy_ting-UX,0.36490675511472576
SPEA2-greedy_ting-UX,0.35261333335721734
SPEA2-greedy_ting-UX,0.3379555529412356
SPEA2-greedy_ting-UX,0.3352559440204739
SPEA2-greedy_ting-UX,0.34084089175883503
SPEA2-greedy_ting-UX,0.35588048082307544
SPEA2-greedy_ting-UX,0.33011280558768935
SPEA2-greedy_ting-HUX,0.35599269905430336
SPEA2-greedy_ting-HUX,0.35316662019770956
SPEA2-greedy_ting-HUX,0.3487923427925891
SPEA2-greedy_ting-HUX,0.3293727021370968
SPEA2-greedy_ting-HUX,0.361396418575868
SPEA2-greedy_ting-HUX,0.36575244011497543
SPEA2-greedy_ting-HUX,0.3514525177048727
SPEA2-greedy_ting-HUX,0.3564510024608966
SPEA2-greedy_ting-HUX,0.35404418831852524
SPEA2-greedy_ting-HUX,0.3450951783052293
SPEA2-greedy_ting-HUX,0.3451220930555734
SPEA2-greedy_ting-HUX,0.32346157385333635
SPEA2-greedy_ting-HUX,0.3577190383202894
SPEA2-greedy_ting-HUX,0.33984189536009657
SPEA2-greedy_ting-HUX,0.360558310920955
SPEA2-greedy_ting-HUX,0.3583591649592791
SPEA2-greedy_ting-HUX,0.35709407547670186
