config,SumMin
SPEA2-random_dense-UX,1.135272352043211
SPEA2-random_dense-UX,1.0570084133248998
SPEA2-random_dense-UX,1.1085825082051213
SPEA2-random_dense-UX,1.1000184063308365
SPEA2-random_dense-UX,1.1066078397142862
SPEA2-random_dense-UX,1.1504553055408469
SPEA2-random_dense-UX,1.128421954435126
SPEA2-random_dense-UX,1.0963944050136554
SPEA2-random_dense-UX,1.129734860642499
SPEA2-random_dense-UX,1.1214500142495731
SPEA2-random_dense-UX,1.1190601768854447
SPEA2-random_dense-UX,1.1301003041145716
SPEA2-random_dense-UX,1.119865171517587
SPEA2-random_dense-UX,1.0822705005330935
SPEA2-random_dense-UX,1.1254477506266425
SPEA2-random_dense-UX,1.1402359900259873
SPEA2-random_dense-UX,1.1234042169761498
SPEA2-random_dense-UX,1.1426387943908436
SPEA2-random_dense-UX,1.1265232359684025
SPEA2-random_dense-UX,1.137308768418912
SPEA2-random_dense-UX,1.1157920975302749
SPEA2-random_dense-UX,1.116026609449477
SPEA2-random_dense-UX,1.167554498930702
SPEA2-random_dense-UX,1.1476856941639917
SPEA2-random_dense-UX,1.1083326831087956
SPEA2-random_dense-UX,1.1388556572254094
SPEA2-random_dense-UX,1.0938737019387628
SPEA2-random_dense-UX,1.1093182970150721
SPEA2-random_dense-UX,1.0813529958316659
SPEA2-random_dense-UX,1.1471611812108415
SPEA2-random_dense-UX,1.1372729451734578
SPEA2-random_dense-HUX,1.1449061945466514
SPEA2-random_dense-HUX,1.058625183715929
SPEA2-random_dense-HUX,1.098903936896613
SPEA2-random_dense-HUX,1.1147522674124057
SPEA2-random_dense-HUX,1.1089558895480651
SPEA2-random_dense-HUX,1.101297476302767
SPEA2-random_dense-HUX,1.092391223713288
SPEA2-random_dense-HUX,1.174339957959828
SPEA2-random_dense-HUX,1.099718196271446
SPEA2-random_dense-HUX,1.1183667574034337
SPEA2-random_dense-HUX,1.1073468532010264
SPEA2-random_dense-HUX,1.0930304566895839
SPEA2-random_dense-HUX,1.1411780342880251
SPEA2-random_dense-HUX,1.143819657808351
SPEA2-random_dense-HUX,1.0846133016630504
SPEA2-random_dense-HUX,1.1346841194544561
SPEA2-random_dense-HUX,1.158352351380568
SPEA2-random_dense-HUX,1.1135132563063688
SPEA2-random_dense-HUX,1.067985717187755
SPEA2-random_dense-HUX,1.071155033748072
SPEA2-random_dense-HUX,1.1395401241650178
SPEA2-random_dense-HUX,1.0784319983328043
SPEA2-random_dense-HUX,1.1295432626729038
SPEA2-random_dense-HUX,1.1195316077493924
SPEA2-random_dense-HUX,1.1209625249772233
SPEA2-random_dense-HUX,1.1606632646689463
SPEA2-random_dense-HUX,1.1273115827166067
SPEA2-random_dense-HUX,1.0908207857357397
SPEA2-random_dense-HUX,1.1379481111755707
SPEA2-random_dense-HUX,1.1446047660640828
SPEA2-random_dense-HUX,1.1635217219505514
SPEA2-random_dense-1P,1.259524506405485
SPEA2-random_dense-1P,1.2695958942330474
SPEA2-random_dense-1P,1.2754975101665915
SPEA2-random_dense-1P,1.2573800680211265
SPEA2-random_dense-1P,1.2872817200193007
SPEA2-random_dense-1P,1.2725098926980556
SPEA2-random_dense-1P,1.2523687260784095
SPEA2-random_dense-1P,1.280991217554299
SPEA2-random_dense-1P,1.2690263269882534
SPEA2-random_dense-1P,1.294617198334858
SPEA2-random_dense-1P,1.2752303888797
SPEA2-random_dense-1P,1.3088979201043147
SPEA2-random_dense-1P,1.2565934549274456
SPEA2-random_dense-1P,1.2573661449850821
SPEA2-random_dense-1P,1.2719802945846168
SPEA2-random_dense-1P,1.2766541559723947
SPEA2-random_dense-1P,1.2757585262563662
SPEA2-random_dense-1P,1.2771822054191833
SPEA2-random_dense-1P,1.2333189520114776
SPEA2-random_dense-1P,1.3268486233233237
SPEA2-random_dense-1P,1.2860486751969684
SPEA2-random_dense-1P,1.2849291612471563
SPEA2-random_dense-1P,1.2691074255789867
SPEA2-random_dense-1P,1.2258284760345013
SPEA2-random_dense-1P,1.300795742837121
SPEA2-random_dense-1P,1.2364923199645468
SPEA2-random_dense-1P,1.2880658581594522
SPEA2-random_dense-1P,1.276807698953714
SPEA2-random_dense-1P,1.304673876808519
SPEA2-random_dense-1P,1.249010549072209
SPEA2-random_dense-1P,1.248414815870267
SPEA2-random_dense-2P,1.2477005424714918
SPEA2-random_dense-2P,1.284160611530439
SPEA2-random_dense-2P,1.241005214142005
SPEA2-random_dense-2P,1.2441667376043575
SPEA2-random_dense-2P,1.2715589750846887
SPEA2-random_dense-2P,1.264355596690007
SPEA2-random_dense-2P,1.266902817963791
SPEA2-random_dense-2P,1.2561616559499829
SPEA2-random_dense-2P,1.2519796067278934
SPEA2-random_dense-2P,1.2556979744367205
SPEA2-random_dense-2P,1.192378855809742
SPEA2-random_dense-2P,1.2503955751217901
SPEA2-random_dense-2P,1.250211739226753
SPEA2-random_dense-2P,1.2238805269943673
SPEA2-random_dense-2P,1.2522268728909451
SPEA2-random_dense-2P,1.2509602500041226
SPEA2-random_dense-2P,1.238019910224155
SPEA2-random_dense-2P,1.258468833824697
SPEA2-random_dense-2P,1.2343112132555178
SPEA2-random_dense-2P,1.2722477818717886
SPEA2-random_dense-2P,1.24240150569951
SPEA2-random_dense-2P,1.2405156701270594
SPEA2-random_dense-2P,1.2130579301219213
SPEA2-random_dense-2P,1.2888743782300127
SPEA2-random_dense-2P,1.228289766476713
SPEA2-random_dense-2P,1.2568659983133763
SPEA2-random_dense-2P,1.2426847642023673
SPEA2-random_dense-2P,1.2490148371340042
SPEA2-random_dense-2P,1.2418483083942848
SPEA2-random_dense-2P,1.26583254826753
SPEA2-random_dense-2P,1.2672636158327981
SPEA2-greedy_ting-UX,0.8621629261894215
SPEA2-greedy_ting-UX,0.9540776249550057
SPEA2-greedy_ting-UX,0.8901570834106051
SPEA2-greedy_ting-UX,0.9385637965063018
SPEA2-greedy_ting-UX,0.9805759162996894
SPEA2-greedy_ting-UX,0.9304726775219232
SPEA2-greedy_ting-UX,0.926199104305821
SPEA2-greedy_ting-UX,0.9965021594807493
SPEA2-greedy_ting-UX,1.0209077799107529
SPEA2-greedy_ting-UX,0.9429104100678084
SPEA2-greedy_ting-UX,0.8899436476308986
SPEA2-greedy_ting-UX,0.9607565387316263
SPEA2-greedy_ting-UX,0.9865580976779472
SPEA2-greedy_ting-UX,0.920836076967575
SPEA2-greedy_ting-UX,0.9682578861035841
SPEA2-greedy_ting-UX,0.924356659771228
SPEA2-greedy_ting-UX,0.9276599021883524
SPEA2-greedy_ting-UX,0.9612082744202545
SPEA2-greedy_ting-UX,0.9428976427025338
SPEA2-greedy_ting-UX,0.9394653214866662
SPEA2-greedy_ting-UX,0.9340366439946273
SPEA2-greedy_ting-UX,0.96616287643538
SPEA2-greedy_ting-UX,0.9173773950204177
SPEA2-greedy_ting-UX,0.9690078632809005
SPEA2-greedy_ting-UX,0.8819973551051989
SPEA2-greedy_ting-UX,0.9320592560423474
SPEA2-greedy_ting-UX,0.9684544521855324
