config,IGD+
SPEA2-random_dense-UX,0.3730140615400971
SPEA2-random_dense-UX,0.38320374738517393
SPEA2-random_dense-UX,0.40524435143553433
SPEA2-random_dense-UX,0.37310392666925046
SPEA2-random_dense-UX,0.4371219147703655
SPEA2-random_dense-UX,0.4107787986755605
SPEA2-random_dense-UX,0.38393591459205245
SPEA2-random_dense-UX,0.34495071606158
SPEA2-random_dense-UX,0.39460986377890744
SPEA2-random_dense-UX,0.3575417929324444
SPEA2-random_dense-UX,0.4038608714861694
SPEA2-random_dense-UX,0.3823284683880649
SPEA2-random_dense-UX,0.38862713521123066
SPEA2-random_dense-UX,0.3975328848000469
SPEA2-random_dense-UX,0.440580791446365
SPEA2-random_dense-UX,0.40476610301622623
SPEA2-random_dense-UX,0.3717381763655854
SPEA2-random_dense-UX,0.383941380529873
SPEA2-random_dense-UX,0.3909580586164775
SPEA2-random_dense-UX,0.3612804862382783
SPEA2-random_dense-UX,0.36183735560267904
SPEA2-random_dense-UX,0.4375786863025132
SPEA2-random_dense-UX,0.39742422490808715
SPEA2-random_dense-UX,0.37869800531600173
SPEA2-random_dense-UX,0.3874244013523305
SPEA2-random_dense-UX,0.41509417699509527
SPEA2-random_dense-UX,0.32362010497403854
SPEA2-random_dense-UX,0.3793383546256082
SPEA2-random_dense-UX,0.3886021977004317
SPEA2-random_dense-UX,0.36423370398629057
SPEA2-random_dense-UX,0.40034959911849394
SPEA2-random_dense-HUX,0.42861584799044133
SPEA2-random_dense-HUX,0.383486939381526
SPEA2-random_dense-HUX,0.4178912793658502
SPEA2-random_dense-HUX,0.37906910218039297
SPEA2-random_dense-HUX,0.3559758003648382
SPEA2-random_dense-HUX,0.36997435289037317
SPEA2-random_dense-HUX,0.3755335735912832
SPEA2-random_dense-HUX,0.36834401979142434
SPEA2-random_dense-HUX,0.3884751733862213
SPEA2-random_dense-HUX,0.3907345868115612
SPEA2-random_dense-HUX,0.4095805532034994
SPEA2-random_dense-HUX,0.3918916568302215
SPEA2-random_dense-HUX,0.39136794938115343
SPEA2-random_dense-HUX,0.35590322146299275
SPEA2-random_dense-HUX,0.3374598483997914
SPEA2-random_dense-HUX,0.4047044206389326
SPEA2-random_dense-HUX,0.3831042329723659
SPEA2-random_dense-HUX,0.399441476747737
SPEA2-random_dense-HUX,0.38953488504953393
SPEA2-random_dense-HUX,0.3495533664737905
SPEA2-random_dense-HUX,0.3757356946943426
SPEA2-random_dense-HUX,0.4630262034599309
SPEA2-random_dense-HUX,0.422383723197098
SPEA2-random_dense-HUX,0.3918202181480248
SPEA2-random_dense-HUX,0.41233918360865174
SPEA2-random_dense-HUX,0.40602560261245163
SPEA2-random_dense-HUX,0.40544156178816587
SPEA2-random_dense-HUX,0.3593858801211595
SPEA2-random_dense-HUX,0.4125604856148327
SPEA2-random_dense-HUX,0.37994193324388825
SPEA2-random_dense-HUX,0.3896750117974893
SPEA2-random_dense-1P,0.6301630808455498
SPEA2-random_dense-1P,0.569973847991309
SPEA2-random_dense-1P,0.6090130581233765
SPEA2-random_dense-1P,0.5856745627295664
SPEA2-random_dense-1P,0.5940811170411093
SPEA2-random_dense-1P,0.5730997709693921
SPEA2-random_dense-1P,0.5903450713987154
SPEA2-random_dense-1P,0.5874312093307992
SPEA2-random_dense-1P,0.6243964080501335
SPEA2-random_dense-1P,0.5629684409708773
SPEA2-random_dense-1P,0.5730812441288909
SPEA2-random_dense-1P,0.6004425154281987
SPEA2-random_dense-1P,0.5777577875777099
SPEA2-random_dense-1P,0.5924487560520818
SPEA2-random_dense-1P,0.6110110154115006
SPEA2-random_dense-1P,0.6099154046091262
SPEA2-random_dense-1P,0.5515398991292865
SPEA2-random_dense-1P,0.5520005718310886
SPEA2-random_dense-1P,0.5773163441108943
SPEA2-random_dense-1P,0.5859788595960201
SPEA2-random_dense-1P,0.570768393853057
SPEA2-random_dense-1P,0.5948588591628388
SPEA2-random_dense-1P,0.631923370778525
SPEA2-random_dense-1P,0.5953688774939584
SPEA2-random_dense-1P,0.6033287574936301
SPEA2-random_dense-1P,0.578242196770356
SPEA2-random_dense-1P,0.6070049896505333
SPEA2-random_dense-1P,0.5914370893923567
SPEA2-random_dense-1P,0.623249649057704
SPEA2-random_dense-1P,0.6157651478750188
SPEA2-random_dense-1P,0.5730330293109358
SPEA2-random_dense-2P,0.5343527352020342
SPEA2-random_dense-2P,0.5363749328189232
SPEA2-random_dense-2P,0.562563601518569
SPEA2-random_dense-2P,0.5174607189547081
SPEA2-random_dense-2P,0.5768820550049163
SPEA2-random_dense-2P,0.526057765475957
SPEA2-random_dense-2P,0.5475103847641408
SPEA2-random_dense-2P,0.5512706533610239
SPEA2-random_dense-2P,0.5501358031525181
SPEA2-random_dense-2P,0.5551995412722243
SPEA2-random_dense-2P,0.5310795556788246
SPEA2-random_dense-2P,0.5185166445259691
SPEA2-random_dense-2P,0.551621935203979
SPEA2-random_dense-2P,0.5401122970426779
SPEA2-random_dense-2P,0.5617734672954374
SPEA2-random_dense-2P,0.5165865841110603
SPEA2-random_dense-2P,0.5632260182520196
SPEA2-random_dense-2P,0.5136717521055959
SPEA2-random_dense-2P,0.546126228688375
SPEA2-random_dense-2P,0.5518060542685344
SPEA2-random_dense-2P,0.5330854006295496
SPEA2-random_dense-2P,0.5282722003701658
SPEA2-random_dense-2P,0.55026653576937
SPEA2-random_dense-2P,0.5198984781618865
SPEA2-random_dense-2P,0.5166068090558159
SPEA2-random_dense-2P,0.5589456436294081
SPEA2-random_dense-2P,0.5609785403454446
SPEA2-random_dense-2P,0.5277555401882028
SPEA2-random_dense-2P,0.5226917197213711
SPEA2-random_dense-2P,0.5395955228291239
SPEA2-random_dense-2P,0.5087646003251486
SPEA2-greedy_ting-UX,0.03907705055438314
SPEA2-greedy_ting-UX,0.037280775804881976
SPEA2-greedy_ting-UX,0.007073539641801275
SPEA2-greedy_ting-UX,0.012609262552482002
SPEA2-greedy_ting-UX,0.003074319301193508
SPEA2-greedy_ting-UX,0.0072116990390963245
SPEA2-greedy_ting-UX,0.017600112585936474
SPEA2-greedy_ting-UX,0.0021097046413457604
SPEA2-greedy_ting-UX,0.00482864974240462
SPEA2-greedy_ting-UX,0.0022327807195200037
SPEA2-greedy_ting-UX,0.006176498865576722
SPEA2-greedy_ting-UX,0.008522001891507976
SPEA2-greedy_ting-UX,0.0032997526821039323
SPEA2-greedy_ting-UX,0.0022327807195200037
SPEA2-greedy_ting-UX,0.006176498865576722
SPEA2-greedy_ting-UX,0.018640983219962725
SPEA2-greedy_ting-UX,0.025466215864858546
SPEA2-greedy_ting-UX,0.008522001891507976
SPEA2-greedy_ting-UX,0.005935110512824431
SPEA2-greedy_ting-UX,0.012195085481923617
SPEA2-greedy_ting-UX,0.0023486309099763603
SPEA2-greedy_ting-UX,0.004839448369574448
SPEA2-greedy_ting-UX,0.0021097046413457604
SPEA2-greedy_ting-UX,0.010973425048972203
SPEA2-greedy_ting-UX,0.0037823177643198404
SPEA2-greedy_ting-UX,0.014730159076249427
SPEA2-greedy_ting-UX,0.011382671234972375
SPEA2-greedy_ting-UX,0.011718514475623587
SPEA2-greedy_ting-UX,0.004219409282691521
SPEA2-greedy_ting-UX,0.01373721221063411
SPEA2-greedy_ting-UX,0.044846460827664324
SPEA2-greedy_ting-HUX,0.00787671574792667
SPEA2-greedy_ting-HUX,0.005654756036030896
SPEA2-greedy_ting-HUX,0.0028628211271112956
SPEA2-greedy_ting-HUX,0.005376637340580228
SPEA2-greedy_ting-HUX,0.0028628211271112956
SPEA2-greedy_ting-HUX,0.01784553336648731
SPEA2-greedy_ting-HUX,0.009399630790289824
SPEA2-greedy_ting-HUX,0.007073539641801275
SPEA2-greedy_ting-HUX,0.014959626932468809
SPEA2-greedy_ting-HUX,0.0023486309099763603
SPEA2-greedy_ting-HUX,0.006217398331243971
SPEA2-greedy_ting-HUX,0.012055095855435233
SPEA2-greedy_ting-HUX,0.005101120131375109
SPEA2-greedy_ting-HUX,0.008782810724251059
SPEA2-greedy_ting-HUX,0.03382506043615767
SPEA2-greedy_ting-HUX,0.003074319301193508
SPEA2-greedy_ting-HUX,0.003074319301193508
SPEA2-greedy_ting-HUX,0.01366406989489137
SPEA2-greedy_ting-HUX,0.013228944037053405
SPEA2-greedy_ting-HUX,0.005101120131375109
SPEA2-greedy_ting-HUX,0.0023486309099763603
SPEA2-greedy_ting-HUX,0.00441503791578939
SPEA2-greedy_ting-HUX,0.011965341180583136
SPEA2-greedy_ting-HUX,0.00482864974240462
SPEA2-greedy_ting-HUX,0.0022327807195200037
SPEA2-greedy_ting-HUX,0.007361413262687429
SPEA2-greedy_ting-HUX,0.006217398331243971
SPEA2-greedy_ting-HUX,0.01424744987685177
SPEA2-greedy_ting-HUX,0.007073539641801275
SPEA2-greedy_ting-HUX,0.008230682664816401
SPEA2-greedy_ting-HUX,0.0054441822160277795
SPEA2-greedy_ting-1P,0.018239122975512046
SPEA2-greedy_ting-1P,0.00441503791578939
SPEA2-greedy_ting-1P,0.02524094663683726
SPEA2-greedy_ting-1P,0.004601088492450928
SPEA2-greedy_ting-1P,0.011960372947564031
SPEA2-greedy_ting-1P,0.00249560790162187
SPEA2-greedy_ting-1P,0.033809217039803004
SPEA2-greedy_ting-1P,0.01268900679301775
SPEA2-greedy_ting-1P,0.013451747826152067
SPEA2-greedy_ting-1P,0.004219409282691521
SPEA2-greedy_ting-1P,0.018910720629196083
SPEA2-greedy_ting-1P,0.020775341104075945
SPEA2-greedy_ting-1P,0.032683159850194016
SPEA2-greedy_ting-1P,0.004501076409648926
SPEA2-greedy_ting-1P,0.03384564836724028
SPEA2-greedy_ting-1P,0.0223870801308177
SPEA2-greedy_ting-1P,0.02034407367624491
SPEA2-greedy_ting-1P,0.03448208026999996
SPEA2-greedy_ting-1P,0.027397908647365656
SPEA2-greedy_ting-1P,0.02995762519547775
SPEA2-greedy_ting-1P,0.007361413262687429
SPEA2-greedy_ting-1P,0.0371064072629795
SPEA2-greedy_ting-1P,0.01860048629021525
SPEA2-greedy_ting-1P,0.011525706692602439
SPEA2-greedy_ting-1P,0.010789667252447356
SPEA2-greedy_ting-1P,0.013992098303885167
SPEA2-greedy_ting-1P,0.003536457351350114
SPEA2-greedy_ting-1P,0.017058199348509683
SPEA2-greedy_ting-1P,0.021764064999686337
SPEA2-greedy_ting-1P,0.024428812990023224
SPEA2-greedy_ting-1P,0.026133608579905078
SPEA2-greedy_ting-2P,0.004288110769238134
SPEA2-greedy_ting-2P,0.02181377213012044
SPEA2-greedy_ting-2P,0.006796566242913145
SPEA2-greedy_ting-2P,0.012470388050163985
SPEA2-greedy_ting-2P,0.005983881478132729
SPEA2-greedy_ting-2P,0.004839448369574448
SPEA2-greedy_ting-2P,0.02269725990840044
SPEA2-greedy_ting-2P,0.016058741765589052
SPEA2-greedy_ting-2P,0.004501076409648926
SPEA2-greedy_ting-2P,0.017058199348509683
SPEA2-greedy_ting-2P,0.017248801339685666
SPEA2-greedy_ting-2P,0.013152114147027527
SPEA2-greedy_ting-2P,0.010548523206728801
SPEA2-greedy_ting-2P,0.0021097046413457604
SPEA2-greedy_ting-2P,0.04122951690825403
SPEA2-greedy_ting-2P,0.013992098303885167
SPEA2-greedy_ting-2P,0.014432300174055526
SPEA2-greedy_ting-2P,0.003536457351350114
SPEA2-greedy_ting-2P,0.006329113924037281
SPEA2-greedy_ting-2P,0.02335786078966889
SPEA2-greedy_ting-2P,0.028787129040462493
SPEA2-greedy_ting-2P,0.019309316012420447
SPEA2-greedy_ting-2P,0.011469286930312789
SPEA2-greedy_ting-2P,0.01592278622530963
SPEA2-greedy_ting-2P,0.02752010452445976
SPEA2-greedy_ting-2P,0.04040837650328901
SPEA2-greedy_ting-2P,0.039184632445427
SPEA2-greedy_ting-2P,0.023232028788556198
SPEA2-greedy_ting-2P,0.04784314791850488
SPEA2-greedy_ting-2P,0.009656711499923283
SPEA2-greedy_ting-2P,0.011968534486861014
SPEA2-greedy_multi-UX,0.011369906098661288
SPEA2-greedy_multi-UX,0.00482864974240462
SPEA2-greedy_multi-UX,0.00455977239699889
SPEA2-greedy_multi-UX,0.00441503791578939
SPEA2-greedy_multi-UX,0.005160458985352992
SPEA2-greedy_multi-UX,0.005654756036030896
SPEA2-greedy_multi-UX,0.005160458985352992
SPEA2-greedy_multi-UX,0.005160458985352992
SPEA2-greedy_multi-UX,0.0010320917970706588
SPEA2-greedy_multi-UX,0.005160458985352992
SPEA2-greedy_multi-UX,0.004219409282691521
SPEA2-greedy_multi-UX,0.00482864974240462
SPEA2-greedy_multi-UX,0.0
SPEA2-greedy_multi-UX,0.007794047466777618
SPEA2-greedy_multi-UX,0.0010320917970706588
SPEA2-greedy_multi-UX,0.0010320917970706588
SPEA2-greedy_multi-UX,0.0026685735297127654
SPEA2-greedy_multi-UX,0.01087161357245079
SPEA2-greedy_multi-UX,0.007203706571612447
SPEA2-greedy_multi-UX,0.00403566090995832
SPEA2-greedy_multi-UX,0.005617101425714387
SPEA2-greedy_multi-UX,0.005654756036030896
SPEA2-greedy_multi-UX,0.004128367188282333
SPEA2-greedy_multi-UX,0.0049759601343179645
SPEA2-greedy_multi-UX,0.0021097046413457604
SPEA2-greedy_multi-UX,0.006217398331243971
SPEA2-greedy_multi-UX,0.006501367660483184
SPEA2-greedy_multi-UX,0.005160458985352992
SPEA2-greedy_multi-UX,0.0010320917970706588
SPEA2-greedy_multi-UX,0.005935110512824431
SPEA2-greedy_multi-UX,0.005160458985352992
SPEA2-greedy_multi-HUX,0.00482864974240462
SPEA2-greedy_multi-HUX,0.006880611980470857
SPEA2-greedy_multi-HUX,0.009987238124287522
SPEA2-greedy_multi-HUX,0.006880611980470857
SPEA2-greedy_multi-HUX,0.005160458985352992
SPEA2-greedy_multi-HUX,0.003536457351350114
SPEA2-greedy_multi-HUX,0.0
SPEA2-greedy_multi-HUX,0.006880611980470857
SPEA2-greedy_multi-HUX,0.0010320917970706588
SPEA2-greedy_multi-HUX,0.003536457351350114
SPEA2-greedy_multi-HUX,0.006880611980470857
SPEA2-greedy_multi-HUX,0.005160458985352992
SPEA2-greedy_multi-HUX,0.005654756036030896
SPEA2-greedy_multi-HUX,0.00249560790162187
SPEA2-greedy_multi-HUX,0.006880611980470857
SPEA2-greedy_multi-HUX,0.005160458985352992
SPEA2-greedy_multi-HUX,0.0026685735297127654
SPEA2-greedy_multi-HUX,0.005160458985352992
SPEA2-greedy_multi-HUX,0.007940087673096433
SPEA2-greedy_multi-HUX,0.008951460604223202
SPEA2-greedy_multi-HUX,0.005617101425714387
SPEA2-greedy_multi-HUX,0.006176498865576722
SPEA2-greedy_multi-HUX,0.0021097046413457604
SPEA2-greedy_multi-HUX,0.0030195724498484067
SPEA2-greedy_multi-HUX,0.0042951629221191145
SPEA2-greedy_multi-HUX,0.005160458985352992
SPEA2-greedy_multi-HUX,0.005160458985352992
SPEA2-greedy_multi-HUX,0.0010320917970706588
SPEA2-greedy_multi-HUX,0.004219409282691521
SPEA2-greedy_multi-HUX,0.005160458985352992
SPEA2-greedy_multi-HUX,0.006880611980470857
SPEA2-greedy_multi-1P,0.0
SPEA2-greedy_multi-1P,0.0067849262962991356
SPEA2-greedy_multi-1P,0.0010320917970706588
SPEA2-greedy_multi-1P,0.007321774516385857
SPEA2-greedy_multi-1P,0.0010320917970706588
SPEA2-greedy_multi-1P,0.0054441822160277795
SPEA2-greedy_multi-1P,0.005160458985352992
SPEA2-greedy_multi-1P,0.0021097046413457604
SPEA2-greedy_multi-1P,0.0028628211271112956
SPEA2-greedy_multi-1P,0.00455977239699889
SPEA2-greedy_multi-1P,0.0010320917970706588
SPEA2-greedy_multi-1P,0.0
SPEA2-greedy_multi-1P,0.00441503791578939
SPEA2-greedy_multi-1P,0.004219409282691521
SPEA2-greedy_multi-1P,0.0021097046413457604
SPEA2-greedy_multi-1P,0.0010320917970706588
SPEA2-greedy_multi-1P,0.00482864974240462
SPEA2-greedy_multi-1P,0.0010320917970706588
SPEA2-greedy_multi-1P,0.012757427153831664
SPEA2-greedy_multi-1P,0.00482864974240462
SPEA2-greedy_multi-1P,0.0021097046413457604
SPEA2-greedy_multi-1P,0.006501367660483184
SPEA2-greedy_multi-1P,0.004288110769238134
SPEA2-greedy_multi-1P,0.00455977239699889
SPEA2-greedy_multi-1P,0.0021097046413457604
SPEA2-greedy_multi-1P,0.006501367660483184
SPEA2-greedy_multi-1P,0.0010320917970706588
SPEA2-greedy_multi-1P,0.0021097046413457604
SPEA2-greedy_multi-1P,0.0010320917970706588
SPEA2-greedy_multi-1P,0.0021530876826383904
SPEA2-greedy_multi-1P,0.00482864974240462
SPEA2-greedy_multi-2P,0.006880611980470857
SPEA2-greedy_multi-2P,0.00482864974240462
SPEA2-greedy_multi-2P,0.00482864974240462
SPEA2-greedy_multi-2P,0.00482864974240462
SPEA2-greedy_multi-2P,0.0010320917970706588
SPEA2-greedy_multi-2P,0.005160458985352992
SPEA2-greedy_multi-2P,0.005160458985352992
SPEA2-greedy_multi-2P,0.005654756036030896
