config,AvgToleranceRate
SPEA2-random_dense-UX,0.18540939965151446
SPEA2-random_dense-UX,0.17917301344413944
SPEA2-random_dense-UX,0.18889012672202463
SPEA2-random_dense-UX,0.18846022472581714
SPEA2-random_dense-UX,0.19515436099262157
SPEA2-random_dense-HUX,0.18493260733998995
SPEA2-random_dense-HUX,0.19070635617699955
SPEA2-random_dense-HUX,0.1970466828600685
SPEA2-random_dense-HUX,0.19130980041639653
SPEA2-random_dense-HUX,0.1931037894249693
SPEA2-random_dense-1P,0.18964407621009613
SPEA2-random_dense-1P,0.18958222172383854
SPEA2-random_dense-1P,0.1879217408545138
SPEA2-random_dense-1P,0.18737547989033554
SPEA2-random_dense-1P,0.1828111274850425
SPEA2-random_dense-2P,0.18628020103897194
SPEA2-random_dense-2P,0.1808214381809151
SPEA2-random_dense-2P,0.18089293011108554
SPEA2-random_dense-2P,0.1764353195105711
SPEA2-random_dense-2P,0.17502329443008594
SPEA2-greedy_ting-UX,0.16157815316193283
SPEA2-greedy_ting-UX,0.15839082902966856
SPEA2-greedy_ting-UX,0.13788404097165174
SPEA2-greedy_ting-UX,0.16022754103184103
SPEA2-greedy_ting-UX,0.16418803684898484
SPEA2-greedy_ting-HUX,0.16579348959895687
SPEA2-greedy_ting-HUX,0.16012003252239507
SPEA2-greedy_ting-HUX,0.15960580927249562
SPEA2-greedy_ting-HUX,0.16765815220361666
SPEA2-greedy_ting-HUX,0.15886591829615404
SPEA2-greedy_ting-1P,0.16283697873018813
SPEA2-greedy_ting-1P,0.13844775678184565
SPEA2-greedy_ting-1P,0.1394620375373097
SPEA2-greedy_ting-1P,0.14142214584017337
SPEA2-greedy_ting-1P,0.14622475952500413
SPEA2-greedy_ting-2P,0.1544897716692558
SPEA2-greedy_ting-2P,0.12836761027554752
SPEA2-greedy_ting-2P,0.16621822945058604
SPEA2-greedy_ting-2P,0.14911829678048422
SPEA2-greedy_ting-2P,0.15778755277906434
SPEA2-greedy_multi-UX,0.15641016489269458
SPEA2-greedy_multi-UX,0.15504199844924887
SPEA2-greedy_multi-UX,0.16104145298455527
SPEA2-greedy_multi-UX,0.17223737697024602
SPEA2-greedy_multi-UX,0.17067113309010998
SPEA2-greedy_multi-HUX,0.16231537460634524
SPEA2-greedy_multi-HUX,0.14205307732736938
SPEA2-greedy_multi-HUX,0.16786385895562891
SPEA2-greedy_multi-HUX,0.1497491960560928
SPEA2-greedy_multi-HUX,0.16507923340931804
SPEA2-greedy_multi-1P,0.14805922889807796
SPEA2-greedy_multi-1P,0.14243479682822333
SPEA2-greedy_multi-1P,0.11964757510490424
SPEA2-greedy_multi-1P,0.15155222095436258
SPEA2-greedy_multi-1P,0.1387966801320649
SPEA2-greedy_multi-2P,0.14874780004878085
SPEA2-greedy_multi-2P,0.15755344939742516
SPEA2-greedy_multi-2P,0.1404349879371387
SPEA2-greedy_multi-2P,0.12941158403472056
SPEA2-greedy_multi-2P,0.15704426386963877
NSGA2-random_dense-UX,0.21555817388945814
NSGA2-random_dense-UX,0.2180163673295095
NSGA2-random_dense-UX,0.22129160640923315
NSGA2-random_dense-UX,0.20812998337492616
NSGA2-random_dense-UX,0.20874210984089328
NSGA2-random_dense-HUX,0.22115832781162278
NSGA2-random_dense-HUX,0.21394455590443173
NSGA2-random_dense-HUX,0.21853829302380476
NSGA2-random_dense-HUX,0.2129336604093541
NSGA2-random_dense-HUX,0.20830023775537124
NSGA2-random_dense-1P,0.2073878308673955
NSGA2-random_dense-1P,0.2063352351445544
NSGA2-random_dense-1P,0.20652215005980282
NSGA2-random_dense-1P,0.19934053474943203
NSGA2-random_dense-1P,0.21048531626968883
NSGA2-random_dense-2P,0.20463529744920986
NSGA2-random_dense-2P,0.2094022285298366
NSGA2-random_dense-2P,0.206954810588695
NSGA2-random_dense-2P,0.2072432718275496
NSGA2-random_dense-2P,0.20828471304527602
NSGA2-greedy_ting-UX,0.19981207174850632
NSGA2-greedy_ting-UX,0.19805136538792056
NSGA2-greedy_ting-UX,0.19672606672695572
NSGA2-greedy_ting-UX,0.2056523331848508
NSGA2-greedy_ting-UX,0.2041883941821099
NSGA2-greedy_ting-HUX,0.20175473825878662
NSGA2-greedy_ting-HUX,0.2002549091577952
NSGA2-greedy_ting-HUX,0.2035914918944226
NSGA2-greedy_ting-HUX,0.20210622393888242
NSGA2-greedy_ting-HUX,0.20824079290711983
NSGA2-greedy_ting-1P,0.17358362668425528
NSGA2-greedy_ting-1P,0.17364574691095613
NSGA2-greedy_ting-1P,0.17539106344837047
NSGA2-greedy_ting-1P,0.1649759068200167
NSGA2-greedy_ting-1P,0.17682143463387898
NSGA2-greedy_ting-2P,0.18458469682013423
NSGA2-greedy_ting-2P,0.18355167089121457
NSGA2-greedy_ting-2P,0.18041263764966053
NSGA2-greedy_ting-2P,0.18281668881671717
NSGA2-greedy_ting-2P,0.17134797831456894
NSGA2-greedy_multi-UX,0.17496767223691356
NSGA2-greedy_multi-UX,0.1900633568294635
NSGA2-greedy_multi-UX,0.1865613816078268
NSGA2-greedy_multi-UX,0.18736108248311567
NSGA2-greedy_multi-UX,0.17996342479961946
NSGA2-greedy_multi-HUX,0.19446677398241075
NSGA2-greedy_multi-HUX,0.17982962567876892
NSGA2-greedy_multi-HUX,0.1839552272145396
NSGA2-greedy_multi-HUX,0.16302691984123482
NSGA2-greedy_multi-HUX,0.17864042818069897
NSGA2-greedy_multi-1P,0.16110900141788345
NSGA2-greedy_multi-1P,0.17055863958713538
NSGA2-greedy_multi-1P,0.16320678755601156
NSGA2-greedy_multi-1P,0.17073927681677178
NSGA2-greedy_multi-1P,0.16248938990378312
NSGA2-greedy_multi-2P,0.16104059094977527
NSGA2-greedy_multi-2P,0.15839006519168644
NSGA2-greedy_multi-2P,0.17966008992393395
NSGA2-greedy_multi-2P,0.16080556030983872
NSGA2-greedy_multi-2P,0.17789232791685694
NSGA3-random_dense-UX,0.21627162598371794
NSGA3-random_dense-UX,0.22432273094574023
NSGA3-random_dense-UX,0.21900184082536445
NSGA3-random_dense-UX,0.22355632228709807
NSGA3-random_dense-UX,0.2241288531932151
NSGA3-random_dense-HUX,0.21797975731593497
NSGA3-random_dense-HUX,0.21786283223289768
NSGA3-random_dense-HUX,0.22363423269686203
NSGA3-random_dense-HUX,0.2233818494877958
NSGA3-random_dense-HUX,0.2182866498637802
NSGA3-random_dense-1P,0.19389875613682506
NSGA3-random_dense-1P,0.1989409623557545
NSGA3-random_dense-1P,0.1997739513062397
NSGA3-random_dense-1P,0.19505547164808515
NSGA3-random_dense-1P,0.19828123298232844
NSGA3-random_dense-2P,0.1972737207493126
NSGA3-random_dense-2P,0.19883642332017584
NSGA3-random_dense-2P,0.19562894042652754
NSGA3-random_dense-2P,0.19626650771204204
NSGA3-random_dense-2P,0.2073801969815695
NSGA3-greedy_ting-UX,0.18571553672448404
NSGA3-greedy_ting-UX,0.19349890273019454
NSGA3-greedy_ting-UX,0.17978763658159247
NSGA3-greedy_ting-UX,0.19273528452082106
NSGA3-greedy_ting-UX,0.19258219045160963
NSGA3-greedy_ting-HUX,0.19708148160054484
NSGA3-greedy_ting-HUX,0.17501706331466427
NSGA3-greedy_ting-HUX,0.19273334151326582
NSGA3-greedy_ting-HUX,0.17979707694680244
NSGA3-greedy_ting-HUX,0.18619784010992083
NSGA3-greedy_ting-1P,0.15043925770820651
NSGA3-greedy_ting-1P,0.15446612752284572
NSGA3-greedy_ting-1P,0.14672597611367594
NSGA3-greedy_ting-1P,0.1385642113090906
NSGA3-greedy_ting-1P,0.14229293544477664
NSGA3-greedy_ting-2P,0.15277146398554994
NSGA3-greedy_ting-2P,0.1487812069254365
NSGA3-greedy_ting-2P,0.1531664713005777
NSGA3-greedy_ting-2P,0.16834116082711154
NSGA3-greedy_ting-2P,0.15487725912901593
NSGA3-greedy_multi-UX,0.1557698894701257
NSGA3-greedy_multi-UX,0.15055810991549554
NSGA3-greedy_multi-UX,0.15259105158032024
NSGA3-greedy_multi-UX,0.16196076368276255
NSGA3-greedy_multi-UX,0.171352387351407
NSGA3-greedy_multi-HUX,0.16731456026196168
NSGA3-greedy_multi-HUX,0.15229786523767783
NSGA3-greedy_multi-HUX,0.17294122596393013
NSGA3-greedy_multi-HUX,0.16466245090242076
NSGA3-greedy_multi-HUX,0.15569180873643113
NSGA3-greedy_multi-1P,0.14674194730671689
NSGA3-greedy_multi-1P,0.15041608973074572
NSGA3-greedy_multi-1P,0.1385717168553045
NSGA3-greedy_multi-1P,0.14490817664750447
NSGA3-greedy_multi-1P,0.14047800786942738
NSGA3-greedy_multi-2P,0.1314118116657659
NSGA3-greedy_multi-2P,0.13673555882992638
NSGA3-greedy_multi-2P,0.15205253849449465
NSGA3-greedy_multi-2P,0.1498652108032835
NSGA3-greedy_multi-2P,0.14023612423809684
UNSGA3-random_dense-UX,0.2142451216205525
UNSGA3-random_dense-UX,0.22354491229772658
UNSGA3-random_dense-UX,0.22946224731043371
UNSGA3-random_dense-UX,0.2223977784237242
UNSGA3-random_dense-UX,0.22176618846078314
UNSGA3-random_dense-HUX,0.22357015740283312
UNSGA3-random_dense-HUX,0.21576411421567035
UNSGA3-random_dense-HUX,0.22114374839781337
UNSGA3-random_dense-HUX,0.2201304146296283
UNSGA3-random_dense-HUX,0.21809237706494677
UNSGA3-random_dense-1P,0.20219273255700604
UNSGA3-random_dense-1P,0.19712870780858366
UNSGA3-random_dense-1P,0.1932315152183968
UNSGA3-random_dense-1P,0.20013296652930565
UNSGA3-random_dense-1P,0.19983215267983961
UNSGA3-random_dense-2P,0.20436015384362147
UNSGA3-random_dense-2P,0.19106990646790745
UNSGA3-random_dense-2P,0.2025362921520605
UNSGA3-random_dense-2P,0.20509355496617576
UNSGA3-random_dense-2P,0.203803298342585
UNSGA3-greedy_ting-UX,0.1937733066874089
UNSGA3-greedy_ting-UX,0.18048856045631065
UNSGA3-greedy_ting-UX,0.1866181662058619
UNSGA3-greedy_ting-UX,0.17276085189617085
UNSGA3-greedy_ting-UX,0.17440010528251865
UNSGA3-greedy_ting-HUX,0.16740383424550193
UNSGA3-greedy_ting-HUX,0.18187586997054409
UNSGA3-greedy_ting-HUX,0.17497796032924198
UNSGA3-greedy_ting-HUX,0.18649646401657197
UNSGA3-greedy_ting-HUX,0.17675811110949127
UNSGA3-greedy_ting-1P,0.14625315195580246
UNSGA3-greedy_ting-1P,0.15425802662084517
UNSGA3-greedy_ting-1P,0.14227120936648116
UNSGA3-greedy_ting-1P,0.15773902768885945
UNSGA3-greedy_ting-1P,0.14574177966367557
UNSGA3-greedy_ting-2P,0.15505971175255878
UNSGA3-greedy_ting-2P,0.15989733357651198
UNSGA3-greedy_ting-2P,0.15088109106810993
UNSGA3-greedy_ting-2P,0.1562706093097099
UNSGA3-greedy_ting-2P,0.16526766438464063
UNSGA3-greedy_multi-UX,0.15126098356761866
UNSGA3-greedy_multi-UX,0.16350680196088324
UNSGA3-greedy_multi-UX,0.14953757087926492
UNSGA3-greedy_multi-UX,0.1655879399745744
UNSGA3-greedy_multi-UX,0.17271588387668485
UNSGA3-greedy_multi-HUX,0.14812625277035749
UNSGA3-greedy_multi-HUX,0.14867655541871216
UNSGA3-greedy_multi-HUX,0.16425102663018637
UNSGA3-greedy_multi-HUX,0.164805563800947
UNSGA3-greedy_multi-HUX,0.14507306823847155
UNSGA3-greedy_multi-1P,0.15118576285021995
UNSGA3-greedy_multi-1P,0.12926774823813159
UNSGA3-greedy_multi-1P,0.15093317672467546
UNSGA3-greedy_multi-1P,0.14235479591077468
UNSGA3-greedy_multi-1P,0.14769512070128538
UNSGA3-greedy_multi-2P,0.15748857744678235
UNSGA3-greedy_multi-2P,0.16357824294148238
UNSGA3-greedy_multi-2P,0.14893637134423943
UNSGA3-greedy_multi-2P,0.16048619710404396
UNSGA3-greedy_multi-2P,0.13253889039063818
AGEMOEA2-random_dense-UX,0.21380068046842388
AGEMOEA2-random_dense-UX,0.20997113137912926
AGEMOEA2-random_dense-UX,0.20334969257073454
AGEMOEA2-random_dense-UX,0.195779824170185
AGEMOEA2-random_dense-UX,0.20772432337078756
AGEMOEA2-random_dense-HUX,0.2082389182053327
AGEMOEA2-random_dense-HUX,0.21015739715002213
AGEMOEA2-random_dense-HUX,0.20734666867854573
AGEMOEA2-random_dense-HUX,0.21264023624384007
AGEMOEA2-random_dense-HUX,0.2106311504268102
AGEMOEA2-random_dense-1P,0.19719933011680052
AGEMOEA2-random_dense-1P,0.19332327221578888
AGEMOEA2-random_dense-1P,0.1966325821843064
AGEMOEA2-random_dense-1P,0.18074880791912615
AGEMOEA2-random_dense-1P,0.18994529961270795
AGEMOEA2-random_dense-2P,0.19667308890457486
AGEMOEA2-random_dense-2P,0.19077458150825446
AGEMOEA2-random_dense-2P,0.18612145833481597
AGEMOEA2-random_dense-2P,0.19060308791377173
AGEMOEA2-random_dense-2P,0.1970143911646447
AGEMOEA2-greedy_ting-UX,0.18795014429137658
AGEMOEA2-greedy_ting-UX,0.1894379127237011
AGEMOEA2-greedy_ting-UX,0.1727609040046507
AGEMOEA2-greedy_ting-UX,0.16648933973244326
AGEMOEA2-greedy_ting-UX,0.17175350489007177
AGEMOEA2-greedy_ting-HUX,0.17496899646689323
AGEMOEA2-greedy_ting-HUX,0.17535464540537457
AGEMOEA2-greedy_ting-HUX,0.17919688385403176
AGEMOEA2-greedy_ting-HUX,0.16440090103663987
AGEMOEA2-greedy_ting-HUX,0.18526558728828751
AGEMOEA2-greedy_ting-1P,0.1471215736311884
AGEMOEA2-greedy_ting-1P,0.15586817892619184
AGEMOEA2-greedy_ting-1P,0.13888564639909895
AGEMOEA2-greedy_ting-1P,0.17150807326770498
AGEMOEA2-greedy_ting-1P,0.15857561433923822
AGEMOEA2-greedy_ting-2P,0.16145326499538315
AGEMOEA2-greedy_ting-2P,0.15729169869478615
AGEMOEA2-greedy_ting-2P,0.1503557823897015
AGEMOEA2-greedy_ting-2P,0.15077563763373383
AGEMOEA2-greedy_ting-2P,0.15437218131999483
AGEMOEA2-greedy_multi-UX,0.17449929814592455
AGEMOEA2-greedy_multi-UX,0.18128439720052475
AGEMOEA2-greedy_multi-UX,0.1856639136926818
AGEMOEA2-greedy_multi-UX,0.186118572744394
AGEMOEA2-greedy_multi-UX,0.17112154275923655
AGEMOEA2-greedy_multi-HUX,0.1847886992226025
AGEMOEA2-greedy_multi-HUX,0.14527257925404075
AGEMOEA2-greedy_multi-HUX,0.18756961743270265
AGEMOEA2-greedy_multi-HUX,0.17751232419420182
AGEMOEA2-greedy_multi-HUX,0.15427095923793574
AGEMOEA2-greedy_multi-1P,0.16151530032176037
AGEMOEA2-greedy_multi-1P,0.1634595057234656
AGEMOEA2-greedy_multi-1P,0.14534824438748659
AGEMOEA2-greedy_multi-1P,0.15219322927778847
AGEMOEA2-greedy_multi-1P,0.16505333210463158
AGEMOEA2-greedy_multi-2P,0.18028624205146573
