init,Compacidad,Tolerancia,Disimilitud,Balance
random_dense,299.0,78.0,0.40444804193647854,0.0034179757457314048
random_dense,173.0,42.0,0.40466527282417086,0.003001901878844105
random_dense,304.0,77.0,0.38894818495707356,0.003005200704501146
random_dense,190.0,46.0,0.3703667413213886,0.0023428037534897685
random_dense,313.0,76.0,0.37054754945279045,0.0025542039771242696
random_dense,277.0,72.0,0.417197941470159,0.0034717541429003618
random_dense,331.0,82.0,0.411966210280474,0.003566200046608033
random_dense,177.0,47.0,0.4327944063789718,0.003784465665927561
random_dense,206.0,52.0,0.40659643324382017,0.0029711494486548795
random_dense,303.0,77.0,0.4205580132481333,0.004015161354500458
random_dense,197.0,44.0,0.3973206249774993,0.0026888240517888616
random_dense,202.0,50.0,0.42042781405800156,0.0034144131313979145
random_dense,352.0,88.0,0.4022681939071566,0.0034801098952470504
random_dense,295.0,71.0,0.40089554032936653,0.003081095481342954
random_dense,186.0,51.0,0.425908449630138,0.003706279381883716
random_dense,236.0,62.0,0.406152332011059,0.002968468197119288
random_dense,177.0,44.0,0.3881325880514485,0.002598568964631909
random_dense,297.0,69.0,0.38002961052606443,0.0025767760864397367
random_dense,240.0,60.0,0.4303191489361702,0.003954173163657092
random_dense,225.0,55.0,0.3740149724192277,0.0024285871149388257
random_dense,355.0,81.0,0.3780866047347917,0.002667826198044604
random_dense,198.0,53.0,0.4344374597034172,0.003860118870906776
random_dense,208.0,50.0,0.38705332787779595,0.002511095151227462
random_dense,367.0,88.0,0.3678836454287205,0.002614670658762632
random_dense,214.0,52.0,0.3701903957049115,0.0022248303022854533
random_dense,253.0,54.0,0.3609627729655482,0.0021471782825877076
random_dense,338.0,81.0,0.39784506273867976,0.003139673956825434
random_dense,352.0,88.0,0.38425562137330754,0.0030146160413333147
random_dense,219.0,60.0,0.40972019819294664,0.0032824577283186683
random_dense,169.0,45.0,0.42133534768559316,0.0033475781861425713
random_dense,257.0,69.0,0.4237036730413665,0.00387567951330432
random_dense,301.0,68.0,0.3606860111684456,0.0021928919468687485
random_dense,345.0,81.0,0.3591556172268476,0.0022239620889746617
random_dense,191.0,49.0,0.392113178121867,0.002916393135631888
random_dense,265.0,66.0,0.371922253445738,0.0025076188794133157
random_dense,215.0,56.0,0.3929902688438067,0.00287972304873271
random_dense,183.0,50.0,0.4101945510211991,0.0032418590657711235
random_dense,213.0,58.0,0.42512403023340994,0.00384227228238485
random_dense,266.0,68.0,0.3917706500293286,0.0029294784474577207
random_dense,262.0,69.0,0.4081194845974771,0.003502318558768886
random_dense,217.0,59.0,0.43503856587247114,0.004275882804663797
random_dense,252.0,58.0,0.38492767083192614,0.00262076522534768
random_dense,242.0,62.0,0.4223997714084755,0.0034276623745578528
random_dense,199.0,49.0,0.40053547881250223,0.0028278951211629638
random_dense,216.0,57.0,0.4041937549251379,0.003226943540419021
random_dense,258.0,57.0,0.35822818736599044,0.0020940931200753537
random_dense,225.0,59.0,0.38793538219070134,0.002841293784437154
random_dense,202.0,54.0,0.43058773962502633,0.0037650035996701697
random_dense,252.0,60.0,0.4176868738038951,0.003442423508230613
random_dense,354.0,89.0,0.3932138277837881,0.003432775235036268
random_dense,184.0,47.0,0.4075653330249769,0.0031525082501977905
random_dense,257.0,56.0,0.37853230123906506,0.002451741801991165
random_dense,310.0,77.0,0.3993107984442919,0.003377313726022073
random_dense,205.0,47.0,0.3826197889638471,0.002479095333923336
random_dense,213.0,58.0,0.4230055272533546,0.0038481863995875536
random_dense,179.0,44.0,0.38852569436190026,0.002760968350305143
random_dense,179.0,40.0,0.38524703831372087,0.002543121393928658
random_dense,228.0,53.0,0.3646766517357223,0.0023676281252404943
random_dense,295.0,77.0,0.4167207597066955,0.003877817773003038
random_dense,289.0,71.0,0.41410525411666543,0.0034937161165236406
random_dense,348.0,82.0,0.37583557512024135,0.0025641654704721514
random_dense,215.0,47.0,0.36404832591126507,0.002142398824520229
random_dense,251.0,66.0,0.4294559351247492,0.0041552147975291165
random_dense,298.0,67.0,0.35851599314579463,0.0020942937124323363
random_dense,220.0,60.0,0.43442134107027724,0.00413512614675085
random_dense,272.0,66.0,0.3632633239465999,0.002421206540735471
random_dense,324.0,78.0,0.3627500875580072,0.0024262799582752685
random_dense,168.0,43.0,0.4160914809186086,0.0033315186712537573
random_dense,182.0,49.0,0.4245820668693009,0.003659266194986542
random_dense,338.0,81.0,0.39029911032775194,0.0030336647398221386
random_dense,298.0,70.0,0.3955358417820934,0.0029603388565046357
random_dense,235.0,60.0,0.43039459785725065,0.0038882524487199527
random_dense,256.0,68.0,0.41793412012411346,0.0039046255253395138
random_dense,201.0,50.0,0.4177648989097068,0.003279139801119397
random_dense,365.0,89.0,0.38034100845234625,0.0029554148695339613
random_dense,259.0,70.0,0.4081231687614666,0.0033526883456139298
random_dense,301.0,76.0,0.3829227633656134,0.0028089110840925874
random_dense,298.0,68.0,0.37638036079775333,0.0025173239388273975
random_dense,257.0,67.0,0.3856658939757706,0.002796840739390849
random_dense,169.0,41.0,0.3998961349616014,0.0028754658887003514
random_dense,238.0,59.0,0.4019570594195125,0.0029799310073446595
random_dense,302.0,68.0,0.3477643135597201,0.0024473165386679967
random_dense,321.0,77.0,0.3706032787609642,0.003108997149793342
random_dense,317.0,67.0,0.3847965187820212,0.0032916306188446407
random_dense,355.0,83.0,0.3692038757366896,0.003114734914359162
random_dense,282.0,63.0,0.34667836124943413,0.0024798236623592386
random_dense,270.0,64.0,0.3803946677173628,0.003559669218665192
random_dense,274.0,64.0,0.37104299321840867,0.0031015025237012203
random_dense,300.0,71.0,0.369943853427896,0.003132985421242505
random_dense,326.0,71.0,0.38902395248662053,0.0036024658355662256
random_dense,251.0,51.0,0.3660252606594897,0.0029717756509391883
random_dense,313.0,67.0,0.36709208528765325,0.0025688188089869166
random_dense,255.0,57.0,0.3802461410095953,0.0034807457602260526
random_dense,251.0,54.0,0.35563420078551045,0.002891675267926705
random_dense,297.0,65.0,0.3575679967523939,0.0024775429993744305
random_dense,328.0,78.0,0.38065429856426225,0.003486539662067532
random_dense,260.0,51.0,0.3591175668303328,0.002756739461854244
random_dense,327.0,77.0,0.36028965233044874,0.002766005497759037
random_dense,320.0,73.0,0.3727338209219858,0.002787833182386351
random_dense,272.0,58.0,0.3809221161869003,0.003181109362557756
random_dense,277.0,58.0,0.38644161097882584,0.0035710764819420174
random_dense,370.0,77.0,0.33533400421698295,0.002305255251351456
random_dense,284.0,55.0,0.34214863649985017,0.002368777697843729
random_dense,340.0,69.0,0.3359016478931999,0.002172130538892835
random_dense,252.0,54.0,0.3762418383429022,0.0032021427788036898
random_dense,358.0,79.0,0.3565167003447046,0.0025677985856848834
random_dense,368.0,84.0,0.3558963536848597,0.002869598938493524
random_dense,330.0,74.0,0.3669917257683215,0.0026080275709225585
random_dense,379.0,86.0,0.36492308987817884,0.003023084648082819
random_dense,341.0,77.0,0.3873437532497244,0.0034924492880863997
random_dense,337.0,73.0,0.37511837868552306,0.002875324441023371
random_dense,294.0,67.0,0.38012917933130697,0.0031534516272225823
random_dense,327.0,65.0,0.35128613876417897,0.0023184097205755016
random_dense,348.0,79.0,0.36809122034727315,0.0028664014147156184
random_dense,278.0,64.0,0.38690430634216033,0.003910097320774222
random_dense,299.0,61.0,0.3772296544035675,0.00289380719227627
random_dense,275.0,54.0,0.35356544165054804,0.0025503319960375765
random_dense,253.0,56.0,0.3709773498163877,0.003196857905150412
random_dense,301.0,71.0,0.35890412572748054,0.002830340896708836
random_dense,279.0,64.0,0.35708203055492005,0.0028209682488958315
random_dense,296.0,71.0,0.38239469522714203,0.0035729004293813156
random_dense,296.0,66.0,0.37003426298639064,0.0028252208781746487
random_dense,326.0,71.0,0.38066451290083975,0.0032261481078587713
random_dense,341.0,76.0,0.34604885505709115,0.002422315934398551
random_dense,295.0,59.0,0.36681993028008175,0.0026515202162866207
random_dense,301.0,70.0,0.3920059612167479,0.003868522232273463
random_dense,345.0,79.0,0.3796150683523487,0.0031455620232021027
random_dense,301.0,64.0,0.3888751443179944,0.0036138209938120897
random_dense,322.0,65.0,0.3771584952204749,0.002929767645392176
random_dense,302.0,63.0,0.34215454887041474,0.002265570918408219
random_dense,272.0,57.0,0.36882040050062576,0.0029257944115454156
random_dense,272.0,54.0,0.3763395650813517,0.002980964248888125
random_dense,326.0,72.0,0.3567256232867772,0.0024818912685830915
random_dense,248.0,47.0,0.3890950297414779,0.0030577204261419133
random_dense,237.0,53.0,0.3560986922823713,0.0026370464568800794
random_dense,278.0,69.0,0.4048612174090515,0.004219366941742368
random_dense,312.0,70.0,0.3662256773958901,0.0025524957611860227
random_dense,291.0,68.0,0.3543936292071848,0.002451821073174857
random_dense,298.0,68.0,0.3408122709315055,0.0021915309708707533
random_dense,246.0,49.0,0.37898575794268585,0.0027184076124113056
random_dense,346.0,83.0,0.38151057680482103,0.003455629505352949
random_dense,361.0,77.0,0.34551384059252277,0.0022903216920428073
random_dense,220.0,46.0,0.3800572211476467,0.0030417637675314592
random_dense,309.0,72.0,0.3937662099198972,0.003391970591289998
random_dense,306.0,63.0,0.3759821304408288,0.002650543341373096
random_dense,276.0,56.0,0.37857179566245247,0.0026436745244686876
random_dense,250.0,56.0,0.3815992907801419,0.002879101843468617
random_dense,309.0,71.0,0.4023589019715853,0.0038765368884879363
random_dense,253.0,61.0,0.3682617105373812,0.002816250118818287
random_dense,254.0,63.0,0.39703398112469984,0.0037645627078293255
random_dense,285.0,68.0,0.39417071046410357,0.0038594595909682374
random_dense,338.0,78.0,0.3901732133115112,0.003443158931322455
random_dense,382.0,84.0,0.36014258661022613,0.0028139328762172323
random_dense,225.0,51.0,0.3934397163120567,0.00338669737717195
random_dense,316.0,62.0,0.3591547715234761,0.0023358631399286885
random_dense,235.0,57.0,0.3955145616417685,0.0037397895334870417
random_dense,277.0,65.0,0.4049946232429526,0.0037698421387305017
random_dense,259.0,59.0,0.35232344806812893,0.002496036289433254
random_dense,290.0,59.0,0.3478692834433847,0.0021173429792969724
random_dense,357.0,83.0,0.36576971214017523,0.003040381909605284
random_dense,248.0,56.0,0.3950933710821322,0.003351143971673567
random_dense,316.0,77.0,0.39237700870814257,0.0038298049132907195
random_dense,306.0,63.0,0.38926841422148056,0.0030742800393980516
random_dense,367.0,83.0,0.34783900515971944,0.0025488599061583212
random_dense,359.0,77.0,0.3635097493036212,0.002646360618220524
random_dense,252.0,60.0,0.4061550151975684,0.004417225780430602
random_dense,277.0,64.0,0.3949612105384438,0.003362340965038565
random_dense,229.0,52.0,0.3688601381275357,0.0029170051762171583
random_dense,351.0,78.0,0.37872795053646113,0.003096911266794774
random_dense,251.0,53.0,0.3652941425786217,0.002569555341620142
random_dense,277.0,57.0,0.4012853009703766,0.003501876908393961
random_dense,257.0,63.0,0.3849518447995143,0.003234795908461902
random_dense,330.0,75.0,0.35312970126799914,0.002497140866657529
random_dense,280.0,56.0,0.39122657041540015,0.0029949598288226947
random_dense,251.0,55.0,0.40292023395778587,0.00384154733657117
random_dense,275.0,64.0,0.38127659574468087,0.0028770057877428525
random_dense,260.0,50.0,0.3496863066012002,0.002249628819583028
random_dense,225.0,53.0,0.38342789598108745,0.0033828384442991396
random_dense,232.0,46.0,0.3656379921741257,0.0027089644082910103
random_dense,316.0,77.0,0.38259157015890116,0.0033695017165445546
random_dense,281.0,62.0,0.36692032003230607,0.002514119952344377
random_dense,284.0,70.0,0.38554777245030464,0.003217543205080923
random_dense,327.0,68.0,0.3463573860802048,0.0021425399606274003
random_dense,318.0,76.0,0.3685211204781658,0.0029035642981857256
random_dense,303.0,71.0,0.3812846710202935,0.0029333276880801895
random_dense,282.0,68.0,0.3700109400935566,0.0028615544634171455
greedy_ting,13.0,1.0,0.3372204037097654,0.013663951212376445
greedy_ting,131.0,27.0,0.36832737805208166,0.003045830823388679
greedy_ting,30.0,6.0,0.4721040189125295,0.008378630630026446
greedy_ting,9.0,1.0,0.4617809298660362,0.02522260536612594
greedy_ting,30.0,6.0,0.42071513002364064,0.007209772276992614
