init,Compacidad,Tolerancia,Disimilitud,Balance
random_dense,305.0,78.0,0.4107720032554354,0.003922228653933529
random_dense,214.0,41.0,0.33764996354477367,0.0019515595229601984
random_dense,260.0,63.0,0.3896549372613203,0.0028697621688543885
random_dense,208.0,45.0,0.35202281096563015,0.0020637364007958553
random_dense,270.0,68.0,0.4169950091935908,0.004191075099862006
random_dense,249.0,55.0,0.411913611894386,0.003491550486572346
random_dense,309.0,64.0,0.34418106910877,0.0021124034452847944
random_dense,238.0,45.0,0.33987424757136897,0.001901486013590767
random_dense,218.0,39.0,0.34741606480577786,0.002005496598133827
random_dense,299.0,67.0,0.3523298702530895,0.0021135295502051578
random_dense,290.0,59.0,0.35159268769870383,0.002120294996833417
random_dense,359.0,87.0,0.3826132479898852,0.003335223202522535
random_dense,349.0,77.0,0.35633471519437504,0.0024602109967773685
random_dense,189.0,47.0,0.40520751247701603,0.0035521052318558686
random_dense,174.0,33.0,0.3827341648324774,0.002795313247393129
random_dense,189.0,43.0,0.39813876693309314,0.002819489351524275
random_dense,207.0,48.0,0.42408863535135505,0.004219739599999214
random_dense,273.0,63.0,0.35215168991764734,0.002156779816504583
random_dense,232.0,55.0,0.4024211298606016,0.0029447241220517755
random_dense,266.0,65.0,0.3750166640004266,0.0025401822655352494
random_dense,174.0,41.0,0.3938717697888644,0.0028655611828083535
random_dense,269.0,63.0,0.3688569432360463,0.0023912947411923067
random_dense,364.0,80.0,0.3642959434182838,0.0026293839699061583
random_dense,216.0,49.0,0.39871864328867873,0.0028953021985173547
random_dense,378.0,87.0,0.36776239258508764,0.002905668637972939
random_dense,200.0,45.0,0.394459219858156,0.002770718195136057
random_dense,205.0,49.0,0.4023741567202906,0.002931634760884373
random_dense,239.0,53.0,0.3841619929374759,0.0026100540415142735
random_dense,270.0,52.0,0.33705673758865246,0.0019017108844952616
random_dense,329.0,83.0,0.39974724611438056,0.0036191540269619894
random_dense,275.0,65.0,0.3919890393294649,0.0029839342330669084
random_dense,350.0,81.0,0.3651139817629179,0.002653446264200567
random_dense,218.0,55.0,0.4201070336391437,0.0038888183758043655
random_dense,176.0,35.0,0.3979892005157963,0.003172256982896355
random_dense,204.0,40.0,0.3466007857043527,0.002107836990501741
random_dense,193.0,49.0,0.41051152022930215,0.0032869888401426497
random_dense,270.0,61.0,0.3629301287102705,0.002253255593345563
random_dense,345.0,80.0,0.367799876657416,0.002863987896382967
random_dense,236.0,57.0,0.38678401851184036,0.0026165966374307697
random_dense,252.0,46.0,0.3552642688280986,0.00211662550836776
random_dense,261.0,63.0,0.39227874242547756,0.003360429175443241
random_dense,210.0,50.0,0.42031408308004053,0.0039898082365585445
random_dense,211.0,51.0,0.4090408725757117,0.0032779226830844514
random_dense,206.0,50.0,0.42347052950492325,0.0043824597899767325
random_dense,246.0,61.0,0.4015056506948048,0.0032077199182240844
random_dense,190.0,47.0,0.40444195595371407,0.0031158655774712763
random_dense,346.0,76.0,0.36429764686590416,0.002625484552149997
random_dense,199.0,37.0,0.3619382372857194,0.0023135531902496896
random_dense,218.0,55.0,0.4035639924523391,0.0030075770732119044
random_dense,207.0,52.0,0.4071418782334601,0.0036722347972771834
random_dense,229.0,53.0,0.4108248939267242,0.003303678558803195
random_dense,348.0,85.0,0.39145165892231193,0.0034569871262732786
random_dense,261.0,65.0,0.3899724192277384,0.003185895778635841
random_dense,278.0,64.0,0.3575182407265677,0.0022433649069684186
random_dense,183.0,43.0,0.4183234507615394,0.004447178710280385
random_dense,229.0,57.0,0.42170321162005636,0.0040546151628994
random_dense,252.0,62.0,0.39097151863109314,0.003178519063585801
random_dense,199.0,47.0,0.37755711180013546,0.0027567715432072737
random_dense,283.0,68.0,0.4141136004811668,0.004032199477095231
random_dense,204.0,41.0,0.38478653872896673,0.002726677039612141
random_dense,293.0,64.0,0.3818047587926318,0.002801188586610011
random_dense,189.0,45.0,0.41853821907013394,0.004038212626423093
random_dense,187.0,47.0,0.40337827587514696,0.0033193215255681967
random_dense,286.0,72.0,0.4049620592173783,0.0033953079862297387
random_dense,250.0,55.0,0.3502730496453901,0.002062762323323778
random_dense,300.0,75.0,0.4053841607565012,0.0037883078972665153
random_dense,222.0,49.0,0.36417800779502907,0.00241259396705586
random_dense,236.0,60.0,0.42341702728693353,0.004262005852351474
random_dense,338.0,82.0,0.39112530949683155,0.0034581538917368643
random_dense,281.0,70.0,0.3980054768935665,0.0035633665070884247
random_dense,305.0,72.0,0.3840338332752005,0.0029269742089187696
random_dense,180.0,35.0,0.3635047281323877,0.0024387807105052876
random_dense,242.0,63.0,0.4176814078893382,0.004026539581309114
random_dense,332.0,84.0,0.3942445313167564,0.003629867683127129
random_dense,213.0,53.0,0.42424582958745377,0.004282246636298393
random_dense,355.0,85.0,0.3776695634801718,0.0032077534360590173
random_dense,224.0,52.0,0.3668748416919959,0.0023005981215373913
random_dense,262.0,54.0,0.34409682745926046,0.0020104817082588584
random_dense,248.0,61.0,0.41149408030199036,0.0038148951576125823
random_dense,245.0,47.0,0.3434107685627443,0.0019719066130900794
random_dense,177.0,32.0,0.3732369675842449,0.0026123613697018985
random_dense,330.0,77.0,0.3681656995486783,0.0027651431146173697
random_dense,214.0,38.0,0.3577749055478226,0.0022070860553826586
random_dense,180.0,40.0,0.4156471631205674,0.003535784226914027
random_dense,267.0,67.0,0.39712327675511994,0.0031541134167773896
random_dense,214.0,50.0,0.4150593225956121,0.0036913731162817225
random_dense,194.0,39.0,0.35633271185201437,0.0022361069531944963
random_dense,180.0,43.0,0.4130860914105595,0.003745196510867751
random_dense,338.0,79.0,0.38178532460447356,0.003108120390557478
random_dense,270.0,67.0,0.4028598634095088,0.0033679484906213863
random_dense,234.0,52.0,0.3545644662665939,0.0021383525809378886
random_dense,324.0,79.0,0.39989383591629457,0.0036973593406124613
random_dense,256.0,63.0,0.4155723625886525,0.003666322791692116
random_dense,200.0,50.0,0.41600620567375884,0.0037960841813477666
random_dense,315.0,78.0,0.40362771586175844,0.003910358651803882
random_dense,260.0,62.0,0.37446808510638296,0.0028503140282312846
random_dense,286.0,70.0,0.4111026384962555,0.0038361696021194233
random_dense,261.0,52.0,0.35623692290970355,0.0021881751443586102
random_dense,235.0,55.0,0.37653538554398674,0.0026714339637274598
random_dense,269.0,64.0,0.4085033879089878,0.0036919977617289428
random_dense,311.0,69.0,0.3513431848760576,0.0021862908290328394
random_dense,358.0,83.0,0.3729595071120092,0.003026482822277584
random_dense,186.0,37.0,0.37685884237016704,0.00262158939515996
random_dense,205.0,51.0,0.419862480539699,0.004202184268706967
random_dense,289.0,68.0,0.3969698642911482,0.0033191131702536183
random_dense,202.0,46.0,0.39923021557474897,0.0030094229637214367
random_dense,310.0,70.0,0.35514470372912377,0.002311392998735294
random_dense,338.0,73.0,0.3487032607327206,0.0022506142254371943
random_dense,375.0,86.0,0.37217966903073285,0.003053874732435774
random_dense,321.0,74.0,0.36991007710832724,0.002776698982415644
random_dense,272.0,69.0,0.4037436118064247,0.003622473670202296
random_dense,306.0,77.0,0.38930317990080193,0.0032245250077891415
random_dense,277.0,63.0,0.34631436106203756,0.002100493020072937
random_dense,211.0,52.0,0.40551578098215185,0.0034119965909648574
random_dense,237.0,56.0,0.40922285064488134,0.003305244548992873
random_dense,309.0,76.0,0.3975303541508871,0.0034836493946514132
random_dense,184.0,38.0,0.40865421677459146,0.0032562624021466842
random_dense,306.0,72.0,0.37022261623325453,0.002574434160313432
random_dense,216.0,55.0,0.39969135802469136,0.003156015194557139
random_dense,232.0,57.0,0.3946105404744436,0.0028827081386180024
random_dense,215.0,45.0,0.36178459508494143,0.0021280281819606606
random_dense,292.0,63.0,0.34090522685320124,0.0019343944149595703
random_dense,259.0,60.0,0.38756195405131577,0.0030842537144360953
random_dense,222.0,52.0,0.39508258258258255,0.002738632854869436
random_dense,277.0,56.0,0.34948600762987425,0.002087655725985416
random_dense,190.0,33.0,0.3676511758118701,0.0024685876594198
random_dense,246.0,61.0,0.4052679755520959,0.0033974764607287286
random_dense,226.0,48.0,0.3836691144166196,0.0027213067016506045
random_dense,194.0,37.0,0.3680403231702859,0.0024137680528389907
random_dense,276.0,56.0,0.34008826703669437,0.0018867077620129818
random_dense,237.0,49.0,0.3619003800460843,0.0022219471378164967
random_dense,314.0,75.0,0.3820752586167954,0.0030473512314903215
random_dense,264.0,66.0,0.4043560606060606,0.003763373937228507
random_dense,212.0,49.0,0.3640731633881975,0.0022345185848668464
random_dense,291.0,57.0,0.3551217372230752,0.002237739747230598
random_dense,266.0,67.0,0.4117741161414174,0.0038169939308937313
random_dense,301.0,66.0,0.3672480620155039,0.0024858042294817213
random_dense,227.0,42.0,0.34603368013247104,0.0020047104897165952
random_dense,211.0,53.0,0.41393566602803267,0.0034178881516696144
random_dense,291.0,72.0,0.38940983646511174,0.003064344943303772
random_dense,292.0,65.0,0.35977727581851743,0.0023152183842875236
random_dense,310.0,71.0,0.362677304964539,0.0025563138574492186
random_dense,267.0,62.0,0.38221173001832814,0.002786332503936018
random_dense,251.0,58.0,0.38045336384956624,0.0028767689908373193
random_dense,309.0,72.0,0.4013174504808465,0.003366790133197303
random_dense,211.0,47.0,0.388495344694296,0.002837177085800397
random_dense,186.0,44.0,0.4088547624494776,0.0033366018042859107
random_dense,237.0,53.0,0.36164601849358113,0.002433389104538024
random_dense,179.0,36.0,0.36884880542018306,0.002527301393189604
random_dense,216.0,56.0,0.41482794851589183,0.003531697650230116
random_dense,198.0,45.0,0.36665412995200225,0.0024652208616731228
random_dense,250.0,50.0,0.3558262411347518,0.0022486081057290913
random_dense,238.0,58.0,0.39470841528100603,0.003234444910474707
random_dense,263.0,61.0,0.3956529946336596,0.0031753398013326006
random_dense,282.0,66.0,0.3747862280569388,0.0026831121314242175
random_dense,302.0,70.0,0.37880442440467804,0.002924980570438576
random_dense,234.0,48.0,0.3504576589682973,0.002136038837908552
random_dense,264.0,53.0,0.3520913926499033,0.0020693391097571187
