Compacidad,Tolerancia,Disimilitud,Balance,init_cross
12.0,1.0,0.510121158392435,0.02683191006453664,greedy_ting+HUX
419.0,81.0,0.3385720814502615,0.002773714270273415,greedy_ting+HUX
32.0,6.0,0.4757036790780142,0.008689629780347359,greedy_ting+HUX
57.0,15.0,0.45486499937787733,0.0052514900949043155,greedy_ting+HUX
118.0,28.0,0.377066053612213,0.002139524679076212,greedy_ting+HUX
71.0,19.0,0.4514534012586155,0.004264465515861833,greedy_ting+HUX
77.0,19.0,0.4166321267385097,0.003048434053549635,greedy_ting+HUX
101.0,25.0,0.39980514008847695,0.0023919782483001473,greedy_ting+HUX
86.0,23.0,0.41667697509483753,0.002854235842629517,greedy_ting+HUX
85.0,23.0,0.4140905298289529,0.002896379543926506,greedy_ting+HUX
96.0,26.0,0.4234448877068558,0.0029576202880882557,greedy_ting+HUX
75.0,14.0,0.41503546099290783,0.0032197977968915084,greedy_ting+HUX
103.0,28.0,0.41981684225022375,0.0028330030359875933,greedy_ting+HUX
60.0,14.0,0.4246749408983452,0.0041645909480856,greedy_ting+HUX
78.0,21.0,0.43391980360065463,0.003532862556372153,greedy_ting+HUX
79.0,21.0,0.4194160158003412,0.0031041559913676823,greedy_ting+HUX
88.0,24.0,0.4109949226305609,0.0027529128530082007,greedy_ting+HUX
104.0,27.0,0.4039995908346973,0.0024825082460871502,greedy_ting+HUX
161.0,37.0,0.38855116514690985,0.002842186364759364,greedy_ting+HUX
80.0,21.0,0.4172872340425532,0.002968549588803378,greedy_ting+HUX
78.0,21.0,0.444364884524459,0.003735958484334511,greedy_ting+HUX
82.0,22.0,0.42499135097733953,0.0030606965512317654,greedy_ting+HUX
91.0,23.0,0.4149228431143325,0.0027360042547506227,greedy_ting+HUX
78.0,21.0,0.430271412984179,0.0033639244511996283,greedy_ting+HUX
129.0,31.0,0.38007861894551653,0.002361241374339086,greedy_ting+HUX
78.0,21.0,0.4144844517184943,0.0029844177888019648,greedy_ting+HUX
50.0,10.0,0.4321985815602837,0.0052426839696192405,greedy_ting+HUX
156.0,37.0,0.3706355701036552,0.002257808033241575,greedy_ting+HUX
69.0,18.0,0.4414251207729468,0.0038317464272112256,greedy_ting+HUX
76.0,20.0,0.4345371407241508,0.0036472921953490316,greedy_ting+HUX
84.0,22.0,0.423410587639311,0.003034364056377789,greedy_ting+HUX
106.0,26.0,0.3910828984343637,0.0023026049555866686,greedy_ting+HUX
97.0,27.0,0.41050669006361046,0.0026147353242386316,greedy_ting+HUX
92.0,24.0,0.4095070151094665,0.00268341290041888,greedy_ting+HUX
80.0,22.0,0.42980939716312055,0.0033273794507004354,greedy_ting+HUX
71.0,18.0,0.43468434721806015,0.0035249432035209718,greedy_ting+HUX
101.0,27.0,0.3981900849659434,0.0024508953672597233,greedy_ting+HUX
157.0,38.0,0.3876315670596739,0.0027807907044888618,greedy_ting+HUX
59.0,13.0,0.42324798653684337,0.004322118501088366,greedy_ting+HUX
172.0,41.0,0.375685510473363,0.0024444255335454,greedy_ting+HUX
89.0,24.0,0.41486373416208466,0.0027566422649749037,greedy_ting+HUX
85.0,22.0,0.4040988735919899,0.002646700180085348,greedy_ting+HUX
81.0,20.0,0.4209351195166798,0.003036108972759196,greedy_ting+HUX
81.0,22.0,0.4305336660537606,0.0033805594543056274,greedy_ting+HUX
62.0,16.0,0.4428763440860215,0.00438374109477667,greedy_ting+HUX
144.0,34.0,0.37618818951930655,0.0023337106637478177,greedy_ting+HUX
130.0,33.0,0.37770049099836334,0.0021769943515991216,greedy_ting+HUX
96.0,27.0,0.4191784869976359,0.002810638773794359,greedy_ting+HUX
