1P,2P,HUX,UX
1.0,0.35339648252168065,5.9439936277927304e-05,6.894515352692906e-05
0.35339648252168065,1.0,0.008613821051661894,0.008613821051661894
5.9439936277927304e-05,0.008613821051661894,1.0,0.9425964063408756
6.894515352692906e-05,0.008613821051661894,0.9425964063408756,1.0
