AGEMOEA2,NSGA2,NSGA3,RVEA,SMSEMOA,SPEA2,UNSGA3
1.0,0.0008959813440171243,0.000872430056882811,6.282150375397623e-59,1.5609143928292452e-21,4.5308032689417276e-08,0.000872430056882811
0.0008959813440171243,1.0,9.016389094055279e-13,3.4583906248192823e-88,3.0428201463028106e-40,2.502820818814818e-20,9.016389094055279e-13
0.000872430056882811,9.016389094055279e-13,1.0,5.35417712184332e-35,1.8431059985799748e-08,0.12721752192523045,0.998482655453108
6.282150375397623e-59,3.4583906248192823e-88,5.35417712184332e-35,1.0,5.844828869115468e-10,8.716527383599558e-25,5.35417712184332e-35
1.5609143928292452e-21,3.0428201463028106e-40,1.8431059985799748e-08,5.844828869115468e-10,1.0,0.00047927539104978634,1.8431059985799748e-08
4.5308032689417276e-08,2.502820818814818e-20,0.12721752192523045,8.716527383599558e-25,0.00047927539104978634,1.0,0.12721752192523045
0.000872430056882811,9.016389094055279e-13,0.998482655453108,5.35417712184332e-35,1.8431059985799748e-08,0.12721752192523045,1.0
