AGEMOEA2,NSGA2,NSGA3,RVEA,SMSEMOA,SPEA2,UNSGA3
1.0,1.0,1.0,6.755723598820458e-38,1.0,0.01307282930648505,1.0
1.0,1.0,1.0,1.5170842509344107e-44,0.15560130383520243,0.0001501389176501936,1.0
1.0,1.0,1.0,1.460902750295817e-45,0.10864587141113728,7.4234258306071e-05,1.0
6.755723598820458e-38,1.5170842509344107e-44,1.460902750295817e-45,1.0,4.691951521577148e-31,1.4242389292710475e-21,2.0759911854229772e-46
1.0,0.15560130383520243,0.10864587141113728,4.691951521577148e-31,1.0,0.3593394402678941,0.0798245332740317
0.01307282930648505,0.0001501389176501936,7.4234258306071e-05,1.4242389292710475e-21,0.3593394402678941,1.0,4.093030823134709e-05
1.0,1.0,1.0,2.0759911854229772e-46,0.0798245332740317,4.093030823134709e-05,1.0
