algorithm,init,crossover,IGD+
NSGA2,greedy_multi,UX,0.00036052736417561726
NSGA3,greedy_multi,UX,0.009421194948135859
MOEAD_TCHE,greedy_multi,UX,0.018243058241114656
NSGA3,random_dense,UX,0.5144877037452181
NSGA2,random_dense,UX,0.5996540985260126
MOEAD_TCHE,random_dense,UX,1.167122150189091
