algorithm,init,crossover,SumMin
NSGA2,greedy_multi,UX,1.2987076372237123
NSGA3,greedy_multi,UX,1.310877027502875
MOEAD_TCHE,greedy_multi,UX,1.31173174636808
NSGA3,random_dense,UX,1.5468695818226277
NSGA2,random_dense,UX,1.5874056936704244
MOEAD_TCHE,random_dense,UX,1.8668119607130915
