algorithm,init,crossover,run,seed,Range,MinSum,SumMin,MaxToleranceRate,AvgToleranceRate,AvgHammingDistance,Hypervolume,IGD+,GD+,elapsed_sec,n_solutions_final_front,n_infeasible_final_front
SPEA2,random_dense,UX,1,1599062632,0.8030091479453987,1.4066867155730285,1.135272352043211,0.2631578947368421,0.2260541191899933,87.29142488716955,0.359928938730822,0.10593245877734875,0.00881125222493252,0.0,220,0
SPEA2,random_dense,UX,2,820989175,0.8911118511053012,1.3772502678605147,1.0570084133248998,0.2696078431372549,0.2341735414517697,95.48659332688588,0.3905855428177259,0.10593245877734875,0.00881125222493252,0.0,220,0
SPEA2,random_dense,UX,3,582220115,0.8670969106055132,1.4053631656528272,1.1085825082051213,0.2639593908629442,0.2255071587458752,91.06157720825276,0.3679677576490827,0.10593245877734875,0.00881125222493252,0.0,220,0
SPEA2,random_dense,UX,4,150833957,0.791788052424054,1.404684963568227,1.1000184063308365,0.2741116751269035,0.2380331982369297,89.98461879432624,0.3724829922798896,0.10593245877734875,0.00881125222493252,0.0,220,0
SPEA2,random_dense,UX,5,139107549,0.8018104640508125,1.399479082672208,1.1066078397142862,0.2652173913043478,0.2317532861039289,99.49978239845262,0.3733081013632961,0.10593245877734875,0.00881125222493252,0.0,220,0
SPEA2,random_dense,UX,6,990272917,0.7603236136391093,1.403564746199128,1.1504553055408469,0.2642276422764227,0.2212745537352832,91.87781270148292,0.3582638260415029,0.10593245877734875,0.00881125222493252,0.0,220,0
SPEA2,random_dense,UX,7,1592452003,0.7985413436088894,1.418001264149152,1.128421954435126,0.2633928571428571,0.2268820054390044,86.0337403288201,0.359101370203627,0.10593245877734875,0.00881125222493252,0.0,220,0
SPEA2,random_dense,UX,8,667813136,0.849341314138665,1.3918604246735014,1.0963944050136554,0.2708333333333333,0.2313743823065703,86.11744439071565,0.3746021530764746,0.10593245877734875,0.00881125222493252,0.0,220,0
SPEA2,random_dense,UX,9,1823499796,0.7676231457194497,1.403481770640438,1.129734860642499,0.2654867256637168,0.2336660609215069,90.8775427143778,0.3651594757373307,0.10593245877734875,0.00881125222493252,0.0,220,0
SPEA2,random_dense,UX,10,1608915420,0.7996299398741029,1.3989699985442368,1.1214500142495731,0.2696629213483146,0.2318006066440334,87.56685203094779,0.36444378615676,0.10593245877734875,0.00881125222493252,0.0,220,0
SPEA2,random_dense,UX,11,326035035,0.8379369312350518,1.4045902605808065,1.119060176885445,0.2651162790697674,0.2210434544675006,91.30826885880076,0.3667438404116719,0.10593245877734875,0.00881125222493252,0.0,220,0
