algorithm,init,crossover,AvgHammingDistance
MOEAD_TCHE,greedy_multi,HUX,10.344834645882592
MOEAD_TCHE,greedy_multi,UX,10.286939930901985
MOEAD_TCHE,greedy_multi,2P,9.93345105318341
MOEAD_TCHE,greedy_multi,1P,9.71788344808871
