algorithm,init,crossover,IGD+
MOEAD_TCHE,greedy_multi,UX,0.07967495599622894
MOEAD_TCHE,greedy_multi,HUX,0.08050028604978968
MOEAD_TCHE,greedy_multi,2P,0.08439559210928632
MOEAD_TCHE,greedy_multi,1P,0.11952113693832889
