algorithm,init,crossover,SumMin
NSGA2,random_dense,UX,1.5103439689678786
NSGA3,random_dense,UX,1.6156952502662434
MOEAD_TCHE,random_dense,UX,1.657095280959469
NSGA2,greedy_multi,UX,1.8567386969469584
MOEAD_TCHE,greedy_multi,UX,1.8837772894217362
NSGA3,greedy_multi,UX,1.8976898829833153
