algorithm,init,crossover,Hypervolume
NSGA2,random_dense,UX,0.07886694691880848
NSGA3,random_dense,UX,0.07395012472022942
MOEAD_TCHE,random_dense,UX,0.07166356234008711
NSGA2,greedy_multi,UX,0.033143253652978676
MOEAD_TCHE,greedy_multi,UX,0.029480304673773928
NSGA3,greedy_multi,UX,0.02745954315825134
