algorithm,init,crossover,Average Ranking Overall
NSGA2,greedy_multi,UX,3.0
NSGA3,random_dense,UX,3.2222222222222223
MOEAD_TCHE,greedy_multi,UX,3.3333333333333335
NSGA2,random_dense,UX,3.4444444444444446
NSGA3,greedy_multi,UX,3.6666666666666665
MOEAD_TCHE,random_dense,UX,4.333333333333333
