algorithm,init,crossover,run,seed,f1_compactness,f2_transformed_tolerance,f3_transformed_hamming_avg,f4_balance_var
NSGA2,random_dense,UX,1,1347483950,260.0,-0.2230769230769231,-0.3391571194762684,0.001764907077287376
NSGA2,random_dense,UX,1,1347483950,128.0,-0.2890625,-0.44564494680851063,0.004486189900218799
NSGA2,random_dense,UX,1,1347483950,118.0,-0.2542372881355932,-0.4517670393076091,0.005318680225191082
NSGA2,random_dense,UX,1,1347483950,86.0,-0.2558139534883721,-0.419707652977074,0.004067855609283835
NSGA2,random_dense,UX,1,1347483950,152.0,-0.1118421052631579,-0.3296880832400149,0.0018714599342172387
NSGA2,random_dense,UX,1,1347483950,184.0,-0.17391304347826086,-0.30628469010175763,0.001328130604738796
NSGA2,random_dense,UX,1,1347483950,155.0,-0.11612903225806452,-0.32110501029512695,0.0017307986421392502
NSGA2,random_dense,UX,1,1347483950,167.0,-0.12574850299401197,-0.33046141759035125,0.0017407385200413474
NSGA2,random_dense,UX,1,1347483950,121.0,-0.2727272727272727,-0.4463982181583729,0.004702848762513163
NSGA2,random_dense,UX,1,1347483950,161.0,-0.2484472049689441,-0.400802828069248,0.002914715312513531
NSGA2,random_dense,UX,1,1347483950,107.0,-0.24299065420560748,-0.39902730827865046,0.0033463777103031975
NSGA2,random_dense,UX,1,1347483950,91.0,-0.25274725274725274,-0.4285909126334659,0.004270649086251095
NSGA2,random_dense,UX,1,1347483950,188.0,-0.2127659574468085,-0.38090859363211105,0.002602188842670876
NSGA2,random_dense,UX,1,1347483950,109.0,-0.25688073394495414,-0.44754863686641944,0.004933362997144682
NSGA2,random_dense,UX,1,1347483950,117.0,-0.26495726495726496,-0.45041522701097164,0.005248656821992536
NSGA2,random_dense,UX,1,1347483950,97.0,-0.23711340206185566,-0.44105980843752285,0.004545198006013343
NSGA2,random_dense,UX,1,1347483950,180.0,-0.17222222222222222,-0.30796887312844756,0.0013583296501529776
NSGA2,random_dense,UX,1,1347483950,223.0,-0.19282511210762332,-0.3134441688134084,0.0014551078852561665
NSGA2,random_dense,UX,1,1347483950,239.0,-0.2217573221757322,-0.3453774592717885,0.0018869315452933657
NSGA2,random_dense,UX,1,1347483950,204.0,-0.19117647058823528,-0.31256518564872754,0.001440555982711458
NSGA2,random_dense,UX,1,1347483950,89.0,-0.24719101123595505,-0.4168658857279465,0.00392623597782135
NSGA2,random_dense,UX,1,1347483950,122.0,-0.2786885245901639,-0.43779066387629345,0.0041974101229343645
NSGA2,random_dense,UX,1,1347483950,130.0,-0.2846153846153846,-0.4483292416803055,0.004661797932535863
NSGA2,random_dense,UX,1,1347483950,227.0,-0.19823788546255505,-0.32294888618114787,0.0015532295521751634
NSGA2,random_dense,UX,1,1347483950,123.0,-0.2764227642276423,-0.4337629014588018,0.0040277473609925
NSGA2,random_dense,UX,1,1347483950,127.0,-0.2047244094488189,-0.3876277433405931,0.0028146841226532934
NSGA2,random_dense,UX,1,1347483950,125.0,-0.28,-0.4492836879432624,0.0047928485991650385
NSGA2,random_dense,UX,1,1347483950,110.0,-0.24545454545454545,-0.41379754996776275,0.003593696544023726
NSGA2,random_dense,UX,1,1347483950,120.0,-0.225,-0.3861776004728132,0.0029530877449120935
NSGA2,random_dense,UX,1,1347483950,144.0,-0.2638888888888889,-0.4161433707643814,0.0036287233896404795
NSGA2,random_dense,UX,1,1347483950,176.0,-0.14204545454545456,-0.3167311411992263,0.0015101621824442234
NSGA2,random_dense,UX,1,1347483950,175.0,-0.1657142857142857,-0.33808510638297873,0.0017668933213846856
NSGA2,random_dense,UX,1,1347483950,109.0,-0.26605504587155965,-0.4389599193181079,0.0043672198473053495
NSGA2,random_dense,UX,1,1347483950,187.0,-0.24064171122994651,-0.3781620965600941,0.002686909212246447
NSGA2,random_dense,UX,1,1347483950,151.0,-0.23841059602649006,-0.39789112770654267,0.002977367876031807
NSGA2,random_dense,UX,1,1347483950,164.0,-0.12804878048780488,-0.3238626535201522,0.001659448001749612
NSGA2,random_dense,UX,1,1347483950,182.0,-0.23626373626373626,-0.374844127503702,0.0026681547404557404
NSGA2,random_dense,UX,1,1347483950,120.0,-0.26666666666666666,-0.4499261229314421,0.005009352304196075
NSGA2,random_dense,UX,1,1347483950,103.0,-0.23300970873786409,-0.44340012394133443,0.004897597913732444
NSGA2,random_dense,UX,1,1347483950,88.0,-0.23863636363636365,-0.4169991134751773,0.003980283665177383
NSGA2,random_dense,UX,1,1347483950,112.0,-0.25892857142857145,-0.44860530648429586,0.005165078255058845
NSGA2,random_dense,UX,1,1347483950,122.0,-0.1557377049180328,-0.3780011045227299,0.002730321718900255
NSGA2,random_dense,UX,1,1347483950,194.0,-0.17525773195876287,-0.309415441982891,0.0013732514036955462
NSGA2,random_dense,UX,1,1347483950,128.0,-0.2734375,-0.44999445921985815,0.004836001534570149
NSGA2,random_dense,UX,1,1347483950,114.0,-0.2631578947368421,-0.4480994152046784,0.005055303886920661
NSGA2,random_dense,UX,1,1347483950,93.0,-0.23655913978494625,-0.4347689315946008,0.004452100527535293
NSGA2,random_dense,UX,1,1347483950,196.0,-0.22448979591836735,-0.34732323780576063,0.001940694472248101
NSGA2,random_dense,UX,1,1347483950,90.0,-0.24444444444444444,-0.4189519306540583,0.003963563138948353
NSGA2,random_dense,UX,1,1347483950,229.0,-0.20087336244541484,-0.33096410542289945,0.0016470827552347441
NSGA2,random_dense,UX,1,1347483950,124.0,-0.25,-0.4298144017387326,0.0038337764661199925
NSGA2,random_dense,UX,1,1347483950,116.0,-0.2672413793103448,-0.4279469307899242,0.003813802970420732
NSGA2,random_dense,UX,1,1347483950,195.0,-0.1794871794871795,-0.31102473176941264,0.0014209268809839313
NSGA2,random_dense,UX,1,1347483950,165.0,-0.1393939393939394,-0.31063829787234043,0.001516990279490795
NSGA2,random_dense,UX,1,1347483950,104.0,-0.25961538461538464,-0.4442000818330606,0.0047818169062839744
