algorithm,init,run,seed,elapsed_sec,n_solutions_final_front,Range,SumMin,MinSum,Hypervolume,MaxToleranceRate,AvgToleranceRate,AvgHammingDistance,avg_h_norm
MOEAD_PBI,greedy_pure,3,1579660030,470.0490446090698,122,0.08355044443013239,1.9337395258032641,1.9573106249447794,0.0015359857821512493,0.15,0.10615424106981615,9.651690210440647,0.012502189391762496
MOEAD_PBI,greedy_pure,4,2101562235,495.40552020072937,127,0.06518029584169642,1.9515801544621951,1.97454009742033,0.000748766300225994,0.07142857142857142,0.03886259768623575,8.712779918467637,0.011285984350346681
MOEAD_PBI,greedy_pure,5,2122112292,397.35465025901794,132,0.06864103165724213,1.948887196367284,1.9733854866580869,0.0008069441161723613,0.07142857142857142,0.01458660054376014,9.549833440790886,0.01237025057097265
MOEAD_PBI,greedy_hybrid,1,410224368,522.26713514328,161,1.7348644559259396,0.9278023054192128,1.5199951622230006,0.2161895148039636,0.26666666666666666,0.22887662965839004,93.5447557376327,0.12117196339071593
MOEAD_PBI,greedy_hybrid,2,1549097546,565.492918252945,159,1.5481774655515959,0.9910581899720908,1.5099838011817162,0.21799555208025667,0.2708333333333333,0.23630802263362255,94.5929847450823,0.1225297729858579
MOEAD_PBI,greedy_hybrid,3,1670164576,565.2898697853088,160,1.6182910989357797,0.9463683405580979,1.4873581602113146,0.2326558192477176,0.27807486631016043,0.24187466651821082,97.01214539007093,0.12566340076434057
MOEAD_PBI,greedy_hybrid,4,44583134,565.5896260738373,165,1.7378912077675788,0.915041265071643,1.5052346184887373,0.22091006873189487,0.2774869109947644,0.23544159843767845,94.50905329894691,0.12242105349604522
MOEAD_PBI,greedy_hybrid,5,65133191,565.7477893829346,159,1.7179620441876158,0.9307997813136374,1.4985794161457413,0.21929470660433076,0.27956989247311825,0.23874173408594393,93.47066662206166,0.12107599303375863
MOEAD_WS,random_sparse,1,1450253317,505.1887242794037,160,0.5491240790605305,1.6136481737144683,1.7856564595958788,0.047573001338021184,0.22807017543859648,0.18477396935071297,38.34696365248227,0.049672232710469263
MOEAD_WS,random_sparse,2,441642848,514.3866426944733,163,0.6699659164234857,1.540017783233451,1.7526281233862857,0.06503297812268141,0.23484848484848486,0.1853184028642738,44.26803506939911,0.05734201433859989
MOEAD_WS,random_sparse,3,562709878,356.44560170173645,164,0.5648413373518184,1.5857661665934268,1.7660393377171033,0.05670149540550679,0.24347826086956523,0.19806829854027874,41.88123270195467,0.05425030142740243
MOEAD_WS,random_sparse,4,1084612083,542.0064325332642,164,0.5483754641847293,1.609405399705918,1.7865071789279074,0.04874717140317835,0.23809523809523808,0.18474105437538824,38.46384708527936,0.049823636120828185
MOEAD_WS,random_sparse,5,1105162140,544.9805724620819,160,0.5119647375576053,1.6428583612493153,1.8038773965384858,0.04192766358279903,0.23232323232323232,0.17329534147361225,36.35377881205674,0.04709038706224966
MOEAD_WS,random_dense,1,687576262,486.52494859695435,164,1.090629579354348,1.0484913450439635,1.4837741963421738,0.15337872461382754,0.22018348623853212,0.2111598731184315,133.7737415672029,0.17328204866217992
MOEAD_WS,random_dense,2,1826449440,335.71813201904297,165,1.1222553892559826,1.03681883025338,1.4977612719848312,0.16611785482607636,0.21739130434782608,0.20968305355375633,136.57523103374163,0.17691092102816272
MOEAD_WS,random_dense,3,1947516470,536.6893317699432,162,0.6630965264792165,1.2501948800169436,1.5160728900929576,0.1419422317921062,0.21994884910485935,0.21212131886873664,131.7557733560984,0.1706681002022
MOEAD_WS,random_dense,4,321935028,506.31309819221497,164,0.8975932541682136,1.1566720099304304,1.514867740147792,0.1511321510503098,0.21686746987951808,0.20725949541740346,132.54298023698325,0.17168779823443428
MOEAD_WS,random_dense,5,342485085,432.60135221481323,148,1.106850767673107,1.0148218725544085,1.4681110766445218,0.15964714962634577,0.2262295081967213,0.21516147015207684,144.1020402050987,0.1866606738408014
MOEAD_WS,greedy_pure,1,561967424,380.2669794559479,163,0.26744402208242335,1.8196410140212078,1.906386652847881,0.010519967515248202,0.18867924528301888,0.10131779448940804,19.38641604664317,0.02511193788425281
MOEAD_WS,greedy_pure,2,1700840602,436.0947234630585,165,0.22323188046409348,1.8519479921115811,1.9247279900196068,0.007079179898052849,0.1891891891891892,0.09473783454515924,16.9771007951859,0.021991063206199354
MOEAD_WS,greedy_pure,3,1821907632,402.7670044898987,165,0.1473975462941421,1.8969124919399947,1.9436042528054045,0.00333694659821138,0.14705882352941177,0.05908107928583583,12.329008166774125,0.01597021783260897
MOEAD_WS,greedy_pure,4,196326190,414.0278959274292,164,0.26682736373288307,1.813615102294546,1.8961705294405868,0.01142907270828155,0.21621621621621623,0.1265247220332054,19.63187597301505,0.025429891156755244
MOEAD_WS,greedy_pure,5,216876247,396.40484976768494,158,0.2266556892189672,1.8527558869088343,1.9277016438422254,0.00674550957941509,0.18421052631578946,0.06828253475064285,15.920195933207648,0.02062201545752286
MOEAD_WS,greedy_hybrid,1,607199195,408.9386763572693,164,2.1523545004550373,0.7374465007101536,1.5344523985316123,0.20936583231447958,0.2413793103448276,0.1437639743714522,96.65955825116764,0.12520668167249693
MOEAD_WS,greedy_hybrid,2,1746072373,346.69321751594543,164,2.264425201626113,0.6627848386244045,1.5111279237631585,0.19411339249416804,0.23484848484848486,0.1627078298183713,102.39846047396647,0.13264049284192547
MOEAD_WS,greedy_hybrid,3,1867139403,353.7269036769867,164,2.0149060840641,0.8004745158158785,1.567135242025277,0.19357111165928248,0.23076923076923078,0.14767778570221035,93.48941035288011,0.12110027247782398
MOEAD_WS,greedy_hybrid,4,241557961,329.4212398529053,164,2.174947106298101,0.7133212367450517,1.4977963106273557,0.2141589324484111,0.23481781376518218,0.13290211017914913,98.93555396990139,0.12815486265531267
MOEAD_WS,greedy_hybrid,5,262108018,251.59956002235413,164,2.163828293220107,0.7200625570108974,1.5186992874637744,0.2115426714629757,0.23557692307692307,0.16734449404507842,97.52356318111053,0.1263258590428893
