algorithm,init,crossover,run,seed,Range,MinSum,SumMin,MaxToleranceRate,AvgToleranceRate,AvgHammingDistance,Hypervolume,IGD+,GD+,elapsed_sec,n_solutions_final_front,n_infeasible_final_front
SPEA2,random_dense,UX,1,1599062632,0.8064006208135629,1.4022656884412537,1.1304273908029159,0.25877192982456143,0.2213525336462743,87.29142488716955,0.36232177342449473,0.3926977667909947,0.5834621361573713,339.5412001609802,220,0
SPEA2,random_dense,UX,2,820989175,0.8947455720354772,1.3721630585582079,1.0514972699140723,0.2647058823529412,0.22990966407493515,95.48659332688588,0.393220369337258,0.4039712946744695,0.6364782648180104,299.060649394989,220,0
SPEA2,random_dense,UX,3,582220115,0.8707306315356892,1.400578766428035,1.1034347368873112,0.25888324873096447,0.22108796246312723,91.06157720825276,0.37043096842671935,0.4264424443195817,0.6281613361269295,330.826046705246,220,0
SPEA2,random_dense,UX,4,150833957,0.7949372772302066,1.4003244984519552,1.0949917590440323,0.26905829596412556,0.23349820837110954,89.98461879432624,0.37496868597256344,0.392891383302509,0.6100188937858302,332.09337186813354,220,0
SPEA2,random_dense,UX,5,139107549,0.8050808128879708,1.394634121431913,1.1012178203344647,0.2608695652173913,0.2277612627637251,99.49978239845262,0.37582562172107953,0.4608599334240872,0.6658688237615692,250.6007695198059,220,0
SPEA2,random_dense,HUX,1,890697159,0.7346504770991611,1.3982612722104912,1.1399401092753503,0.25609756097560976,0.2247528358506415,95.25938507414573,0.3621909464879377,0.4527874606733483,0.6380543538386103,253.7382574081421,220,0
SPEA2,random_dense,HUX,2,112623702,0.8942665395925788,1.3952827740169946,1.0531746023206046,0.2651162790697674,0.2273340733871277,93.25350580270795,0.39136632758770723,0.40592093852511496,0.6276171341974025,259.25495862960815,220,0
SPEA2,random_dense,HUX,3,2021338289,0.8506210933083681,1.401364005113921,1.0935744795322941,0.2621359223300971,0.22087995367248048,93.65987669245648,0.37514050654006076,0.43999602502066903,0.6350792803190936,304.87629747390747,220,0
SPEA2,random_dense,HUX,4,1589952131,0.7847407401334863,1.3846805789673187,1.1097256201256018,0.26905829596412556,0.23000461184128265,91.7561734364926,0.3737711887105402,0.40043351844595415,0.6074475681270189,335.46737360954285,220,0
SPEA2,random_dense,HUX,5,1578225723,0.8351118149837208,1.421315997440088,1.104050366292267,0.25654450261780104,0.22330368756262253,88.45988878143133,0.3692027873677726,0.376067565904994,0.5965714843118465,357.9661979675293,220,0
SPEA2,random_dense,1P,1,531916921,0.6019734208782361,1.4473754815082094,1.2543161730721724,0.23163841807909605,0.1980348545671028,108.58984123146358,0.31387212622821326,0.663989736313945,0.773055620001562,255.0912275314331,220,0
SPEA2,random_dense,1P,2,1901327111,0.5171605074770079,1.426492847984897,1.2646903709772492,0.2440677966101695,0.2156633599023271,102.4591191166989,0.3144341769269931,0.6010587080768365,0.7004019659534211,258.8362934589386,220,0
SPEA2,random_dense,1P,3,1662558051,0.569696726265585,1.4618375364172087,1.2705314248952904,0.22857142857142856,0.20072919005383685,106.99280303030304,0.30733953349392884,0.6414917520047643,0.759895888647908,189.81520318984985,220,0
SPEA2,random_dense,1P,4,1231171893,0.562831968564071,1.4406378554027668,1.2524139827498253,0.24363636363636362,0.21367825784624214,101.64151353965185,0.31577293082699315,0.6162655286989481,0.7288096366232566,296.4880540370941,220,0
SPEA2,random_dense,1P,5,1219445485,0.5089897745280222,1.4402923992921306,1.2823761967635026,0.24126984126984127,0.20967995356598385,103.63725419084462,0.3055084421959265,0.626774123686974,0.7479787326692802,284.67470383644104,220,0
SPEA2,random_dense,2P,1,1788150964,0.6028657646401772,1.416347932618425,1.2427950192156938,0.24742268041237114,0.21023557574101506,102.40825274016764,0.32415103621298813,0.5642186598320886,0.686476165499074,307.8604600429535,220,0
SPEA2,random_dense,2P,2,1010077507,0.5217489729709976,1.4484421891915107,1.2796184603676586,0.23591549295774647,0.21177538755950462,98.41856060606062,0.3072059611540883,0.5657245457792182,0.6657853661071906,307.9349546432495,220,0
SPEA2,random_dense,2P,3,771308447,0.5482835038787476,1.4235232337458164,1.235918004839698,0.24561403508771928,0.21877649723175002,108.3459542230819,0.3260309245890077,0.5934419966815938,0.7101897664173168,251.86683917045593,220,0
SPEA2,random_dense,2P,4,339922289,0.5004091630590369,1.4125573162174414,1.239382338379565,0.2535211267605634,0.2292486690024525,99.35296179883947,0.3253375595917063,0.5451736570940506,0.6584796986662768,167.09017324447632,220,0
SPEA2,random_dense,2P,5,328195881,0.5519381031420482,1.4613268804883361,1.2666534518288908,0.2375886524822695,0.20779693026719437,105.52736943907156,0.3115391464145887,0.6081679983701943,0.7272520368812151,363.72443747520447,220,0
SPEA2,greedy_ting,UX,1,637067155,1.5938439292232474,1.5288273699144,0.8570151548716116,0.22560975609756098,0.11666611663240962,34.90660863958737,0.37099017706467685,0.04053033541611658,0.47266109116575694,292.35361886024475,220,0
SPEA2,greedy_ting,UX,2,2006477345,1.428218129268105,1.5109289716122354,0.9496565978232311,0.23300970873786409,0.12236018300270553,34.3170051579626,0.3504591208737011,0.03872860636855093,0.46290421145247634,279.5339951515198,220,0
SPEA2,greedy_ting,UX,3,1767708285,1.524914234122325,1.5120391944911566,0.8853121221703099,0.22857142857142856,0.11741774284769632,33.28891038039975,0.36681288857308575,0.0073330254147853345,0.46210791117790123,258.1828644275665,220,0
SPEA2,greedy_ting,UX,4,1336322127,1.422134818359962,1.4989802842354492,0.9340822073590243,0.23880597014925373,0.11091425084870984,27.509485815602833,0.352312161574674,0.013136799229010055,0.4305598216001409,337.13441133499146,220,0
SPEA2,greedy_ting,UX,5,1324595719,1.321418847053834,1.4973497009019119,0.9764576992454294,0.24390243902439024,0.12428408606104727,31.51103320438427,0.33901687308452283,0.0032241019036822415,0.46097478443135004,340.0385866165161,220,0
SPEA2,greedy_ting,HUX,1,2052312784,1.4517669279688328,1.4989747633627695,0.9262695902474801,0.23943661971830985,0.11855468608669498,33.01596550612508,0.3582132069285919,0.008214948098995088,0.4578606813187091,282.3750021457672,220,0
SPEA2,greedy_ting,HUX,2,1274239327,1.3561943684059135,1.4934042568180372,0.9473347009620089,0.23671497584541062,0.12560735888486282,35.439631689232755,0.3553640884329153,0.005871192276423019,0.43389557192280154,364.83239006996155,220,0
SPEA2,greedy_ting,HUX,3,1035470267,1.3990185480264512,1.5203328448348634,0.9388936313085611,0.22705314009661837,0.11843452548810357,33.074403610573825,0.35095467142701287,0.003008764133128587,0.43883813530193577,299.27412962913513,220,0
SPEA2,greedy_ting,HUX,4,604084109,1.3325123746376788,1.5251602804416748,0.993086279415897,0.23853211009174313,0.11771861460564982,30.159671179883947,0.3313835819783049,0.005584941589830125,0.4178064918749657,290.0100693702698,220,0
SPEA2,greedy_ting,HUX,5,592357701,1.426894430272179,1.4923628701117113,0.9229852302625465,0.24074074074074073,0.12913502029398521,30.94880319148936,0.36365670501425384,0.003008764133128587,0.41981121978860175,238.86307168006897,220,0
SPEA2,greedy_ting,1P,1,889125292,1.1292823851851292,1.5072589419569102,1.0621014073836428,0.22790697674418606,0.11828833442910279,31.123674242424237,0.31001289185190456,0.0190496174200402,0.3777278075507514,259.8732862472534,220,0
SPEA2,greedy_ting,1P,2,111051835,1.255132396675637,1.527176932008121,1.0252082870013473,0.22033898305084745,0.12491457030579514,34.474044970986455,0.3212971486267562,0.0046909426403015445,0.41433561692268467,204.44178700447083,220,0
SPEA2,greedy_ting,1P,3,2019766422,1.1719718593525563,1.5167927212367793,1.0421860634200266,0.23275862068965517,0.14002540090552235,42.13621453900709,0.3252923951840977,0.026368801132898648,0.3990107765952223,344.86102533340454,220,0
SPEA2,greedy_ting,1P,4,1588380264,1.0629213291533177,1.5419087321558813,1.0963019347012444,0.21428571428571427,0.11679819666833989,31.99807382333978,0.2927939257465726,0.004878311318674189,0.385424050764485,184.89746737480164,220,0
SPEA2,greedy_ting,1P,5,1576653856,1.2078900709212028,1.5223040791253322,1.0375716357894258,0.22,0.12157142247175376,34.18739522888459,0.3176983772249517,0.012553166927893085,0.40643845160345743,331.7385139465332,220,0
SPEA2,greedy_ting,2P,1,274383947,1.112502482236762,1.5242411033831562,1.0821981486055101,0.2230769230769231,0.12350977385097628,32.5657720825274,0.3041825512327755,0.004563354132335698,0.3857215493118061,272.026894569397,220,0
SPEA2,greedy_ting,2P,2,1643794137,1.1119144866589958,1.5241513022483628,1.0759562271654148,0.225,0.12985420987385388,36.56760557704707,0.30652633971110804,0.02271394166173308,0.41000897385158364,281.67321610450745,220,0
SPEA2,greedy_ting,2P,3,1405025077,1.078188727766447,1.5194271780367308,1.0801075626041685,0.22767857142857142,0.1287186191930453,35.261947936814956,0.30482978431146024,0.0072115868526426785,0.39124537881046184,344.4744794368744,220,0
SPEA2,greedy_ting,2P,4,973638919,1.078322133354858,1.4973922039398173,1.0912724401311573,0.24260355029585798,0.13513610437937879,33.44236782720825,0.3048320144404827,0.013173176857891336,0.3710101769159979,256.00323581695557,220,0
SPEA2,greedy_ting,2P,5,961912511,1.1886710069298594,1.519362265116429,1.067124264881603,0.23478260869565218,0.13931530820277757,39.643987749838814,0.3141304050052934,0.006280346465657785,0.4170632380594554,318.64560747146606,220,0
SPEA2,greedy_multi,UX,1,1858176650,0.43833427917778317,1.5099100552802667,1.4277092312627673,0.25,0.10114396015627661,10.434433430045134,0.1356006577156581,0.012061922234403583,0.17565523125241497,310.56953406333923,220,0
SPEA2,greedy_multi,UX,2,1080103193,0.480954706245716,1.51084737230683,1.4189632434272987,0.25,0.09826255771363866,10.464091715022567,0.14092144918026017,0.0050213610310851685,0.20449950114722032,331.11804032325745,220,0
SPEA2,greedy_multi,UX,3,841334133,0.45572699567776154,1.5126254377347605,1.4337491068539558,0.25,0.07865111632265925,9.765953417150225,0.1302674550757399,0.0047450908138941044,0.2384097749127707,329.05263900756836,220,0
SPEA2,greedy_multi,UX,4,409947975,0.45838256652746834,1.5086733776101104,1.4324162720306033,0.24390243902439024,0.08887167867672176,10.160291747259832,0.1310752362406638,0.0046909426403015445,0.21257817879349483,217.60405445098877,220,0
SPEA2,greedy_multi,UX,5,398221567,0.4138888983813869,1.509507957140439,1.4283368540759045,0.23404255319148937,0.08891841224155336,10.103501773049645,0.13523230148801643,0.00533519578670214,0.17636730851230842,170.52644276618958,220,0
SPEA2,greedy_multi,HUX,1,531353475,0.4384601994428895,1.5074791792735713,1.420331376851232,0.25,0.09876960405611161,10.707023694390715,0.14091871858595464,0.0050213610310851685,0.17692217548809322,281.6072313785553,220,0
SPEA2,greedy_multi,HUX,2,1900763665,0.4203502381283154,1.5114722516273689,1.4284579114128384,0.25,0.09645513831830825,10.909614764667959,0.1357483264627629,0.007113594382269729,0.1787330079854809,242.01241874694824,220,0
SPEA2,greedy_multi,HUX,3,1661994605,0.4515219021458705,1.5127988033706476,1.4277944250942045,0.24444444444444444,0.09292801414903196,10.957926337846551,0.13549159183392506,0.010339567109948026,0.20389414061793512,288.5886528491974,220,0
SPEA2,greedy_multi,HUX,4,1230608447,0.378540785473947,1.5017529385546058,1.4310232947882289,0.2564102564102564,0.09992015471350194,10.208554964539008,0.13571483433933065,0.007113594382269729,0.13481906874392843,227.2800271511078,220,0
SPEA2,greedy_multi,HUX,5,1218882039,0.4790269377448557,1.5023826220476335,1.4089742142422503,0.2653061224489796,0.10308548987606314,11.958474371373308,0.14628777568699988,0.00533519578670214,0.18970378328309692,215.106773853302,220,0
SPEA2,greedy_multi,1P,1,301600222,0.40480686764222434,1.524470857859825,1.4479207607302274,0.2413793103448276,0.08813260019438322,9.536951966473241,0.12023944530253233,0.0,0.1984197046556796,304.2924156188965,220,0
SPEA2,greedy_multi,1P,2,1671010412,0.42341506759694725,1.5128509371582435,1.442174962847947,0.23684210526315788,0.07963210996297511,9.38520712443585,0.12569442811438128,0.007037425537423344,0.18951461207228995,291.03071331977844,220,0
SPEA2,greedy_multi,1P,3,1432241352,0.4030296995973205,1.5172137925130549,1.457292690976734,0.23076923076923078,0.07344989003311969,8.788793520309477,0.1150486641945538,0.0010670391573404906,0.21324955094974227,231.97196245193481,220,0
SPEA2,greedy_multi,1P,4,1000855194,0.42163354233019523,1.5281761733520371,1.4495152632088006,0.22857142857142856,0.07949109160313089,9.472844132817539,0.11971893044239894,0.007741622249528043,0.22632478828238434,253.92102336883545,220,0
SPEA2,greedy_multi,1P,5,989128786,0.3957258918985528,1.5318490734468173,1.455728222556808,0.21875,0.07392352261032116,9.620474693745969,0.11484175838243134,0.0010670391573404906,0.21631589373307727,226.07601046562195,220,0
SPEA2,greedy_multi,2P,1,18646952,0.4544563133717935,1.5193559403990726,1.4338905510576927,0.22857142857142856,0.07729687516466416,9.794910541586074,0.12978337587267977,0.007113594382269729,0.22712369080577907,318.35503029823303,220,0
SPEA2,greedy_multi,2P,2,1388057142,0.4150632359138369,1.5173705560707331,1.457237876121346,0.21739130434782608,0.0720648451541558,8.468943423597679,0.11450711639296524,0.0050213610310851685,0.21810655241678056,313.71857810020447,220,0
SPEA2,greedy_multi,2P,3,1149288082,0.4198231736836062,1.5191682935684327,1.4595325222723543,0.21212121212121213,0.07167275585858172,8.766251611863314,0.11492486635913278,0.0050213610310851685,0.21558985558333035,234.35945105552673,220,0
SPEA2,greedy_multi,2P,4,717901924,0.3966645169530881,1.5286025030091928,1.449527384841995,0.2222222222222222,0.07538636245097928,9.286440199871052,0.11979884872975832,0.0050213610310851685,0.19591723936283847,331.03691148757935,220,0
SPEA2,greedy_multi,2P,5,706175516,0.4296010521756544,1.5262070816064295,1.4522214494870092,0.24242424242424243,0.06697743258031318,8.21879029658285,0.1195024816070912,0.0010670391573404906,0.2175322568791298,324.77759552001953,220,0
NSGA2,random_dense,UX,1,1055346725,1.0880467454249052,1.4563285381495816,0.9828640244813432,0.24705882352941178,0.21558239529142917,97.55697533849128,0.39287803771212304,0.38703408455820737,0.6926566140721109,273.3469591140747,220,0
NSGA2,random_dense,UX,2,277273268,1.0414295564066232,1.43539461307969,0.9846450632177303,0.2596685082872928,0.2262055068012177,104.24548678272083,0.397481958437413,0.39194016122769076,0.7217037256643338,203.09201955795288,220,0
NSGA2,random_dense,UX,3,38504208,1.035046677697043,1.4546066622957734,0.979767514336632,0.2608695652173913,0.2288572785950002,93.0749959703417,0.39592662818696245,0.3237650770227848,0.6478088287640377,218.60864281654358,220,0
NSGA2,random_dense,UX,4,1754601697,1.169016298988205,1.4328021018872918,0.9565050672726947,0.25146198830409355,0.20918603196152985,92.11097678916828,0.4005205476933387,0.32202202610917413,0.6609895898617785,215.58261561393738,220,0
NSGA2,random_dense,UX,5,1742875289,1.165689904128122,1.4163494073622274,0.9339435160738926,0.24873096446700507,0.21565593105608688,99.36387411347518,0.4115383283376462,0.3537786188796588,0.67838621871325,239.77358293533325,220,0
NSGA2,random_dense,HUX,1,973735170,1.1208166443415628,1.446453194529509,0.9616698290690956,0.25139664804469275,0.2185737708787051,100.30768052869117,0.40257588966205526,0.35071328855625405,0.6937429349406616,246.53245210647583,220,0
NSGA2,random_dense,HUX,2,195661713,1.1160027757199158,1.4380984992388508,0.9443655161824347,0.25139664804469275,0.22329904605479964,100.76003787878787,0.4054456284520664,0.37415936998741717,0.702594708649771,244.62731218338013,220,0
NSGA2,random_dense,HUX,3,2104376300,1.1721287332358266,1.4328454587523494,0.9356092460324458,0.24731182795698925,0.21466629163287676,101.37854609929077,0.40842535555321563,0.36676507284193044,0.7028724172607188,218.54566097259521,220,0
NSGA2,random_dense,HUX,4,1672990142,1.1835918961767202,1.394065496238398,0.9531965695863716,0.25193798449612403,0.21350646690748779,104.68274097356544,0.41553751590560656,0.49376639078349316,0.7144101663226746,148.3946053981781,220,0
NSGA2,random_dense,HUX,5,1661263734,1.0703110890699956,1.4404786951357742,0.968175253652051,0.25146198830409355,0.22250866630608926,97.53906753707287,0.4009356864975633,0.34440015023712167,0.6715269764510332,159.5809190273285,220,0
NSGA2,random_dense,1P,1,403167414,0.7577497849867714,1.487722836791455,1.2188051720898352,0.22077922077922077,0.18693581979021606,109.63255963894261,0.3153614954466531,0.659069133241172,0.8124980480185131,258.61963391304016,220,0
NSGA2,random_dense,1P,2,1772577604,0.7378532657640168,1.4595090874667382,1.2120003597138724,0.2230971128608924,0.19331271827718793,117.56013390977685,0.32255519239352604,0.7021113926740423,0.8373030123058894,244.7494101524353,219,1
NSGA2,random_dense,1P,3,1533808544,0.7775409105521657,1.5048306225875143,1.2028439916539555,0.2132132132132132,0.19177816427203437,116.51761363636363,0.321261558195343,0.6585985670723815,0.8498286320720307,264.14851784706116,220,0
NSGA2,random_dense,1P,4,1102422386,0.7981681717220444,1.5019519620226052,1.202304478862534,0.21223021582733814,0.1860698141554062,113.6235533526757,0.31952080225214746,0.6598006023581624,0.8340478557064663,245.46980381011963,220,0
NSGA2,random_dense,1P,5,1090695978,0.6955263442922005,1.460536475370836,1.2054164090560868,0.22033898305084745,0.1967261359845141,122.0329706640877,0.3233192952138382,0.6761983344945568,0.845511663127261,149.62370419502258,220,0
NSGA2,random_dense,2P,1,1720370841,0.837764050303513,1.4712199956194694,1.1529763723180886,0.23106060606060605,0.20121424589843542,104.84817859445519,0.34166859759043827,0.5612575978974733,0.7629379851681726,231.2967164516449,220,0
NSGA2,random_dense,2P,2,942297384,0.8409178917148529,1.4713356660636476,1.164245468468638,0.23272727272727273,0.1973797307458264,105.9773654094133,0.33617687230068694,0.5982164584385296,0.7726034527037836,230.955011844635,220,0
NSGA2,random_dense,2P,3,703528324,0.79712278656097,1.4728251194262438,1.1500076602829143,0.22875816993464052,0.2065206299843441,115.3872582205029,0.3426535999452509,0.5991415697523323,0.8066255627434776,262.2256212234497,220,0
NSGA2,random_dense,2P,4,272142166,0.8603593587008818,1.46113080994696,1.1311384732445893,0.221875,0.19863884394105177,116.28158849129593,0.3480497953125012,0.5901721232241337,0.8073456759597692,261.65620827674866,220,0
NSGA2,random_dense,2P,5,260415758,0.7795489169503004,1.4752640994946162,1.1795425611702652,0.22099447513812154,0.20011405749879493,113.80733800773693,0.33246718326742963,0.5949317456122367,0.7970754706865442,205.7273440361023,220,0
NSGA2,greedy_ting,UX,1,1923899075,1.6313899069969986,1.465331090650655,0.8262708285897219,0.23183391003460208,0.1273424409425343,46.28572292069632,0.3794061751175901,0.002247191011230905,0.5014772144124349,233.48061108589172,220,0
