generation,algorithm,init,crossover,run,seed,n_solutions,Range,SumMin,MinSum,Hypervolume,IGD+,GD+,MaxToleranceRate,AvgToleranceRate,AvgHammingDistance,avg_h_norm
1,MOEAD_TCHE,greedy_multi,UX,1,1294659747,178,0.07991738277240909,1.9280270906332277,1.9483448787289157,0.023516790065210083,0.00010954902318338622,0.15261469502133193,0.19047619047619047,0.11531861946296497,6.850271934018647,0.008873409240956797
11,MOEAD_TCHE,greedy_multi,UX,1,1294659747,83,0.12091451549647213,1.9053956374072172,1.943967030336002,0.027156254043414322,0.003907248493539961,0.3834519284895206,0.15384615384615385,0.07738864727983016,11.387891993505939,0.01475115543200251
21,MOEAD_TCHE,greedy_multi,UX,1,1294659747,86,0.13913558749214266,1.891715341314082,1.9345926530119866,0.02963958791070352,0.003907248493539961,0.44250700256638154,0.15625,0.09785685416706812,12.761164027709054,0.016530005217239706
31,MOEAD_TCHE,greedy_multi,UX,1,1294659747,83,0.15405810292492003,1.8799274354553739,1.9263218344949127,0.03188626391296049,0.003907248493539961,0.4757976751166566,0.1875,0.11015403684294311,13.315720328120994,0.01724834239393911
41,MOEAD_TCHE,greedy_multi,UX,1,1294659747,80,0.15405810292492003,1.8799274354553739,1.9263218344949127,0.03187992275515635,0.003907248493539961,0.4818508692123413,0.1875,0.10410937493871182,13.297728280141843,0.017225036632308087
51,MOEAD_TCHE,greedy_multi,UX,1,1294659747,75,0.15770360130901448,1.8779449314002596,1.925998308126491,0.03222197445095079,0.003907248493539961,0.5210580632309757,0.18518518518518517,0.11024227513200974,14.086134751773049,0.018246288538566125
61,MOEAD_TCHE,greedy_multi,UX,1,1294659747,73,0.16551610130895342,1.8701324314003207,1.9180430104090223,0.03379928183519629,0.003907248493539961,0.5212653040883496,0.18518518518518517,0.11171181027425234,14.105617895657241,0.018271525771576737
71,MOEAD_TCHE,greedy_multi,UX,1,1294659747,76,0.16851899942563536,1.868555439538298,1.9180387391614766,0.03409459927803001,0.003907248493539961,0.5350732260910359,0.1891891891891892,0.11655505580757337,14.400732549458754,0.018653798639195276
81,MOEAD_TCHE,greedy_multi,UX,1,1294659747,76,0.16851899942563536,1.868555439538298,1.9180387391614766,0.034099729382040415,0.003907248493539961,0.538115369874486,0.19444444444444445,0.1154191457339698,14.435435330347147,0.01869875042791081
91,MOEAD_TCHE,greedy_multi,UX,1,1294659747,76,0.16851899942563536,1.868555439538298,1.9180387391614766,0.03409756424233406,0.003907248493539961,0.5371760909721499,0.1891891891891892,0.11558974360766058,14.421857502799556,0.01868116256839321
101,MOEAD_TCHE,greedy_multi,UX,1,1294659747,74,0.16851899942563536,1.868555439538298,1.9180387391614766,0.03409596745431113,0.003907248493539961,0.5342224029639748,0.1891891891891892,0.11416646317846797,14.36219331033161,0.018603877344989132
111,MOEAD_TCHE,greedy_multi,UX,1,1294659747,74,0.16851899942563536,1.868555439538298,1.9180387391614766,0.034098258508872874,0.003907248493539961,0.533934582938591,0.19444444444444445,0.11570474132147583,14.361246885183059,0.018602651405677538
121,MOEAD_TCHE,greedy_multi,UX,1,1294659747,75,0.16851899942563536,1.868555439538298,1.9180387391614766,0.0340964647438694,0.003907248493539961,0.5358110173429345,0.19444444444444445,0.11637717898569036,14.406583924349885,0.018661378140349592
131,MOEAD_TCHE,greedy_multi,UX,1,1294659747,75,0.16851899942563536,1.868555439538298,1.9180387391614766,0.03409659979766598,0.003907248493539961,0.5356829536253984,0.19444444444444445,0.11637717898569036,14.404633569739953,0.01865885177427455
141,MOEAD_TCHE,greedy_multi,UX,1,1294659747,77,0.1709260320429111,1.8675607215945607,1.9180387391614766,0.03428315721515079,0.003907248493539961,0.5329964068605418,0.19444444444444445,0.11267601714036155,14.29792990697246,0.01852063459452391
151,MOEAD_TCHE,greedy_multi,UX,1,1294659747,80,0.1709260320429111,1.8675607215945607,1.9180387391614766,0.03428322897256178,0.003907248493539961,0.5439206540225969,0.19444444444444445,0.11561329985048867,14.51153590425532,0.01879732630084886
161,MOEAD_TCHE,greedy_multi,UX,1,1294659747,84,0.1709260320429111,1.8675607215945607,1.9180387391614766,0.034281321858068016,0.003907248493539961,0.5540621274312387,0.19444444444444445,0.11817854394015237,14.716206518068217,0.01906244367625417
171,MOEAD_TCHE,greedy_multi,UX,1,1294659747,85,0.1709260320429111,1.8675607215945607,1.9180387391614766,0.034281385087928294,0.003907248493539961,0.5563594526139419,0.19444444444444445,0.11845362861986282,14.768856904463917,0.019130643658632016
181,MOEAD_TCHE,greedy_multi,UX,1,1294659747,80,0.17421499277613275,1.8657861725102627,1.9180387391614766,0.034608399861574844,0.003907248493539961,0.5580179831397774,0.1891891891891892,0.11589932786614474,14.726695478723405,0.01907603041285415
191,MOEAD_TCHE,greedy_multi,UX,1,1294659747,83,0.1758773754219595,1.8654673082216777,1.917790423941164,0.03466283089956383,0.003907248493539961,0.567916287582425,0.1891891891891892,0.11592891938583176,14.914744082713836,0.019319616687453155
201,MOEAD_TCHE,greedy_multi,UX,1,1294659747,85,0.1758773754219595,1.8654673082216777,1.917790423941164,0.034666348397138703,0.003907248493539961,0.5723844160088558,0.1891891891891892,0.11732112813821322,14.991989987484356,0.019419676149591135
211,MOEAD_TCHE,greedy_multi,UX,1,1294659747,87,0.17870266464942647,1.8640566803363081,1.9177942495396125,0.034931432156902587,0.003907248493539961,0.595609687588372,0.2,0.12351699125986099,15.416085840058695,0.01996902310888432
221,MOEAD_TCHE,greedy_multi,UX,1,1294659747,83,0.17870266464942647,1.8640566803363081,1.9177942495396125,0.034931127099620304,0.003907248493539961,0.6079054892786654,0.2,0.12520754958171576,15.645582329317268,0.020266298354037912
231,MOEAD_TCHE,greedy_multi,UX,1,1294659747,86,0.17870266464942647,1.8640566803363081,1.9177942495396125,0.03493172729343543,0.003907248493539961,0.6177559974019203,0.2,0.13071809701147086,15.871361124855683,0.020558757933750886
241,MOEAD_TCHE,greedy_multi,UX,1,1294659747,81,0.1917520713838392,1.8537105956085922,1.9105056951684813,0.03705645329832458,0.003907248493539961,0.5815184041778254,0.21052631578947367,0.11771702290273581,15.029102092636371,0.01946774882465851
251,MOEAD_TCHE,greedy_multi,UX,1,1294659747,88,0.1933139378763725,1.8523138313879435,1.9099694240143077,0.03733057853451268,0.003907248493539961,0.6032203158241624,0.21052631578947367,0.12261369132775105,15.440441650548031,0.020000572086202113
261,MOEAD_TCHE,greedy_multi,UX,1,1294659747,76,0.1996156599117794,1.8489068357827385,1.9093989428905456,0.03797998537971747,0.003907248493539961,0.6627662033590077,0.1951219512195122,0.13441593572465652,16.625233296005973,0.021535276290163177
