algorithm,init,crossover,run,seed,elapsed_sec,n_solutions_final_front,n_infeasible_final_front,Range,SumMin,MinSum,Hypervolume,IGD+,GD+,MaxToleranceRate,AvgToleranceRate,AvgHammingDistance,avg_h_norm
MOEAD_TCHE,greedy_multi,UX,1,1294659747,504.2105598449707,68,134,0.228271367119623,1.8314071000589462,1.9011581324688462,0.041612809856477966,0.003907248493539961,0.761099993095421,0.2,0.14595869919886828,18.287716416353774,0.023688751834655148
MOEAD_TCHE,greedy_multi,UX,2,1410034012,747.8333902359009,62,63,0.24856463973044582,1.8127061602994667,1.8855530718479148,0.04578723509655627,0.0007303268212224268,0.8449470538394445,0.23255813953488372,0.151127706340318,19.29436913749714,0.024992706136654323
MOEAD_TCHE,greedy_multi,UX,3,261646123,771.9453499317169,70,79,0.21483281562946735,1.8417757740922218,1.9089968402518251,0.039334863456402164,0.0007303268212224268,0.7954022941887701,0.20512820512820512,0.13576340216203767,18.682801418439716,0.024200519972072173
MOEAD_TCHE,greedy_multi,UX,4,1906969733,578.2737281322479,61,118,0.21315824216781273,1.8369911998397292,1.8999649036337798,0.04049665606391578,0.003907248493539961,0.7291804735160132,0.2,0.1445951611146086,18.186010347633996,0.02355700822232383
MOEAD_TCHE,greedy_multi,UX,5,1562336010,755.4497995376587,66,131,0.2329326707357125,1.8195409470069583,1.8845514977566566,0.04437305845305833,0.0005477451159168201,0.7167281250915223,0.2391304347826087,0.16142134176275,17.9409520739308,0.023239575225298962
MOEAD_TCHE,greedy_multi,UX,6,1770341439,736.2107391357422,62,130,0.2472414401441265,1.8121638980168462,1.8835694752300327,0.04593649413562806,0.0002921307284888819,0.8384056199973512,0.22916666666666666,0.1567872276473744,19.176304049416608,0.024839772084736537
MOEAD_TCHE,greedy_multi,UX,7,34134404,707.2779500484467,62,131,0.23124956726388432,1.822667524207287,1.888718949548493,0.04366485956581937,0.0005477451159168201,0.7443908601640993,0.21739130434782608,0.16511573897375856,17.96423873255548,0.023269739290874975
MOEAD_TCHE,greedy_multi,UX,8,1639948611,761.9503602981567,66,124,0.20739810020748564,1.8408191771025815,1.901601953150787,0.0397764820208327,0.0005477451159168201,0.6617805167483725,0.21875,0.14580615031337227,16.60545615731786,0.021509658234867696
MOEAD_TCHE,greedy_multi,UX,9,1285603049,738.8420765399933,59,121,0.18189746865708686,1.8590224938109685,1.9118329355280779,0.03607694420760332,0.0005477451159168201,0.5037534692533981,0.21875,0.13632167278566362,13.975042072364468,0.018102386104099054
MOEAD_TCHE,greedy_multi,UX,10,1788318659,675.4452559947968,72,65,0.22533348100984976,1.8272778895274842,1.8919259520182885,0.042627091009328925,0.0006572941391000953,0.7013937274384197,0.21739130434782608,0.1508455142250997,17.386500197005514,0.022521373312183308
MOEAD_TCHE,greedy_multi,UX,11,903651884,667.5730719566345,64,112,0.24109415703261616,1.817339543085546,1.8869382298291688,0.04484398871665904,0.00010954902318338622,0.7969147055140043,0.23809523809523808,0.16771244839063115,18.87199412677305,0.02444558824711535
MOEAD_TCHE,greedy_multi,UX,12,841274126,667.5318868160248,66,81,0.2243347216500205,1.8282961762079306,1.8936517257802559,0.04240984865232866,0.0007303268212224268,0.7459743205572784,0.21428571428571427,0.15433044328296552,17.773855577047065,0.023023128985812262
MOEAD_TCHE,greedy_multi,UX,13,1652834897,708.1738967895508,65,63,0.21955073923813226,1.8355964132897427,1.9022890583774328,0.040764640367731295,0.0005477451159168201,0.7420066540636588,0.2,0.13791597727597044,17.873840698308783,0.023152643391591687
MOEAD_TCHE,greedy_multi,UX,14,1754811578,771.7882122993469,58,122,0.1826918972622829,1.8588614558668415,1.9118723133408198,0.03606586545962287,0.003907248493539961,0.6233611973015923,0.2,0.14510177238126024,15.511952800195646,0.02009320310906172
MOEAD_TCHE,greedy_multi,UX,15,310825892,741.241851568222,72,113,0.23650718113739408,1.8238315290208023,1.8945504845203271,0.04329254753471829,0.00010954902318338622,0.8212486275932813,0.20512820512820512,0.1422172965604578,19.22373670212766,0.02490121334472495
MOEAD_TCHE,greedy_multi,UX,16,1409342914,461.29389810562134,65,105,0.20326261915970562,1.8470200260786949,1.9086704924849152,0.03837450710779965,0.0005477451159168201,0.685793399582377,0.21052631578947367,0.14931626101050108,17.085160938352427,0.02213103748491247
