algorithm,init,crossover,Hypervolume
NSGA2,greedy_multi,UX,0.01252145161257246
NSGA3,greedy_multi,UX,0.012516263065411423
MOEAD_TCHE,greedy_multi,UX,0.012496550131522765
NSGA3,random_dense,UX,0.011510128658250036
NSGA2,random_dense,UX,0.011243918113432658
MOEAD_TCHE,random_dense,UX,0.009079034434201286
