algorithm,init,crossover,SumMin
NSGA2,greedy_multi,UX,2.003588091620182
NSGA3,greedy_multi,UX,2.0036405553770407
MOEAD_TCHE,greedy_multi,UX,2.0047426655225604
NSGA3,random_dense,UX,2.0910991688484653
NSGA2,random_dense,UX,2.1137360463146564
MOEAD_TCHE,random_dense,UX,2.297418601344389
