algorithm,init,crossover,Average Ranking Overall
NSGA2,greedy_multi,UX,2.7777777777777777
NSGA3,random_dense,UX,3.0
NSGA3,greedy_multi,UX,3.3333333333333335
MOEAD_TCHE,greedy_multi,UX,3.5555555555555554
NSGA2,random_dense,UX,3.5555555555555554
MOEAD_TCHE,random_dense,UX,4.777777777777778
