algorithm,init,crossover,AvgToleranceRate
NSGA3,random_dense,UX,0.24733541592607078
NSGA2,random_dense,UX,0.2117190772815188
MOEAD_TCHE,random_dense,UX,0.21023911445666205
MOEAD_TCHE,greedy_multi,UX,0.14771060042646544
NSGA3,greedy_multi,UX,0.11452037468071326
NSGA2,greedy_multi,UX,0.08320478748711532
