algorithm,init,crossover,run,seed,f1_compactness,f2_transformed_tolerance,f3_transformed_hamming_avg,f4_balance_var
MOEAD_TCHE,greedy_multi,UX,1,1512656746,7.0,-1.0,-3.355496453900709,1.5837286542427558
MOEAD_TCHE,greedy_multi,UX,1,1512656746,35.0,-7.0,-16.916666666666668,9.929225768321551
MOEAD_TCHE,greedy_multi,UX,1,1512656746,40.0,-9.0,-19.31028368794326,13.201596373421832
MOEAD_TCHE,greedy_multi,UX,1,1512656746,44.0,-10.0,-21.050531914893618,16.11180822770486
MOEAD_TCHE,greedy_multi,UX,1,1512656746,46.0,-10.0,-22.052304964539008,17.301342204869012
MOEAD_TCHE,greedy_multi,UX,1,1512656746,47.0,-11.0,-22.78014184397163,18.327548916050546
MOEAD_TCHE,greedy_multi,UX,1,1512656746,49.0,-11.0,-23.41932624113475,19.704484652431994
MOEAD_TCHE,greedy_multi,UX,1,1512656746,50.0,-11.0,-24.17464539007092,20.926059271414942
MOEAD_TCHE,greedy_multi,UX,1,1512656746,52.0,-12.0,-24.40691489361702,21.25551956013282
MOEAD_TCHE,greedy_multi,UX,1,1512656746,36.0,-8.0,-17.277482269503547,10.363606426990591
MOEAD_TCHE,greedy_multi,UX,1,1512656746,42.0,-10.0,-20.036347517730498,14.150274602635655
MOEAD_TCHE,greedy_multi,UX,1,1512656746,45.0,-10.0,-21.545212765957448,16.324196940546265
MOEAD_TCHE,greedy_multi,UX,1,1512656746,46.0,-11.0,-22.5354609929078,17.80902620592528
MOEAD_TCHE,greedy_multi,UX,1,1512656746,50.0,-12.0,-23.70921985815603,19.975730597052493
MOEAD_TCHE,greedy_multi,UX,1,1512656746,37.0,-9.0,-17.788120567375888,11.060603559931586
MOEAD_TCHE,greedy_multi,UX,1,1512656746,43.0,-10.0,-20.358156028368793,14.666050500477787
MOEAD_TCHE,greedy_multi,UX,1,1512656746,46.0,-11.0,-22.23758865248227,17.37617574568679
MOEAD_TCHE,greedy_multi,UX,1,1512656746,47.0,-10.0,-22.8572695035461,18.711010984105453
MOEAD_TCHE,greedy_multi,UX,1,1512656746,49.0,-11.0,-23.671985815602838,19.768293219656933
MOEAD_TCHE,greedy_multi,UX,1,1512656746,38.0,-8.0,-18.282801418439718,11.869491442834864
MOEAD_TCHE,greedy_multi,UX,1,1512656746,43.0,-10.0,-21.034574468085108,15.662811698355341
MOEAD_TCHE,greedy_multi,UX,1,1512656746,50.0,-11.0,-23.961879432624112,20.373546822342973
MOEAD_TCHE,greedy_multi,UX,1,1512656746,38.0,-7.0,-18.63209219858156,13.645672218449725
MOEAD_TCHE,greedy_multi,UX,1,1512656746,44.0,-9.0,-21.625,17.234375
MOEAD_TCHE,greedy_multi,UX,1,1512656746,48.0,-11.0,-23.23581560283688,18.972759795784928
MOEAD_TCHE,greedy_multi,UX,1,1512656746,50.0,-11.0,-23.86258865248227,20.065337979729357
MOEAD_TCHE,greedy_multi,UX,1,1512656746,43.0,-10.0,-20.076241134751772,14.040286580151955
MOEAD_TCHE,greedy_multi,UX,1,1512656746,47.0,-11.0,-22.55939716312057,18.324486161410178
MOEAD_TCHE,greedy_multi,UX,1,1512656746,50.0,-12.0,-23.680851063829788,19.841406367888855
MOEAD_TCHE,greedy_multi,UX,1,1512656746,7.0,-1.0,-3.469858156028369,1.651573738745537
MOEAD_TCHE,greedy_multi,UX,1,1512656746,32.0,-6.0,-15.976063829787234,11.034001527840646
MOEAD_TCHE,greedy_multi,UX,1,1512656746,38.0,-8.0,-19.18794326241135,15.610067401036169
MOEAD_TCHE,greedy_multi,UX,1,1512656746,43.0,-9.0,-21.43262411347518,17.231276092751955
MOEAD_TCHE,greedy_multi,UX,1,1512656746,44.0,-9.0,-22.03900709219858,19.342450077963843
MOEAD_TCHE,greedy_multi,UX,1,1512656746,45.0,-9.0,-22.400709219858157,19.1763115537448
MOEAD_TCHE,greedy_multi,UX,1,1512656746,46.0,-10.0,-22.67996453900709,19.114775885267292
MOEAD_TCHE,greedy_multi,UX,1,1512656746,46.0,-10.0,-22.804078014184398,19.43413230597051
MOEAD_TCHE,greedy_multi,UX,1,1512656746,32.0,-5.0,-16.1968085106383,12.670486268296347
MOEAD_TCHE,greedy_multi,UX,1,1512656746,41.0,-8.0,-20.640070921985817,16.84562836376444
MOEAD_TCHE,greedy_multi,UX,1,1512656746,43.0,-9.0,-21.497340425531913,18.214531933755797
MOEAD_TCHE,greedy_multi,UX,1,1512656746,32.0,-6.0,-16.15514184397163,13.021143774206486
MOEAD_TCHE,greedy_multi,UX,1,1512656746,38.0,-8.0,-19.152482269503547,15.263983200040224
MOEAD_TCHE,greedy_multi,UX,1,1512656746,36.0,-8.0,-18.17464539007092,13.52180395226597
MOEAD_TCHE,greedy_multi,UX,1,1512656746,40.0,-8.0,-20.102836879432623,15.985878476937776
MOEAD_TCHE,greedy_multi,UX,1,1512656746,41.0,-8.0,-20.65868794326241,17.327655016095797
MOEAD_TCHE,greedy_multi,UX,1,1512656746,42.0,-8.0,-21.147163120567377,17.843591242895233
MOEAD_TCHE,greedy_multi,UX,1,1512656746,40.0,-8.0,-20.16223404255319,17.18555954806091
MOEAD_TCHE,greedy_multi,UX,1,1512656746,25.0,-4.0,-12.705673758865249,8.838903978673137
MOEAD_TCHE,greedy_multi,UX,1,1512656746,25.0,-4.0,-12.53191489361702,8.458201297721457
MOEAD_TCHE,greedy_multi,UX,1,1512656746,32.0,-7.0,-16.138297872340427,12.222008450278986
MOEAD_TCHE,greedy_multi,UX,1,1512656746,21.0,-3.0,-10.689716312056738,7.8221637493084195
MOEAD_TCHE,greedy_multi,UX,1,1512656746,28.0,-5.0,-14.22163120567376,10.858681027111297
MOEAD_TCHE,greedy_multi,UX,1,1512656746,35.0,-8.0,-17.64450354609929,13.642239292540701
MOEAD_TCHE,greedy_multi,UX,1,1512656746,37.0,-8.0,-18.601063829787233,14.826665534932848
MOEAD_TCHE,greedy_multi,UX,1,1512656746,28.0,-5.0,-14.213652482269504,9.946373893415815
MOEAD_TCHE,greedy_multi,UX,1,1512656746,21.0,-3.0,-10.686170212765957,7.720659800814838
