generation,algorithm,init,crossover,run,seed,n_solutions,Range,SumMin,MinSum,Hypervolume,IGD+,GD+,MaxToleranceRate,AvgToleranceRate,AvgHammingDistance,avg_h_norm
181,MOEAD_TCHE,greedy_multi,UX,2,91316628,83,0.1932362580523686,1.8491219064706725,1.9025838748868438,0.03810364957533488,0.0035976060788092123,0.5165950345743854,0.2222222222222222,0.14552582209365336,15.259527471588479,0.019766227294803727
191,MOEAD_TCHE,greedy_multi,UX,2,91316628,82,0.1932362580523686,1.8491219064706725,1.9025838748868438,0.03809742928545205,0.0035976060788092123,0.5194893962483385,0.2222222222222222,0.14748001112167985,15.328781785158274,0.019855934954868232
201,MOEAD_TCHE,greedy_multi,UX,2,91316628,80,0.1932362580523686,1.8491219064706725,1.9025838748868438,0.03809946270435706,0.0035976060788092123,0.5164985625753976,0.2222222222222222,0.1466933774485337,15.253136081560282,0.01975794829217653
211,MOEAD_TCHE,greedy_multi,UX,2,91316628,80,0.1932362580523686,1.8491219064706725,1.9025838748868438,0.03809956457726087,0.0035976060788092123,0.5180033313903678,0.2222222222222222,0.14728861554377182,15.280330230496451,0.019793173873700068
221,MOEAD_TCHE,greedy_multi,UX,2,91316628,80,0.1932362580523686,1.8491219064706725,1.9025838748868438,0.03809769040380127,0.0035976060788092123,0.5181799824959794,0.21951219512195122,0.14721354046869672,15.283854166666666,0.019797738557858376
231,MOEAD_TCHE,greedy_multi,UX,2,91316628,79,0.1932362580523686,1.8491219064706725,1.9025838748868438,0.03809790180429463,0.0035976060788092123,0.5173135237381922,0.21951219512195122,0.14732896201772783,15.258730586228564,0.01976519505988156
241,MOEAD_TCHE,greedy_multi,UX,2,91316628,80,0.1932362580523686,1.8491219064706725,1.9025838748868438,0.03809795942552202,0.0035976060788092123,0.5183084155823765,0.21951219512195122,0.1479179055480618,15.286391843971632,0.019801025704626468
251,MOEAD_TCHE,greedy_multi,UX,2,91316628,80,0.1932362580523686,1.8491219064706725,1.9025838748868438,0.03809794760933059,0.0035976060788092123,0.5184314882101736,0.21951219512195122,0.1475178344243065,15.28690159574468,0.019801686004850622
261,MOEAD_TCHE,greedy_multi,UX,2,91316628,80,0.1932362580523686,1.8491219064706725,1.9025838748868438,0.038096308273843346,0.0035976060788092123,0.5187675962816256,0.21951219512195122,0.14733280474479152,15.286990248226951,0.019801800839672215
271,MOEAD_TCHE,greedy_multi,UX,2,91316628,80,0.1932362580523686,1.8491219064706725,1.9025838748868438,0.03809631351210314,0.0035976060788092123,0.5185191317168772,0.21951219512195122,0.14775405016603693,15.284386081560285,0.019798427566787933
281,MOEAD_TCHE,greedy_multi,UX,2,91316628,80,0.1932362580523686,1.8491219064706725,1.9025838748868438,0.03809631351210314,0.0035976060788092123,0.5185191317168772,0.21951219512195122,0.14775405016603693,15.284386081560285,0.019798427566787933
291,MOEAD_TCHE,greedy_multi,UX,2,91316628,80,0.1932362580523686,1.8491219064706725,1.9025838748868438,0.03809631351210314,0.0035976060788092123,0.5185191317168772,0.21951219512195122,0.14775405016603693,15.284386081560285,0.019798427566787933
301,MOEAD_TCHE,greedy_multi,UX,2,91316628,79,0.1932362580523686,1.8491219064706725,1.9025838748868438,0.03809607258971003,0.0035976060788092123,0.5148342227511598,0.21951219512195122,0.14691187720249668,15.220239698357119,0.019715336396835648
311,MOEAD_TCHE,greedy_multi,UX,2,91316628,74,0.19623098814833548,1.8476246306807962,1.9025838748868438,0.03839450908431695,0.0035976060788092123,0.5341187022095675,0.21951219512195122,0.14491994578056533,15.51239936745256,0.02009378156405772
321,MOEAD_TCHE,greedy_multi,UX,2,91316628,81,0.19888271078943887,1.8464080941015217,1.9020906187336242,0.03864114506474563,0.0035976060788092123,0.5462113635320781,0.21951219512195122,0.14900892087205958,15.753108309254879,0.02040558071147005
331,MOEAD_TCHE,greedy_multi,UX,2,91316628,77,0.19888271078943887,1.8464080941015217,1.9020906187336242,0.038640178960957956,0.0035976060788092123,0.5555066895839138,0.21951219512195122,0.15014994891829628,15.935030395136776,0.02064123108178339
341,MOEAD_TCHE,greedy_multi,UX,2,91316628,76,0.19888271078943887,1.8464080941015217,1.9025838748868438,0.03864238569668219,0.0035976060788092123,0.555003517719466,0.2222222222222222,0.15092425921788008,15.921519223590892,0.020623729564236908
351,MOEAD_TCHE,greedy_multi,UX,2,91316628,76,0.19888271078943887,1.8464080941015217,1.9025838748868438,0.038640133041649975,0.0035976060788092123,0.5558944393170799,0.2222222222222222,0.149895950603487,15.932565789473685,0.020638038587401146
361,MOEAD_TCHE,greedy_multi,UX,2,91316628,76,0.19888271078943887,1.8464080941015217,1.9025838748868438,0.038635972764410095,0.0035976060788092123,0.5560804434936967,0.21951219512195122,0.1491102536110167,15.930921052631579,0.020635908099263703
371,MOEAD_TCHE,greedy_multi,UX,2,91316628,75,0.19888271078943887,1.8464080941015217,1.9025838748868438,0.03863815688646599,0.0035976060788092123,0.5547824621964446,0.21951219512195122,0.14918989359380413,15.902718676122928,0.020599376523475297
