algorithm,init,crossover,run,seed,elapsed_sec,n_solutions_final_front,n_infeasible_final_front,Range,SumMin,MinSum,Hypervolume,IGD+,GD+,MaxToleranceRate,AvgToleranceRate,AvgHammingDistance,avg_h_norm
MOEAD_TCHE,greedy_multi,UX,1,1512656746,511.91260957717896,69,114,0.23579696743622308,1.8193519937247458,1.886445449219799,0.044395202940221895,0.0035976060788092123,0.6539858650684539,0.22,0.16043483535032435,17.762501284818587,0.023008421353391952
MOEAD_TCHE,greedy_multi,UX,2,91316628,748.698545217514,70,129,0.20403769762078844,1.8442522942373938,1.9020906187336242,0.03906790284261342,0.0035976060788092123,0.6004441813161893,0.21951219512195122,0.15326905908702856,16.78663880445795,0.02174435078297662
MOEAD_TCHE,greedy_multi,UX,3,2005076355,699.2477426528931,64,118,0.2070129328225195,1.8417876440247964,1.902823638835269,0.03955764893071995,0.0011095420616888951,0.6047332051567218,0.21428571428571427,0.15128937865396025,16.706172429078016,0.021640119726784996
MOEAD_TCHE,greedy_multi,UX,4,1566157264,757.2950360774994,70,108,0.23565369172899317,1.8188477637709044,1.886041561272211,0.04451395882415815,0.0005043373007677099,0.6508218268625456,0.22727272727272727,0.16415089308162178,17.886410840932115,0.023168925959756625
MOEAD_TCHE,greedy_multi,UX,5,1273341169,655.1308872699738,59,79,0.2560646951306211,1.8047765118259516,1.8773424161792582,0.04764192563022754,0.0035976060788092123,0.7169620975288338,0.24,0.1701573852696679,18.943067075369633,0.024537651652033202
MOEAD_TCHE,greedy_multi,UX,6,680897034,725.9128861427307,62,119,0.2014504845113927,1.8491187654841037,1.9096790066361522,0.03795128557294668,0.0035976060788092123,0.6312289922158582,0.1951219512195122,0.14251622511026413,16.930936856554563,0.0219312653582313
MOEAD_TCHE,greedy_multi,UX,7,686051658,748.9517207145691,62,117,0.17959638433084918,1.8636274155443233,1.9199466903034128,0.035010239117833485,0.0035976060788092123,0.5463894519017679,0.21212121212121213,0.12231101156314478,15.248698810340882,0.01975220053152964
MOEAD_TCHE,greedy_multi,UX,8,412724813,694.6521005630493,61,76,0.19185775759659895,1.853314501732892,1.9091371415740308,0.03716389807145627,0.0035976060788092123,0.5599364056598658,0.2413793103448276,0.14714728639976413,15.633109522148589,0.02025014186806812
MOEAD_TCHE,greedy_multi,UX,9,191998219,757.4288721084595,70,120,0.20442675830275972,1.8467937487728963,1.9098551568880187,0.0383792226671377,0.0035976060788092123,0.6375781851036768,0.19047619047619047,0.1378045075608297,17.01385511651469,0.02203867243071851
MOEAD_TCHE,greedy_multi,UX,10,1898309094,602.748265504837,70,65,0.23623773851565585,1.8192366390596475,1.8866519483702946,0.04439910660443922,0.0035976060788092123,0.6685261569001107,0.22916666666666666,0.15689921670680862,18.101051165146913,0.02344695746780688
MOEAD_TCHE,greedy_multi,UX,11,344528095,755.9730951786041,74,111,0.20592938377302628,1.8466163740019492,1.9097429023525194,0.03842836207467931,0.0035976060788092123,0.6449539063317841,0.21875,0.1303110434278337,17.13160101590953,0.02219119302578955
MOEAD_TCHE,greedy_multi,UX,12,545552348,669.2208952903748,62,74,0.23235070372174108,1.8205190280463472,1.8851850081809272,0.044163037014391324,0.0005043373007677099,0.6587654155232642,0.23076923076923078,0.1618418721462318,17.738947037291236,0.022977910670066368
MOEAD_TCHE,greedy_multi,UX,13,1463889950,670.5448176860809,66,120,0.19742751394781496,1.8517459299487482,1.9111959990961203,0.03745756638741874,0.0035976060788092123,0.6124568635789751,0.20512820512820512,0.14881504786199837,16.795387384483135,0.021755683140522196
MOEAD_TCHE,greedy_multi,UX,14,1592798487,628.458181142807,80,76,0.2225445153906688,1.8303278957661213,1.8946136831747875,0.04195652588457201,0.000268979893742749,0.659196433575211,0.2127659574468085,0.13925098576472233,17.448781028368792,0.02260204796420828
MOEAD_TCHE,greedy_multi,UX,15,1355817624,535.3091609477997,67,119,0.18754753823876252,1.8550323563348114,1.9098046479263213,0.03682529071785531,0.00010086746015369741,0.5556468652928681,0.2222222222222222,0.1484372569893103,16.017293849899442,0.02074778996100964
MOEAD_TCHE,greedy_multi,UX,16,229653763,682.6124589443207,76,79,0.24757833737077778,1.816013661941608,1.8920283285961559,0.04494977442307662,0.0005043373007677099,0.8086619177773976,0.20930232558139536,0.13712728461575935,19.651304124673388,0.025455057156312678
MOEAD_TCHE,greedy_multi,UX,17,720295758,552.8609538078308,69,136,0.3018346613184293,1.775164562368024,1.864530283049584,0.05450021552283964,0.0035976060788092123,0.9272288796489694,0.22916666666666666,0.17542230144102916,21.78970089423373,0.028225001158333846
MOEAD_TCHE,greedy_multi,UX,18,2054637911,737.211409330368,66,114,0.22440497013734076,1.8332002253856823,1.9021792357617129,0.041248607862175726,0.00010086746015369741,0.7655380351748772,0.20454545454545456,0.15297950543292504,18.79259348807221,0.024342737678850014
MOEAD_TCHE,greedy_multi,UX,19,1610201996,695.7193958759308,71,107,0.22690669085940576,1.8280294905255314,1.8951509591273805,0.042467238731144635,0.00010086746015369741,0.6781181916216376,0.21951219512195122,0.14920070208749514,17.968634502047752,0.02327543329280797
MOEAD_TCHE,greedy_multi,UX,20,1330449634,699.2400059700012,64,118,0.21340312396273228,1.8385889871988335,1.9014197686725591,0.04016650407181136,0.0035976060788092123,0.6850600694998982,0.20454545454545456,0.14673702019646723,17.90029366134752,0.023186908887755854
MOEAD_TCHE,greedy_multi,UX,21,173175592,683.3479208946228,66,92,0.22646454324780457,1.8278273562605662,1.8952654840291292,0.04247834080895113,0.000537959787485498,0.6678517921016934,0.2,0.14076849369072036,18.1702530625403,0.02353659723126982
MOEAD_TCHE,greedy_multi,UX,22,1715039635,660.8255882263184,65,139,0.22541693995072276,1.8283935991613343,1.8950407719652171,0.04241224140902249,0.000268979893742749,0.6612224872052358,0.225,0.15806921051524525,18.045267321331153,0.02337469860276056
MOEAD_TCHE,greedy_multi,UX,23,1383413621,624.661602973938,57,139,0.19186647215477132,1.8532224102415429,1.9107052852239355,0.03715153010106379,0.0035976060788092123,0.580052271483948,0.2,0.1279522057119904,15.90381983327112,0.02060080289283824
MOEAD_TCHE,greedy_multi,UX,24,1719468204,693.5798606872559,71,107,0.22032853276452885,1.8305264324195463,1.892970118427372,0.04197621217767954,0.000268979893742749,0.6144362263875531,0.22727272727272727,0.1621172148316419,17.248626510838076,0.022342780454453467
MOEAD_TCHE,greedy_multi,UX,25,600307157,660.7133989334106,61,122,0.19914689324601054,1.847148311918581,1.9045146931164025,0.03845056487789771,0.006959854750593464,0.5318522566506303,0.20930232558139536,0.12714418894811264,15.12674398325776,0.019594227957587772
MOEAD_TCHE,greedy_multi,UX,26,840242348,739.5301728248596,55,130,0.21647086802648977,1.8323715464889863,1.8943307677235928,0.0415700207766688,0.00010086746015369741,0.6012545269670398,0.22727272727272727,0.14071986414924892,16.727949709864603,0.02166832863972099
MOEAD_TCHE,greedy_multi,UX,27,1574411876,698.9417493343353,66,81,0.21952339543842603,1.8311126284506858,1.8931917331493198,0.04185120011690338,0.0035976060788092123,0.6197005859244312,0.23255813953488372,0.15738637182684856,16.966567268428967,0.0219774187414883
MOEAD_TCHE,greedy_multi,UX,28,503823258,735.8078317642212,58,119,0.17151699707179022,1.8681380473524447,1.9196132631791243,0.03419564960759202,0.002656176450709591,0.5229239383162425,0.21212121212121213,0.1267575696368807,14.781716189777454,0.019147300763960432
MOEAD_TCHE,greedy_multi,UX,29,553365211,611.5430116653442,67,98,0.21691385844330185,1.8331144976605078,1.8943401272834963,0.04140945941565476,0.002151839149942103,0.6197374277750379,0.225,0.14808807807846125,17.004088599555413,0.022026021502014784
MOEAD_TCHE,greedy_multi,UX,30,1550077649,530.2040543556213,66,118,0.2089527565136136,1.8413646772448606,1.903311374929462,0.03963988990630686,0.0006724497343568725,0.6087121723368057,0.2222222222222222,0.14456063312049516,16.735278315065546,0.02167782165163931
