config,MaxToleranceRate
SPEA2-random_dense-UX,0.2289855072463768
SPEA2-random_dense-UX,0.22969187675070027
SPEA2-random_dense-UX,0.2342857142857143
SPEA2-random_dense-UX,0.23501199040767387
SPEA2-random_dense-UX,0.2349869451697128
SPEA2-random_dense-HUX,0.22506393861892582
SPEA2-random_dense-HUX,0.23425692695214106
SPEA2-random_dense-HUX,0.23415977961432508
SPEA2-random_dense-HUX,0.23255813953488372
SPEA2-random_dense-HUX,0.22916666666666666
SPEA2-random_dense-1P,0.22384428223844283
SPEA2-random_dense-1P,0.22432432432432434
SPEA2-random_dense-1P,0.22546419098143236
SPEA2-random_dense-1P,0.2237960339943343
SPEA2-random_dense-1P,0.2204968944099379
SPEA2-random_dense-2P,0.23275862068965517
SPEA2-random_dense-2P,0.22839506172839505
SPEA2-random_dense-2P,0.22739018087855298
SPEA2-random_dense-2P,0.2168141592920354
SPEA2-random_dense-2P,0.22727272727272727
SPEA2-greedy_ting-UX,0.22014925373134328
SPEA2-greedy_ting-UX,0.22580645161290322
SPEA2-greedy_ting-UX,0.21084337349397592
SPEA2-greedy_ting-UX,0.22406639004149378
SPEA2-greedy_ting-UX,0.22456140350877193
SPEA2-greedy_ting-HUX,0.22897196261682243
SPEA2-greedy_ting-HUX,0.2275132275132275
SPEA2-greedy_ting-HUX,0.232
SPEA2-greedy_ting-HUX,0.22647058823529412
SPEA2-greedy_ting-HUX,0.22191011235955055
SPEA2-greedy_ting-1P,0.22608695652173913
SPEA2-greedy_ting-1P,0.22121212121212122
SPEA2-greedy_ting-1P,0.22070844686648503
SPEA2-greedy_ting-1P,0.22529644268774704
SPEA2-greedy_ting-1P,0.22485207100591717
SPEA2-greedy_ting-2P,0.21929824561403508
SPEA2-greedy_ting-2P,0.2175732217573222
SPEA2-greedy_ting-2P,0.22492401215805471
SPEA2-greedy_ting-2P,0.22813688212927757
SPEA2-greedy_ting-2P,0.2267080745341615
SPEA2-greedy_multi-UX,0.26785714285714285
SPEA2-greedy_multi-UX,0.25925925925925924
SPEA2-greedy_multi-UX,0.2692307692307692
SPEA2-greedy_multi-UX,0.2727272727272727
SPEA2-greedy_multi-UX,0.25925925925925924
SPEA2-greedy_multi-HUX,0.2786885245901639
SPEA2-greedy_multi-HUX,0.2608695652173913
SPEA2-greedy_multi-HUX,0.2641509433962264
SPEA2-greedy_multi-HUX,0.2653061224489796
SPEA2-greedy_multi-HUX,0.2727272727272727
SPEA2-greedy_multi-1P,0.25
SPEA2-greedy_multi-1P,0.2631578947368421
SPEA2-greedy_multi-1P,0.24242424242424243
SPEA2-greedy_multi-1P,0.25
