config,Hypervolume
SPEA2-random_dense-UX,0.41382095609142777
SPEA2-random_dense-UX,0.4140471218100948
SPEA2-random_dense-UX,0.4203160713730488
SPEA2-random_dense-UX,0.4291393432469617
SPEA2-random_dense-UX,0.4419225706391447
SPEA2-random_dense-HUX,0.4378494632762393
SPEA2-random_dense-HUX,0.43934053896042125
SPEA2-random_dense-HUX,0.4530353169149952
SPEA2-random_dense-HUX,0.42608401290748366
SPEA2-random_dense-HUX,0.4338087756070791
SPEA2-random_dense-1P,0.41545298942189096
SPEA2-random_dense-1P,0.3981480783849237
SPEA2-random_dense-1P,0.41057051291002505
SPEA2-random_dense-1P,0.4052544385073862
SPEA2-random_dense-1P,0.3936909471462661
SPEA2-random_dense-2P,0.40152425594279273
SPEA2-random_dense-2P,0.41263828398084806
SPEA2-random_dense-2P,0.40634234907237177
SPEA2-random_dense-2P,0.41132828808008554
SPEA2-random_dense-2P,0.39518517813342946
SPEA2-greedy_ting-UX,0.39797903641501775
SPEA2-greedy_ting-UX,0.41099807139068695
SPEA2-greedy_ting-UX,0.40970185664868464
SPEA2-greedy_ting-UX,0.40750395340589424
SPEA2-greedy_ting-UX,0.39775451385493876
SPEA2-greedy_ting-HUX,0.3815595650552307
SPEA2-greedy_ting-HUX,0.4087147917003606
SPEA2-greedy_ting-HUX,0.4146996479498777
SPEA2-greedy_ting-HUX,0.418622763939623
SPEA2-greedy_ting-HUX,0.4006771276589612
SPEA2-greedy_ting-1P,0.4260245861635009
SPEA2-greedy_ting-1P,0.39495264429742966
SPEA2-greedy_ting-1P,0.42987556252980585
SPEA2-greedy_ting-1P,0.4174841334633457
SPEA2-greedy_ting-1P,0.41993053485183196
SPEA2-greedy_ting-2P,0.40724264760245743
SPEA2-greedy_ting-2P,0.34820967650689905
SPEA2-greedy_ting-2P,0.40270194336420995
SPEA2-greedy_ting-2P,0.3824970916943288
SPEA2-greedy_ting-2P,0.4169849735401471
SPEA2-greedy_multi-UX,0.06269078126735578
SPEA2-greedy_multi-UX,0.05926133182902224
SPEA2-greedy_multi-UX,0.0665150056774913
SPEA2-greedy_multi-UX,0.06218236089627894
SPEA2-greedy_multi-UX,0.06085984001363414
SPEA2-greedy_multi-HUX,0.06513471202164901
SPEA2-greedy_multi-HUX,0.061923438045508185
SPEA2-greedy_multi-HUX,0.06386667517928099
SPEA2-greedy_multi-HUX,0.055122776591712615
SPEA2-greedy_multi-HUX,0.07114523861668864
SPEA2-greedy_multi-1P,0.04375767323940271
SPEA2-greedy_multi-1P,0.043509940515548406
SPEA2-greedy_multi-1P,0.0364920108111594
SPEA2-greedy_multi-1P,0.04372654145010747
SPEA2-greedy_multi-1P,0.040247942553250225
SPEA2-greedy_multi-2P,0.04818502891384947
SPEA2-greedy_multi-2P,0.045738889731418646
SPEA2-greedy_multi-2P,0.04142782985417172
SPEA2-greedy_multi-2P,0.04050826726365953
SPEA2-greedy_multi-2P,0.047427791994928734
NSGA2-random_dense-UX,0.5396044852307632
NSGA2-random_dense-UX,0.5391111364976983
NSGA2-random_dense-UX,0.5408380633958023
NSGA2-random_dense-UX,0.5304918136590081
NSGA2-random_dense-UX,0.5316458020618889
NSGA2-random_dense-HUX,0.5533789439876394
NSGA2-random_dense-HUX,0.528839124133428
NSGA2-random_dense-HUX,0.5425102378345836
NSGA2-random_dense-HUX,0.527017730082149
NSGA2-random_dense-HUX,0.5299831125870201
NSGA2-random_dense-1P,0.42574880495097367
NSGA2-random_dense-1P,0.44306007365506905
NSGA2-random_dense-1P,0.44050370755690726
NSGA2-random_dense-1P,0.4262477192573971
NSGA2-random_dense-1P,0.44922671277324333
NSGA2-random_dense-2P,0.4596439501565632
NSGA2-random_dense-2P,0.4581862026493446
NSGA2-random_dense-2P,0.45819337321597636
NSGA2-random_dense-2P,0.45632088271783716
NSGA2-random_dense-2P,0.4594942758270443
NSGA2-greedy_ting-UX,0.4951154630455617
NSGA2-greedy_ting-UX,0.5124888943781539
NSGA2-greedy_ting-UX,0.49159766557575224
NSGA2-greedy_ting-UX,0.5097728284190137
NSGA2-greedy_ting-UX,0.49638135593790056
NSGA2-greedy_ting-HUX,0.48704180272264636
NSGA2-greedy_ting-HUX,0.49956727571410003
NSGA2-greedy_ting-HUX,0.4988717376522409
NSGA2-greedy_ting-HUX,0.5077633294929631
NSGA2-greedy_ting-HUX,0.503284199796844
NSGA2-greedy_ting-1P,0.45500766741307314
NSGA2-greedy_ting-1P,0.4543372684830283
NSGA2-greedy_ting-1P,0.4493176056663082
NSGA2-greedy_ting-1P,0.4456753290665475
NSGA2-greedy_ting-1P,0.46007569207445487
NSGA2-greedy_ting-2P,0.47510369504614836
NSGA2-greedy_ting-2P,0.4791321278329947
NSGA2-greedy_ting-2P,0.4502594811745342
NSGA2-greedy_ting-2P,0.47205471992195736
NSGA2-greedy_ting-2P,0.46458579051260723
NSGA2-greedy_multi-UX,0.06259483902498308
NSGA2-greedy_multi-UX,0.06280592932226538
NSGA2-greedy_multi-UX,0.06252596121512802
NSGA2-greedy_multi-UX,0.06501989536263654
NSGA2-greedy_multi-UX,0.0638008345400102
NSGA2-greedy_multi-HUX,0.06626193818078228
NSGA2-greedy_multi-HUX,0.05784595427568044
NSGA2-greedy_multi-HUX,0.06259987546779237
NSGA2-greedy_multi-HUX,0.059031636241796165
NSGA2-greedy_multi-HUX,0.060574512968244766
NSGA2-greedy_multi-1P,0.04165840377168438
NSGA2-greedy_multi-1P,0.0502192547079578
NSGA2-greedy_multi-1P,0.04549201070619807
NSGA2-greedy_multi-1P,0.048720956206823485
NSGA2-greedy_multi-1P,0.04186349476380672
NSGA2-greedy_multi-2P,0.04980340428423035
NSGA2-greedy_multi-2P,0.05037815743530367
NSGA2-greedy_multi-2P,0.05150950868192957
NSGA2-greedy_multi-2P,0.04833121918733198
NSGA2-greedy_multi-2P,0.05493125084937958
NSGA3-random_dense-UX,0.470647320995336
NSGA3-random_dense-UX,0.47067965726828837
NSGA3-random_dense-UX,0.4766419450101884
NSGA3-random_dense-UX,0.47615216334409793
NSGA3-random_dense-UX,0.4720301670335354
NSGA3-random_dense-HUX,0.48552021862137673
NSGA3-random_dense-HUX,0.47337922618916206
NSGA3-random_dense-HUX,0.47958952745389916
NSGA3-random_dense-HUX,0.4728731053512779
NSGA3-random_dense-HUX,0.47813915779209626
NSGA3-random_dense-1P,0.40377128859838934
NSGA3-random_dense-1P,0.3884518442271966
NSGA3-random_dense-1P,0.40601738165621815
NSGA3-random_dense-1P,0.42308793474370765
NSGA3-random_dense-1P,0.4034477333079654
NSGA3-random_dense-2P,0.4197163019658413
NSGA3-random_dense-2P,0.43243414471281744
NSGA3-random_dense-2P,0.4196136668727215
NSGA3-random_dense-2P,0.4312353897092737
NSGA3-random_dense-2P,0.4234069105418317
NSGA3-greedy_ting-UX,0.429522666129953
NSGA3-greedy_ting-UX,0.40929465549653543
NSGA3-greedy_ting-UX,0.42406168464820027
NSGA3-greedy_ting-UX,0.41231152195793597
NSGA3-greedy_ting-UX,0.42780514427532057
NSGA3-greedy_ting-HUX,0.4241729703969826
NSGA3-greedy_ting-HUX,0.40677355147410266
NSGA3-greedy_ting-HUX,0.41578453551358474
NSGA3-greedy_ting-HUX,0.4083621947093307
NSGA3-greedy_ting-HUX,0.40846534179660776
NSGA3-greedy_ting-1P,0.4078933562722754
NSGA3-greedy_ting-1P,0.40351445685706655
NSGA3-greedy_ting-1P,0.4081098233374854
NSGA3-greedy_ting-1P,0.39780140986880297
NSGA3-greedy_ting-1P,0.40826114656057916
NSGA3-greedy_ting-2P,0.4352434190594645
NSGA3-greedy_ting-2P,0.41529574403906877
NSGA3-greedy_ting-2P,0.42660904833346697
NSGA3-greedy_ting-2P,0.4226550918232871
