config,MinSum
UNSGA3-greedy_ting-2P,1.4797085746321703
UNSGA3-greedy_ting-2P,1.4784204222537878
UNSGA3-greedy_multi-UX,1.8746883713530782
UNSGA3-greedy_multi-UX,1.8808065480173246
UNSGA3-greedy_multi-UX,1.8825320220520672
UNSGA3-greedy_multi-UX,1.8732357852073482
UNSGA3-greedy_multi-UX,1.864563786965806
UNSGA3-greedy_multi-HUX,1.8826800411364282
UNSGA3-greedy_multi-HUX,1.8909533608568565
UNSGA3-greedy_multi-HUX,1.8739120048177582
UNSGA3-greedy_multi-HUX,1.856271603122545
UNSGA3-greedy_multi-HUX,1.891767392119203
UNSGA3-greedy_multi-1P,1.8933989688422883
UNSGA3-greedy_multi-1P,1.9095483875454178
UNSGA3-greedy_multi-1P,1.892262261230285
UNSGA3-greedy_multi-1P,1.9018553224694539
UNSGA3-greedy_multi-1P,1.8938594258231223
UNSGA3-greedy_multi-2P,1.9005993634926113
UNSGA3-greedy_multi-2P,1.8836835962245988
UNSGA3-greedy_multi-2P,1.8921422203454092
UNSGA3-greedy_multi-2P,1.8924099360394118
UNSGA3-greedy_multi-2P,1.9008934651008114
AGEMOEA2-random_dense-UX,1.429581126938341
AGEMOEA2-random_dense-UX,1.4187275370371766
AGEMOEA2-random_dense-UX,1.4387624602990887
AGEMOEA2-random_dense-UX,1.4479658594501814
AGEMOEA2-random_dense-UX,1.4284921995217745
AGEMOEA2-random_dense-HUX,1.4505635557114642
AGEMOEA2-random_dense-HUX,1.4157203837058572
AGEMOEA2-random_dense-HUX,1.427477140823364
AGEMOEA2-random_dense-HUX,1.4292316132586984
AGEMOEA2-random_dense-HUX,1.4244574522508147
AGEMOEA2-random_dense-1P,1.491775379209301
AGEMOEA2-random_dense-1P,1.4829067248374803
AGEMOEA2-random_dense-1P,1.4822678579472086
AGEMOEA2-random_dense-1P,1.5101508709002731
AGEMOEA2-random_dense-1P,1.48036682463926
AGEMOEA2-random_dense-2P,1.4827983919681165
AGEMOEA2-random_dense-2P,1.48863629495491
AGEMOEA2-random_dense-2P,1.48686859005329
AGEMOEA2-random_dense-2P,1.4887793441145274
AGEMOEA2-random_dense-2P,1.4563782733418043
AGEMOEA2-greedy_ting-UX,1.4674911615437012
AGEMOEA2-greedy_ting-UX,1.4947319588182388
AGEMOEA2-greedy_ting-UX,1.503346472503328
AGEMOEA2-greedy_ting-UX,1.4936171962026576
AGEMOEA2-greedy_ting-UX,1.5096248920149629
AGEMOEA2-greedy_ting-HUX,1.5272717896181283
AGEMOEA2-greedy_ting-HUX,1.4920118130627211
AGEMOEA2-greedy_ting-HUX,1.507429301335791
AGEMOEA2-greedy_ting-HUX,1.51283502665052
AGEMOEA2-greedy_ting-HUX,1.4909360401599348
AGEMOEA2-greedy_ting-1P,1.5060882855089488
AGEMOEA2-greedy_ting-1P,1.4793818862926336
AGEMOEA2-greedy_ting-1P,1.5434087211323768
AGEMOEA2-greedy_ting-1P,1.51203888528187
AGEMOEA2-greedy_ting-1P,1.5345505489591629
AGEMOEA2-greedy_ting-2P,1.5144471462853264
AGEMOEA2-greedy_ting-2P,1.5028572325297989
AGEMOEA2-greedy_ting-2P,1.5262532509477487
AGEMOEA2-greedy_ting-2P,1.492305794515494
AGEMOEA2-greedy_ting-2P,1.498202298846447
AGEMOEA2-greedy_multi-UX,1.8662843070506316
AGEMOEA2-greedy_multi-UX,1.8572153077489089
AGEMOEA2-greedy_multi-UX,1.8500889544273897
AGEMOEA2-greedy_multi-UX,1.8609184265376013
AGEMOEA2-greedy_multi-UX,1.8655084632813002
AGEMOEA2-greedy_multi-HUX,1.8489743111093027
AGEMOEA2-greedy_multi-HUX,1.8504901533039733
AGEMOEA2-greedy_multi-HUX,1.8513735549183008
AGEMOEA2-greedy_multi-HUX,1.8658397328878686
AGEMOEA2-greedy_multi-HUX,1.874403630985573
AGEMOEA2-greedy_multi-1P,1.8849368703132925
AGEMOEA2-greedy_multi-1P,1.8926651320264642
AGEMOEA2-greedy_multi-1P,1.8946339150557268
AGEMOEA2-greedy_multi-1P,1.8919326779694272
AGEMOEA2-greedy_multi-1P,1.8932876937329648
AGEMOEA2-greedy_multi-2P,1.8675200448230214
AGEMOEA2-greedy_multi-2P,1.876808578448779
AGEMOEA2-greedy_multi-2P,1.8924379579716204
AGEMOEA2-greedy_multi-2P,1.8850411490449224
AGEMOEA2-greedy_multi-2P,1.8845256996692588
SMSEMOA-random_dense-UX,1.3745700080612835
SMSEMOA-random_dense-UX,1.3803230027710862
SMSEMOA-random_dense-UX,1.3760325934594428
SMSEMOA-random_dense-UX,1.3764582751983871
SMSEMOA-random_dense-UX,1.371738433195953
SMSEMOA-random_dense-HUX,1.380499985603876
SMSEMOA-random_dense-HUX,1.3730833902366624
SMSEMOA-random_dense-HUX,1.3799921740098058
SMSEMOA-random_dense-HUX,1.3690691960049775
SMSEMOA-random_dense-HUX,1.384673296031987
SMSEMOA-random_dense-1P,1.4527525163455304
SMSEMOA-random_dense-1P,1.4465116214886264
SMSEMOA-random_dense-1P,1.4352646433448348
SMSEMOA-random_dense-1P,1.4174625324116308
SMSEMOA-random_dense-1P,1.4466970954353613
SMSEMOA-random_dense-2P,1.4251002720463
SMSEMOA-random_dense-2P,1.4135247919463505
SMSEMOA-random_dense-2P,1.4194488922435105
SMSEMOA-random_dense-2P,1.428142767806431
SMSEMOA-random_dense-2P,1.4026196333070151
SMSEMOA-greedy_ting-UX,1.5072543166322263
SMSEMOA-greedy_ting-UX,1.5193948645069073
SMSEMOA-greedy_ting-UX,1.526900172619593
SMSEMOA-greedy_ting-UX,1.5062171323033209
SMSEMOA-greedy_ting-UX,1.537528911809102
SMSEMOA-greedy_ting-HUX,1.4999765250672175
SMSEMOA-greedy_ting-HUX,1.5216332409963542
SMSEMOA-greedy_ting-HUX,1.5149476677569038
SMSEMOA-greedy_ting-HUX,1.5555870664449114
SMSEMOA-greedy_ting-HUX,1.5246667373674971
SMSEMOA-greedy_ting-1P,1.5703041019363981
SMSEMOA-greedy_ting-1P,1.5590784084587177
SMSEMOA-greedy_ting-1P,1.5831339534684774
SMSEMOA-greedy_ting-1P,1.5360377820844824
SMSEMOA-greedy_ting-1P,1.509892250043893
SMSEMOA-greedy_ting-2P,1.5037052530140274
SMSEMOA-greedy_ting-2P,1.4824358930076322
SMSEMOA-greedy_ting-2P,1.497536647071241
SMSEMOA-greedy_ting-2P,1.5300529375281213
SMSEMOA-greedy_ting-2P,1.5275048760834007
SMSEMOA-greedy_multi-UX,1.9084551264600198
SMSEMOA-greedy_multi-UX,1.898871835337613
SMSEMOA-greedy_multi-UX,1.9086475919488664
SMSEMOA-greedy_multi-UX,1.8992166489376923
SMSEMOA-greedy_multi-UX,1.9088938794585029
SMSEMOA-greedy_multi-HUX,1.9009628046318006
SMSEMOA-greedy_multi-HUX,1.9078960550837927
SMSEMOA-greedy_multi-HUX,1.9095505066516236
SMSEMOA-greedy_multi-HUX,1.9101369480168229
SMSEMOA-greedy_multi-HUX,1.9007966524237692
SMSEMOA-greedy_multi-1P,1.9179059973762762
SMSEMOA-greedy_multi-1P,1.9049429491490217
SMSEMOA-greedy_multi-1P,1.9027020796081662
SMSEMOA-greedy_multi-1P,1.9098486373725132
SMSEMOA-greedy_multi-1P,1.919253619993535
SMSEMOA-greedy_multi-2P,1.9110725877979973
SMSEMOA-greedy_multi-2P,1.9092830207408538
SMSEMOA-greedy_multi-2P,1.9101304906856418
SMSEMOA-greedy_multi-2P,1.9008796927994422
SMSEMOA-greedy_multi-2P,1.909196376993312
RVEA-random_dense-UX,1.5447896569387995
RVEA-random_dense-UX,1.5232462756081901
RVEA-random_dense-UX,1.5367482977111124
RVEA-random_dense-UX,1.5433559124261818
RVEA-random_dense-UX,1.553073158310216
RVEA-random_dense-HUX,1.5424790728072186
RVEA-random_dense-HUX,1.5889004837971505
RVEA-random_dense-HUX,1.593613657020658
RVEA-random_dense-HUX,1.5541543634650228
RVEA-random_dense-HUX,1.546794143709556
RVEA-random_dense-1P,1.5706844808728646
RVEA-random_dense-1P,1.5678711253374162
RVEA-random_dense-1P,1.6035960602902375
RVEA-random_dense-1P,1.5765875022631384
RVEA-random_dense-1P,1.5961342299855155
RVEA-random_dense-2P,1.5782797152383652
RVEA-random_dense-2P,1.6012895379353762
RVEA-random_dense-2P,1.5548802492481886
RVEA-random_dense-2P,1.5761571564276455
RVEA-random_dense-2P,1.5723090647082196
RVEA-greedy_ting-UX,1.718396104134576
RVEA-greedy_ting-UX,1.7666997554730808
RVEA-greedy_ting-UX,1.7747846233776128
RVEA-greedy_ting-UX,1.7871740499136124
RVEA-greedy_ting-UX,1.752743834585161
RVEA-greedy_ting-HUX,1.7737841264783891
RVEA-greedy_ting-HUX,1.787872687131627
RVEA-greedy_ting-HUX,1.7539718151939092
RVEA-greedy_ting-HUX,1.791776339239854
RVEA-greedy_ting-HUX,1.7618841322402519
RVEA-greedy_ting-1P,1.8597455077175524
RVEA-greedy_ting-1P,1.789794661279907
RVEA-greedy_ting-1P,1.8430708727478526
RVEA-greedy_ting-1P,1.734667773786819
RVEA-greedy_ting-1P,1.7260796664328613
RVEA-greedy_ting-2P,1.865660634168995
RVEA-greedy_ting-2P,1.8312414775457062
RVEA-greedy_ting-2P,1.8172213828967734
RVEA-greedy_ting-2P,1.8251943054013797
RVEA-greedy_ting-2P,1.8098435333266243
RVEA-greedy_multi-UX,1.9373054550650641
RVEA-greedy_multi-UX,1.9396316211946716
RVEA-greedy_multi-UX,1.9290570513318928
RVEA-greedy_multi-UX,1.9282964569225365
RVEA-greedy_multi-UX,1.9291038320196732
RVEA-greedy_multi-HUX,1.928386650098987
RVEA-greedy_multi-HUX,1.9294224066961834
RVEA-greedy_multi-HUX,1.9284956806696707
RVEA-greedy_multi-HUX,1.9287661681827928
RVEA-greedy_multi-HUX,1.9455418381336422
RVEA-greedy_multi-1P,1.9394935045781152
RVEA-greedy_multi-1P,1.9476575749852691
RVEA-greedy_multi-1P,1.9473031794688533
RVEA-greedy_multi-1P,1.9468545400160913
RVEA-greedy_multi-1P,1.930293983984823
RVEA-greedy_multi-2P,1.93915782749527
RVEA-greedy_multi-2P,1.9378972387943174
RVEA-greedy_multi-2P,1.9312985648823264
RVEA-greedy_multi-2P,1.9467528595605559
RVEA-greedy_multi-2P,1.9464112110160492
