config,IGD+
SPEA2-random_dense-UX,0.5885456757846433
SPEA2-random_dense-UX,0.5227816408425633
SPEA2-random_dense-UX,0.5799989795683197
SPEA2-random_dense-UX,0.5912651637376238
SPEA2-random_dense-UX,0.5680820979738218
SPEA2-random_dense-HUX,0.5479119480201042
SPEA2-random_dense-HUX,0.6134988169036752
SPEA2-random_dense-HUX,0.5591340982563314
SPEA2-random_dense-HUX,0.5959556273974966
SPEA2-random_dense-HUX,0.610374772691244
SPEA2-random_dense-1P,0.5524414115082312
SPEA2-random_dense-1P,0.5592212913759795
SPEA2-random_dense-1P,0.5210722970528527
SPEA2-random_dense-1P,0.5041390323814449
SPEA2-random_dense-1P,0.576121005226014
SPEA2-random_dense-2P,0.5591108838058348
SPEA2-random_dense-2P,0.5245469220801862
SPEA2-random_dense-2P,0.5362340397988188
SPEA2-random_dense-2P,0.5953835546432831
SPEA2-random_dense-2P,0.5221666982820635
SPEA2-greedy_ting-UX,0.04292402034766145
SPEA2-greedy_ting-UX,0.103831843727136
SPEA2-greedy_ting-UX,0.05977187649287858
SPEA2-greedy_ting-UX,0.06723178699151408
SPEA2-greedy_ting-UX,0.173320118539477
SPEA2-greedy_ting-HUX,0.06924006284897129
SPEA2-greedy_ting-HUX,0.09777023352875516
SPEA2-greedy_ting-HUX,0.05625257345135726
SPEA2-greedy_ting-HUX,0.10730245315088156
SPEA2-greedy_ting-HUX,0.1529693442707996
SPEA2-greedy_ting-1P,0.24176969765972833
SPEA2-greedy_ting-1P,0.19529125156091734
SPEA2-greedy_ting-1P,0.1731865172042737
SPEA2-greedy_ting-1P,0.1446417597631092
SPEA2-greedy_ting-1P,0.24097788373863166
SPEA2-greedy_ting-2P,0.27884740305625344
SPEA2-greedy_ting-2P,0.2850002717174202
SPEA2-greedy_ting-2P,0.2847738022371992
SPEA2-greedy_ting-2P,0.20596781744003173
SPEA2-greedy_ting-2P,0.2352982969700865
SPEA2-greedy_multi-UX,0.011256677584172682
SPEA2-greedy_multi-UX,0.001849317174200323
SPEA2-greedy_multi-UX,0.014915153159946088
SPEA2-greedy_multi-UX,0.014865344773650525
SPEA2-greedy_multi-UX,0.01492605476669256
SPEA2-greedy_multi-HUX,0.003717426681534225
SPEA2-greedy_multi-HUX,0.0009039380256551377
SPEA2-greedy_multi-HUX,0.007446390019256001
SPEA2-greedy_multi-HUX,0.0009039380256551377
SPEA2-greedy_multi-HUX,0.014872404827088806
SPEA2-greedy_multi-1P,0.005653608077266566
SPEA2-greedy_multi-1P,0.005578690968327432
SPEA2-greedy_multi-1P,1.3100551096489887e-05
SPEA2-greedy_multi-1P,0.001850553435133499
SPEA2-greedy_multi-1P,0.00743745953336268
SPEA2-greedy_multi-2P,0.011158628863847001
SPEA2-greedy_multi-2P,0.01487150138464067
SPEA2-greedy_multi-2P,0.003707194794070331
SPEA2-greedy_multi-2P,0.005571736685465435
SPEA2-greedy_multi-2P,0.01301274638838157
NSGA2-random_dense-UX,0.3601614092826421
NSGA2-random_dense-UX,0.35555195573616866
NSGA2-random_dense-UX,0.32867017002309645
NSGA2-random_dense-UX,0.3667314573095869
NSGA2-random_dense-UX,0.34339891319941657
NSGA2-random_dense-HUX,0.3437411778637019
NSGA2-random_dense-HUX,0.3621788951755828
NSGA2-random_dense-HUX,0.36696067906835145
NSGA2-random_dense-HUX,0.39719459231148235
NSGA2-random_dense-HUX,0.36662437601552794
NSGA2-random_dense-1P,0.47717042786073977
NSGA2-random_dense-1P,0.5278009636394617
NSGA2-random_dense-1P,0.5199047281727083
NSGA2-random_dense-1P,0.4707641147757544
NSGA2-random_dense-1P,0.46939992164182276
