algorithm,init_cross,Compacidad ($f_1$ min),Tolerancia Real ($f_2$ max),Disimilitud ($f_3$ max) / $f_1$,Varianza ($f_4$ min) / $f_1^2$
RVEA,greedy_ting+UX,0.006666666666666667,0.0,0.8385204081632652,0.3438033437225933
RVEA,greedy_ting+UX,0.008888888888888889,0.0,0.6819341372912799,0.2819085936740731
RVEA,greedy_ting+UX,0.011111111111111112,0.0,0.5595238095238096,0.22469739267310682
RVEA,greedy_ting+UX,0.02,0.0,0.3831313775510204,0.13828699224298002
RVEA,greedy_ting+UX,0.006666666666666667,0.0,0.9647959183673469,0.4084983683702038
RVEA,greedy_ting+UX,0.0044444444444444444,0.0,0.8734410430839001,0.3917351066025676
RVEA,greedy_ting+UX,0.006666666666666667,0.0,0.757142857142857,0.3205936707137949
RVEA,greedy_ting+UX,0.011111111111111112,0.0,0.626062925170068,0.26157888580369915
RVEA,greedy_ting+UX,0.013333333333333334,0.0,0.4647762951334379,0.1777197667123809
RVEA,greedy_ting+UX,0.006666666666666667,0.0,0.9191326530612243,0.3664001965435587
RVEA,greedy_ting+UX,0.011111111111111112,0.0,0.8029336734693877,0.2939278824577631
RVEA,greedy_ting+UX,0.03111111111111111,0.0,0.6695213799805635,0.14739503125757455
RVEA,greedy_ting+UX,0.011111111111111112,0.0,0.9377125850340134,0.2873538441874765
RVEA,greedy_ting+UX,0.03111111111111111,0.009900990099009901,0.8298712342079688,0.21447420336922532
RVEA,greedy_ting+UX,0.27111111111111114,0.21782178217821782,0.5208728840373359,0.03654284007006398
RVEA,greedy_ting+UX,0.2866666666666667,0.19801980198019803,0.41455957382953174,0.03389369473954785
RVEA,greedy_ting+UX,0.20666666666666667,0.1485148514851485,0.5905102040816327,0.048192536648692115
RVEA,greedy_ting+UX,0.2111111111111111,0.12871287128712872,0.48714485794317725,0.05586408343154036
RVEA,greedy_ting+UX,0.20444444444444446,0.13861386138613863,0.4083307565450422,0.03767124127766221
RVEA,greedy_ting+UX,0.16444444444444445,0.10891089108910891,0.5778061224489796,0.07403306897825654
RVEA,greedy_ting+UX,0.16444444444444445,0.10891089108910891,0.48086734693877553,0.05344511557923106
RVEA,greedy_ting+UX,0.14222222222222222,0.0594059405940594,0.624119718309859,0.08307649434624097
RVEA,greedy_ting+UX,0.11777777777777777,0.06930693069306931,0.646173469387755,0.08534273210849067
RVEA,greedy_ting+UX,0.10444444444444445,0.04950495049504951,0.7318121693121692,0.09179709394026248
RVEA,greedy_ting+UX,0.09555555555555556,0.019801980198019802,0.603469387755102,0.10135185535805155
RVEA,greedy_ting+UX,0.5844444444444444,0.46534653465346537,0.4837396069538925,0.035918001478962756
RVEA,greedy_ting+UX,0.4311111111111111,0.32673267326732675,0.5049433952685551,0.03669581852756545
RVEA,greedy_ting+UX,0.35333333333333333,0.22772277227722773,0.5185025817555938,0.05405965752097917
RVEA,greedy_ting+UX,0.35333333333333333,0.22772277227722773,0.46961826899434456,0.03853447340746186
RVEA,greedy_ting+UX,0.28,0.19801980198019803,0.5549620224029461,0.04564693048136898
RVEA,greedy_ting+UX,0.24888888888888888,0.13861386138613863,0.5344602126564911,0.04498449128105711
RVEA,greedy_ting+UX,0.18444444444444444,0.1188118811881188,0.5916666666666665,0.058659412859857256
RVEA,greedy_ting+UX,0.6733333333333333,0.5346534653465347,0.47963298222514805,0.027302041581590185
RVEA,greedy_ting+UX,0.5333333333333333,0.40594059405940597,0.5130184664959101,0.03208798758741865
RVEA,greedy_ting+UX,0.5311111111111111,0.40594059405940597,0.46242948398871747,0.027912000603134077
RVEA,greedy_ting+UX,0.37555555555555553,0.25742574257425743,0.5371637291280148,0.04490197915241275
RVEA,greedy_ting+UX,0.3244444444444444,0.21782178217821782,0.5654845271441908,0.05227396431104047
RVEA,greedy_ting+UX,0.7511111111111111,0.5742574257425742,0.47768041999408456,0.030209368638831335
RVEA,greedy_ting+UX,0.6266666666666667,0.42574257425742573,0.5013990890473836,0.030582900973861897
RVEA,greedy_ting+UX,0.5088888888888888,0.37623762376237624,0.4916118989968868,0.0394328552118657
RVEA,greedy_ting+UX,0.3688888888888889,0.297029702970297,0.5204450277220714,0.03689180463545421
RVEA,greedy_ting+UX,0.6466666666666666,0.49504950495049505,0.46757293521435417,0.032464240387210665
RVEA,greedy_ting+UX,0.5533333333333333,0.42574257425742573,0.5155253507653061,0.03313140608046962
RVEA,greedy_ting+UX,0.4888888888888889,0.36633663366336633,0.5242122179268182,0.03086902154426565
RVEA,greedy_ting+UX,0.7422222222222222,0.5544554455445545,0.47406711951642827,0.030237193804106173
