algorithm,init_cross,Compacidad ($f_1$ min),Tolerancia Real ($f_2$ max),Disimilitud ($f_3$ max) / $f_1$,Varianza ($f_4$ min) / $f_1^2$
RVEA,greedy_multi+UX,0.0022222222222222222,0.0,0.9948979591836732,0.506851112243521
RVEA,greedy_multi+UX,0.0022222222222222222,0.0,0.9068877551020406,0.4748167801715573
RVEA,greedy_multi+UX,0.0,0.0,0.9961734693877549,0.4889389989892828
RVEA,greedy_multi+UX,0.022222222222222223,0.009900990099009901,0.91859243697479,0.3075069307647173
RVEA,greedy_multi+UX,0.022222222222222223,0.009900990099009901,0.8279561824729891,0.25885583297597753
RVEA,greedy_multi+UX,0.022222222222222223,0.009900990099009901,0.73671968787515,0.21162603329426305
RVEA,greedy_multi+UX,0.015555555555555555,0.009900990099009901,0.9872448979591836,0.3700348313234114
RVEA,greedy_multi+UX,0.015555555555555555,0.009900990099009901,0.9365889212827987,0.3386098504735306
RVEA,greedy_multi+UX,0.015555555555555555,0.009900990099009901,0.8739067055393585,0.233481930271541
RVEA,greedy_multi+UX,0.015555555555555555,0.009900990099009901,0.8452988338192418,0.23774936263308097
RVEA,greedy_multi+UX,0.017777777777777778,0.0,0.7233843537414965,0.2241007725060142
RVEA,greedy_multi+UX,0.013333333333333334,0.009900990099009901,0.9942111459968602,0.3088573823365438
RVEA,greedy_multi+UX,0.013333333333333334,0.009900990099009901,0.9475078492935636,0.2512769888886088
RVEA,greedy_multi+UX,0.013333333333333334,0.009900990099009901,0.8906004709576135,0.2518232370491258
RVEA,greedy_multi+UX,0.013333333333333334,0.009900990099009901,0.855278649921507,0.23318842028362516
RVEA,greedy_multi+UX,0.011111111111111112,0.009900990099009901,0.9938350340136054,0.297843559114461
RVEA,greedy_multi+UX,0.011111111111111112,0.009900990099009901,0.9479166666666663,0.3115168602082957
RVEA,greedy_multi+UX,0.011111111111111112,0.009900990099009901,0.9081632653061225,0.2772843256941721
RVEA,greedy_multi+UX,0.011111111111111112,0.0,0.9902210884353737,0.2732239100461324
RVEA,greedy_multi+UX,0.011111111111111112,0.0,0.9623724489795917,0.2812882394041731
RVEA,greedy_multi+UX,0.008888888888888889,0.0,0.9885204081632651,0.29846230921306016
RVEA,greedy_multi+UX,0.03777777777777778,0.019801980198019802,0.9887329931972787,0.2676458338723
