algorithm,init_cross,Compacidad ($f_1$ min),Tolerancia Real ($f_2$ max),Disimilitud ($f_3$ max) / $f_1$,Varianza ($f_4$ min) / $f_1^2$
AGEMOEA2,random_dense+HUX,0.7533333333333333,0.8514851485148515,0.6875516102394715,0.029535799625617108
AGEMOEA2,random_dense+HUX,0.7977777777777778,0.900990099009901,0.6573895951823352,0.026726816001441778
AGEMOEA2,random_dense+HUX,0.8222222222222222,0.9108910891089109,0.6260657446002273,0.024326009952454895
AGEMOEA2,random_dense+HUX,0.7066666666666667,0.801980198019802,0.5802551020408162,0.016907886654592898
AGEMOEA2,random_dense+HUX,0.7044444444444444,0.693069306930693,0.49718127991937516,0.006052112187866715
AGEMOEA2,random_dense+HUX,0.4288888888888889,0.40594059405940597,0.6463392857142856,0.016440379620955365
AGEMOEA2,random_dense+HUX,0.4266666666666667,0.5148514851485149,0.6811160393805763,0.02516949108439144
AGEMOEA2,random_dense+HUX,0.44222222222222224,0.4158415841584158,0.5843322765999602,0.010387978594685623
AGEMOEA2,random_dense+HUX,0.6444444444444445,0.7524752475247525,0.7374896928468355,0.03614609150971814
AGEMOEA2,random_dense+HUX,0.40444444444444444,0.42574257425742573,0.6884313249109166,0.022414823471659157
AGEMOEA2,random_dense+HUX,0.5288888888888889,0.504950495049505,0.7320127030403999,0.027407859006381024
AGEMOEA2,random_dense+HUX,0.62,0.6435643564356436,0.7297077922077922,0.02950390769916944
AGEMOEA2,random_dense+HUX,0.8577777777777778,0.9108910891089109,0.5822395752194007,0.017902694224253873
AGEMOEA2,random_dense+HUX,0.6066666666666667,0.5742574257425742,0.47744169096209904,0.003782489912339047
AGEMOEA2,random_dense+HUX,0.5244444444444445,0.6138613861386139,0.7579732510288065,0.04352509959861188
AGEMOEA2,random_dense+HUX,0.4088888888888889,0.4752475247524752,0.7281560529971148,0.02748717558968316
AGEMOEA2,random_dense+HUX,0.7133333333333334,0.6732673267326733,0.5961843578894971,0.012447965041015382
AGEMOEA2,random_dense+HUX,0.45555555555555555,0.46534653465346537,0.551742395071236,0.010748803812182258
AGEMOEA2,random_dense+HUX,0.5733333333333334,0.6138613861386139,0.5418511744320368,0.010254878949380654
AGEMOEA2,random_dense+HUX,0.5911111111111111,0.5148514851485149,0.5412975629812363,0.006528850021186454
AGEMOEA2,random_dense+HUX,0.7222222222222222,0.8217821782178217,0.7077391197442832,0.03261450525142844
AGEMOEA2,random_dense+HUX,0.5666666666666667,0.594059405940594,0.7415290543698395,0.029536717412301197
AGEMOEA2,random_dense+HUX,0.8466666666666667,0.8910891089108911,0.5641897222806647,0.014454917276795017
AGEMOEA2,random_dense+HUX,0.6644444444444444,0.6138613861386139,0.6360460851007069,0.016328665989694964
AGEMOEA2,random_dense+HUX,0.5466666666666666,0.5148514851485149,0.5141818585141565,0.004387830432707803
AGEMOEA2,random_dense+HUX,0.7022222222222222,0.6633663366336634,0.5309558033739812,0.006923606617791303
AGEMOEA2,random_dense+HUX,0.5622222222222222,0.6534653465346535,0.7530808477237045,0.04378648791222685
AGEMOEA2,random_dense+HUX,0.44666666666666666,0.46534653465346537,0.7400166797488226,0.028368590257782312
AGEMOEA2,random_dense+HUX,0.49777777777777776,0.48514851485148514,0.5296680360455871,0.007194470572229007
AGEMOEA2,random_dense+HUX,0.43777777777777777,0.4752475247524752,0.592299419767907,0.01587355821140247
AGEMOEA2,random_dense+HUX,0.7644444444444445,0.8415841584158416,0.5994062154776438,0.018457857853807037
AGEMOEA2,random_dense+HUX,0.78,0.8415841584158416,0.5610605974233269,0.013976584351522941
AGEMOEA2,random_dense+HUX,0.7688888888888888,0.8712871287128713,0.6496177082731107,0.026526558373383094
AGEMOEA2,random_dense+HUX,0.72,0.7128712871287128,0.6186609840310745,0.015732648845005564
AGEMOEA2,random_dense+HUX,0.6022222222222222,0.5445544554455446,0.5563977389516959,0.008141658212416927
AGEMOEA2,random_dense+HUX,0.4222222222222222,0.42574257425742573,0.6239575779550398,0.013814148553498483
AGEMOEA2,random_dense+HUX,0.4866666666666667,0.45544554455445546,0.7504063572331587,0.032593674706270254
AGEMOEA2,random_dense+HUX,0.7422222222222222,0.7128712871287128,0.5321196660482373,0.008427375337283716
AGEMOEA2,random_dense+HUX,0.4577777777777778,0.5445544554455446,0.6906618281115262,0.027389248188196207
AGEMOEA2,random_dense+HUX,0.5422222222222223,0.6138613861386139,0.6440106919261728,0.021999347944413324
AGEMOEA2,random_dense+HUX,0.7022222222222222,0.8118811881188119,0.6438246351172048,0.023339022698373076
AGEMOEA2,random_dense+HUX,0.7866666666666666,0.8217821782178217,0.5402969359488947,0.011042138546608508
AGEMOEA2,random_dense+HUX,0.4311111111111111,0.504950495049505,0.739840339120723,0.0353513745704533
AGEMOEA2,random_dense+HUX,0.4488888888888889,0.5346534653465347,0.6982045210428667,0.03246174582905824
AGEMOEA2,random_dense+HUX,0.7777777777777778,0.7920792079207921,0.5299226833590579,0.00932226582429751
AGEMOEA2,random_dense+HUX,0.6955555555555556,0.8118811881188119,0.7178252551020406,0.03436755402011013
AGEMOEA2,random_dense+HUX,0.5866666666666667,0.594059405940594,0.6949459673168159,0.020978604024852774
AGEMOEA2,random_dense+HUX,0.5,0.6138613861386139,0.7076552603800139,0.031087343632645995
AGEMOEA2,random_dense+HUX,0.7977777777777778,0.8316831683168316,0.5960814653730345,0.01678638635479001
AGEMOEA2,random_dense+HUX,0.54,0.6138613861386139,0.7401020408163266,0.038393241395201574
AGEMOEA2,random_dense+HUX,0.47555555555555556,0.44554455445544555,0.6362025579462555,0.015606011458060703
AGEMOEA2,random_dense+HUX,0.6933333333333334,0.7425742574257426,0.6780156419934744,0.023348568156527274
AGEMOEA2,random_dense+HUX,0.6555555555555556,0.7029702970297029,0.7022317205027705,0.027055565692429118
AGEMOEA2,random_dense+HUX,0.5244444444444445,0.5346534653465347,0.7529656924498191,0.03238469162034756
AGEMOEA2,random_dense+HUX,0.6422222222222222,0.6237623762376238,0.5376792608935465,0.008694493489817781
AGEMOEA2,random_dense+HUX,0.3844444444444444,0.42574257425742573,0.6734977324263037,0.02136704420304852
AGEMOEA2,random_dense+HUX,0.4955555555555556,0.43564356435643564,0.5642968056787931,0.007225895047906691
AGEMOEA2,random_dense+HUX,0.6,0.6237623762376238,0.5466136815737124,0.00932826246241911
AGEMOEA2,random_dense+HUX,0.8088888888888889,0.8811881188118812,0.6085833929259034,0.01937557280265592
AGEMOEA2,random_dense+HUX,0.49777777777777776,0.5841584158415841,0.7604083841328736,0.03614943771099981
