algorithm,init_cross,Compacidad ($f_1$ min),Tolerancia Real ($f_2$ max),Disimilitud ($f_3$ max) / $f_1$,Varianza ($f_4$ min) / $f_1^2$
SPEA2,random_dense+UX,0.6622222222222223,0.7623762376237624,0.7139051522248242,0.037284213793368694
SPEA2,random_dense+UX,0.46,0.39603960396039606,0.5034927522410834,0.0069702529403883485
SPEA2,random_dense+UX,0.5622222222222222,0.6138613861386139,0.6531397174254318,0.021094571744221146
SPEA2,random_dense+UX,0.44666666666666666,0.43564356435643564,0.5448513540031398,0.008695821900632889
SPEA2,random_dense+UX,0.5844444444444444,0.6633663366336634,0.7318121693121692,0.04141976374909033
SPEA2,random_dense+UX,0.5377777777777778,0.5346534653465347,0.7171901893287433,0.030659275643973746
SPEA2,random_dense+UX,0.6711111111111111,0.6237623762376238,0.5222863417211544,0.009444446242629504
SPEA2,random_dense+UX,0.5133333333333333,0.43564356435643564,0.5098932430114902,0.006199993550347274
SPEA2,random_dense+UX,0.4688888888888889,0.37623762376237624,0.5315952068900954,0.007799943911662695
SPEA2,random_dense+UX,0.6488888888888888,0.6534653465346535,0.5457349327690941,0.009461768633250899
SPEA2,random_dense+UX,0.6288888888888889,0.5742574257425742,0.5436136523574946,0.009565838606753089
SPEA2,random_dense+UX,0.7822222222222223,0.8514851485148515,0.6328768972770166,0.028254559857616386
SPEA2,random_dense+UX,0.76,0.7524752475247525,0.5572590784164669,0.014794621132266787
SPEA2,random_dense+UX,0.40444444444444444,0.45544554455445546,0.6978930461073317,0.031590763405737306
SPEA2,random_dense+UX,0.3711111111111111,0.31683168316831684,0.6332248416608023,0.01994935580956623
SPEA2,random_dense+UX,0.40444444444444444,0.4158415841584158,0.6775523701544107,0.02032124648501775
SPEA2,random_dense+UX,0.4444444444444444,0.46534653465346537,0.7522244405008379,0.041860697501678416
SPEA2,random_dense+UX,0.5911111111111111,0.6138613861386139,0.5452222097630259,0.010127068991832246
SPEA2,random_dense+UX,0.5,0.5346534653465347,0.6898750879662208,0.02224767942677067
SPEA2,random_dense+UX,0.5755555555555556,0.6336633663366337,0.6110173392665336,0.01602478497478469
SPEA2,random_dense+UX,0.3711111111111111,0.39603960396039606,0.6652738681679566,0.02102994977164246
SPEA2,random_dense+UX,0.5822222222222222,0.6138613861386139,0.5932924284955617,0.013734511831773653
SPEA2,random_dense+UX,0.7933333333333333,0.7821782178217822,0.5801679188158778,0.01739693666266509
SPEA2,random_dense+UX,0.46444444444444444,0.4752475247524752,0.6792209939531366,0.021487443103100516
SPEA2,random_dense+UX,0.8244444444444444,0.8514851485148515,0.5901428031530073,0.021646905609973073
SPEA2,random_dense+UX,0.4288888888888889,0.43564356435643564,0.6669642857142856,0.019571020634178544
SPEA2,random_dense+UX,0.44,0.4752475247524752,0.6897399203583872,0.022046331379154387
SPEA2,random_dense+UX,0.5155555555555555,0.5148514851485149,0.6373334898813081,0.017099592637048223
SPEA2,random_dense+UX,0.5844444444444444,0.504950495049505,0.5017857142857142,0.00620345264334705
SPEA2,random_dense+UX,0.7155555555555555,0.8118811881188119,0.6821808510638296,0.032622146359953766
SPEA2,random_dense+UX,0.5955555555555555,0.6336633663366337,0.659856215213358,0.022850831803631965
SPEA2,random_dense+UX,0.7622222222222222,0.7920792079207921,0.5825218658892127,0.017767076650047616
