Compacidad_pw,Tolerancia_pw,Hamming_pw,Balance_pw,Compacidad_ref,Tolerancia_ref,Hamming_ref,Balance_ref
0.1522638189956894,0.24753854832756092,0.25168479910747166,0.348512833569278,0.25,0.25,0.25,0.25
