Compacidad,Tolerancia,Hamming,Balance
7.0,0.0,0.5073454913880446,0.03301884734578917
15.0,0.0,0.5086879432624113,0.01519638725416236
24.0,5.0,0.5019946808510638,0.009316844731359908
15.0,0.0,0.450354609929078,0.013209094109954262
20.0,2.0,0.4451241134751773,0.009355658354710533
29.0,5.0,0.45081315725116167,0.006913937235409203
15.0,1.0,0.5046099290780142,0.014525635866740353
27.0,5.0,0.45150380877331237,0.007264907225081131
23.0,4.0,0.46523280912735127,0.008544691338796586
25.0,4.0,0.4548581560283688,0.007803348674613902
27.0,5.0,0.47149986866298926,0.007707623045736719
10.0,0.0,0.5072695035460992,0.02423793446003727
22.0,3.0,0.48827369439071566,0.009440258835006333
27.0,5.0,0.47721302863146836,0.00783767928778437
25.0,4.0,0.48907801418439717,0.008609788240027984
22.0,4.0,0.49500322372662797,0.010173731013580399
28.0,5.0,0.444750506585613,0.0070147517637468475
27.0,5.0,0.45422905174678224,0.007371013738879393
21.0,3.0,0.5051502870651807,0.01084496261828181
26.0,5.0,0.47596153846153844,0.008031672279575307
27.0,5.0,0.45715130023640665,0.007401358686033749
25.0,4.0,0.48737588652482267,0.008552688496554488
21.0,4.0,0.4855623100303952,0.009778526621150923
19.0,2.0,0.4953807390817469,0.011368419014883705
25.0,4.0,0.4798581560283688,0.008295015341280618
29.0,5.0,0.46065663976522375,0.00711706319515508
29.0,5.0,0.4445157740278797,0.006800823662683562
16.0,1.0,0.5080341312056738,0.014213350563784238
28.0,5.0,0.46143617021276595,0.007346417658281053
23.0,4.0,0.4503931544865865,0.008529387319104471
28.0,5.0,0.43686676798378926,0.006824370149070621
28.0,5.0,0.4535524316109423,0.00712738782843377
30.0,5.0,0.4400709219858156,0.006546409469677906
27.0,5.0,0.43282111899133174,0.0070008758905611606
29.0,6.0,0.4592198581560284,0.007280234009478885
27.0,5.0,0.4784278959810874,0.007925620016257138
27.0,5.0,0.46900446545836616,0.007632122376425088
28.0,5.0,0.4703014184397163,0.007467610695628809
30.0,5.0,0.43108747044917256,0.006405515595571428
23.0,4.0,0.50177304964539,0.009629643971422018
17.0,3.0,0.4865456821026283,0.012506409242257766
30.0,6.0,0.4560579196217494,0.007073230687870653
28.0,5.0,0.458903242147923,0.00724415100844924
19.0,3.0,0.49332773422919,0.011806917972880509
21.0,4.0,0.482016210739615,0.009743967251404332
25.0,4.0,0.4656382978723404,0.007911472008450297
26.0,4.0,0.4595949263502455,0.0077165949064835065
30.0,5.0,0.4402186761229315,0.006572962425040081
28.0,4.0,0.4258801925025329,0.0067762552220790384
19.0,3.0,0.4851623740201568,0.01073247839882762
16.0,0.0,0.45406693262411346,0.012722129163640848
14.0,0.0,0.4799265450861196,0.015179087092434533
28.0,5.0,0.4614678318135765,0.007352250955365661
27.0,4.0,0.4796099290780142,0.007936306025998714
27.0,5.0,0.45416338324139743,0.007352837172672606
17.0,1.0,0.4822695035460993,0.012011085334905228
25.0,5.0,0.46868794326241137,0.00811459056385493
30.0,5.0,0.45570330969267137,0.006864635379116769
16.0,2.0,0.48287898936170215,0.013361431056780058
26.0,4.0,0.4591175668303328,0.0076777915412533084
18.0,2.0,0.4649822695035461,0.011352013519794682
25.0,4.0,0.46209219858156025,0.007876473768925122
25.0,4.0,0.48719858156028367,0.008502790352597942
27.0,4.0,0.43505384817441556,0.006965100613396002
20.0,3.0,0.463209219858156,0.009825516510738928
29.0,5.0,0.46084005869405725,0.00716308613988068
30.0,5.0,0.45085697399527186,0.006817626509677021
24.0,4.0,0.488031914893617,0.008802046656774492
30.0,5.0,0.4466903073286052,0.006701023869803122
30.0,6.0,0.46090425531914897,0.007140750486226395
15.0,2.0,0.5044326241134752,0.014732124893114082
22.0,3.0,0.4352433913604127,0.008461540315185269
22.0,4.0,0.49028852353320435,0.00965929193733718
27.0,4.0,0.4468741791436827,0.0072030389804246045
25.0,4.0,0.47726950354609926,0.008269140133795986
26.0,5.0,0.48806601200218225,0.008292680018595894
26.0,5.0,0.45509410801963995,0.007526716981944898
25.0,4.0,0.44351063829787235,0.007597604496755664
26.0,5.0,0.4760979268957992,0.008048702232052975
25.0,4.0,0.454645390070922,0.007769909712791069
26.0,5.0,0.4882705946535734,0.008355223937457438
19.0,2.0,0.460946248600224,0.010409737017665087
18.0,1.0,0.46631205673758863,0.011177967238401839
18.0,2.0,0.5051713947990544,0.012004274099875709
17.0,1.0,0.45536086775135587,0.011829772962274299
29.0,5.0,0.45344216189777453,0.007015963734218596
27.0,4.0,0.45426188599947465,0.007369154036820889
18.0,2.0,0.48379629629629634,0.011407280630709555
27.0,5.0,0.4614854215918046,0.0075010516534284415
22.0,3.0,0.45285299806576407,0.008759810698033487
23.0,3.0,0.4466928769657724,0.00829605190343794
26.0,4.0,0.44950218221494814,0.007407637527236775
23.0,4.0,0.4773743447425224,0.00880915923991602
29.0,5.0,0.45555147957935926,0.007035047444303104
25.0,4.0,0.454822695035461,0.00778028771188569
28.0,5.0,0.44234422492401215,0.006946608749033821
22.0,4.0,0.48646034816247585,0.009407264546364903
24.0,4.0,0.4863696808510638,0.00872101847791231
28.0,5.0,0.470459726443769,0.007498473338237522
28.0,5.0,0.4590932117527862,0.007277821533019457
29.0,4.0,0.43497798972854,0.006659211151476155
30.0,5.0,0.45298463356973995,0.006837033648821588
18.0,2.0,0.48409180457052803,0.011635664980554083
28.0,4.0,0.44899316109422494,0.0070494367747665
29.0,5.0,0.44454634384935193,0.0068126480681338026
30.0,5.0,0.44024822695035465,0.006575509699377964
22.0,3.0,0.5034655061250807,0.010274608871130339
26.0,5.0,0.4882364975450082,0.008334751488442146
19.0,3.0,0.48847517730496454,0.011040829274209199
11.0,0.0,0.5075757575757576,0.02247938768731818
27.0,5.0,0.4516679800367744,0.007292964469181509
25.0,4.0,0.488936170212766,0.008600995925758264
18.0,2.0,0.4558707643814027,0.011120643135297115
22.0,4.0,0.4705029013539652,0.009057533855365056
29.0,5.0,0.4395023233064319,0.006737986942342581
27.0,5.0,0.4688402941949041,0.007604893104023861
29.0,5.0,0.4446991929567131,0.006840118106718319
18.0,1.0,0.45798857368006307,0.011010300543635894
22.0,3.0,0.4779980657640232,0.00921640137953054
19.0,2.0,0.4460619634191863,0.010376281813075884
30.0,5.0,0.4400413711583925,0.0065438517163232185
30.0,6.0,0.4453014184397163,0.00684356556930405
30.0,6.0,0.4610224586288416,0.00717361966897483
27.0,5.0,0.47580115576569476,0.007834577628177158
23.0,4.0,0.4873959296947271,0.009095182914427825
22.0,4.0,0.4622018052869116,0.009011774760236633
25.0,4.0,0.4298936170212766,0.007519137618832014
28.0,5.0,0.4537424012158055,0.007167614421560775
24.0,4.0,0.44754728132387706,0.00790547944296342
27.0,5.0,0.43994615182558444,0.007143712867625417
27.0,5.0,0.4688731284475965,0.007619099071574612
26.0,5.0,0.474290780141844,0.007989210171824154
22.0,4.0,0.4831157317859445,0.009321993170833372
26.0,5.0,0.4552645935624659,0.007551179518132901
22.0,4.0,0.4863394584139265,0.009383828030396578
25.0,4.0,0.4799645390070922,0.008344679593581853
22.0,4.0,0.4861379754996777,0.009361797737862576
26.0,4.0,0.4699604473540644,0.007848779332814325
29.0,6.0,0.4540841281486916,0.007176525385496757
