Compacidad,Tolerancia,Hamming,Balance
248.0,38.0,0.36458333333333337,0.002665630792546437
271.0,57.0,0.3932015649943733,0.003062141724425482
229.0,54.0,0.3990910217101799,0.00382433843864079
342.0,80.0,0.37763106051179957,0.0030609806348590863
246.0,51.0,0.40059029579657496,0.0033436397066337093
260.0,55.0,0.3931123840698309,0.0029642796607268866
283.0,62.0,0.3767197955040974,0.002738951205037
347.0,78.0,0.37275941709076793,0.0028785737094536093
270.0,62.0,0.37900577882847386,0.0028226268916652208
233.0,44.0,0.41083386600919247,0.004849036435300229
285.0,64.0,0.40892434988179666,0.004418357546499857
330.0,78.0,0.39335643670750053,0.0035640190951473387
232.0,36.0,0.35776626314502324,0.00267835113191847
273.0,56.0,0.39873483490504763,0.0032783677716909545
247.0,39.0,0.3730797944123812,0.0027729076397259825
258.0,58.0,0.36433764912859423,0.0027187480303906817
304.0,71.0,0.37364979936543485,0.0029622161439942407
255.0,55.0,0.3786538728966764,0.0030701008176659537
280.0,56.0,0.34747340425531914,0.0023375246219470153
238.0,44.0,0.4025344180225282,0.0036221670850855718
254.0,51.0,0.3823365164460825,0.002968001383917859
283.0,51.0,0.378405132446182,0.002682821375755967
256.0,51.0,0.36371066046099293,0.0025233595935243405
227.0,48.0,0.38186959102696283,0.003214254986589386
229.0,53.0,0.38824367431633067,0.003378102513103156
266.0,58.0,0.3841618674345438,0.0030635139859874145
291.0,72.0,0.40478845263337476,0.00382849903963633
292.0,62.0,0.371365855435733,0.0025828184874042304
266.0,65.0,0.3926738388524503,0.003357524428452491
250.0,55.0,0.39958156028368796,0.0035534702982747356
271.0,57.0,0.3655917144277826,0.002473189445676468
242.0,41.0,0.35204193775276943,0.0025290038724528445
256.0,57.0,0.40844553413120566,0.004315851847714486
239.0,39.0,0.37752974865723016,0.0029118777941396392
282.0,52.0,0.34792955585735125,0.002311490361751688
228.0,47.0,0.4074903570984198,0.004153051104982605
277.0,62.0,0.38683206595488645,0.002930616507190014
291.0,59.0,0.35728168945431504,0.0023521515792046355
265.0,63.0,0.4058343369463402,0.003703036627921903
311.0,66.0,0.3851194955645253,0.002963782113387932
265.0,48.0,0.35485748695303093,0.002411075294585188
251.0,51.0,0.35643949026588684,0.0026691954999103914
243.0,55.0,0.39325584449697926,0.003362062017122081
236.0,54.0,0.40844001682894576,0.004062498168956632
227.0,46.0,0.36679476364545255,0.0029572675773625275
242.0,44.0,0.37884649199929665,0.002854443813650717
258.0,46.0,0.37788292374512067,0.0029384341854578975
261.0,59.0,0.37338659275563163,0.002795708466048258
271.0,50.0,0.3516232236790453,0.0023024972328735014
288.0,53.0,0.35245518124507486,0.002342411226766468
291.0,70.0,0.40605578708781165,0.003985936364456695
245.0,56.0,0.3772832537270227,0.0029557888910068625
258.0,51.0,0.4028568090604211,0.003538674705700617
226.0,47.0,0.374113475177305,0.0030698103732873508
306.0,69.0,0.3788937560839939,0.0028042055479687625
272.0,47.0,0.369863370880267,0.0026154072478435245
222.0,36.0,0.3768329499712479,0.0030585183023706173
316.0,76.0,0.38065299847383066,0.003074982138745864
283.0,58.0,0.38876462922587274,0.0030507121446668992
299.0,65.0,0.3572902583078346,0.002482393646858715
245.0,44.0,0.35628528006947463,0.0025821718017497754
274.0,65.0,0.40403854118134286,0.003721617312587794
308.0,73.0,0.39585635995210466,0.003655638741045139
268.0,57.0,0.4122406584100773,0.0046981417899831035
244.0,48.0,0.34979580862690385,0.002405700418409162
312.0,73.0,0.39100575104564467,0.0032485415158551127
254.0,58.0,0.4044821857374211,0.0035852320620848926
323.0,70.0,0.37094064949608063,0.0027994237971487243
252.0,56.0,0.37194289654396034,0.0029333681754503964
218.0,45.0,0.40035542325460344,0.003774168976243375
223.0,47.0,0.3908063797983653,0.003423799546102651
317.0,71.0,0.36575441304785555,0.0027818178449842902
244.0,55.0,0.4089350075572608,0.004478092091508039
249.0,49.0,0.35998248312398534,0.0025051821879277843
267.0,45.0,0.36577615746274605,0.0026155437124700024
266.0,56.0,0.36148216285394336,0.0026747244197127444
246.0,48.0,0.39469094159026696,0.003127389893240413
274.0,63.0,0.39212545943987165,0.003254341208858997
228.0,40.0,0.3904908547965659,0.003299754586651141
302.0,69.0,0.3936669249917806,0.003365290191572864
285.0,64.0,0.3923261167102153,0.0030322426652649183
273.0,61.0,0.3924772036474164,0.0030848678205240287
217.0,40.0,0.39425842402849953,0.0034029175257448805
260.0,57.0,0.4010706492089471,0.003433114484957685
229.0,41.0,0.4013208832729413,0.003654719722333769
275.0,60.0,0.41113475177304964,0.004272899080105139
308.0,70.0,0.37076885880077365,0.0027116489095423022
267.0,59.0,0.3988299200467501,0.003366078707311759
273.0,53.0,0.386537812069727,0.002955026894720815
267.0,62.0,0.40938853029457856,0.004418557765349167
317.0,75.0,0.3992270174732085,0.0038407276379372065
277.0,60.0,0.3692327879765471,0.0025626267881003677
275.0,58.0,0.35723404255319147,0.0024108712542104875
273.0,55.0,0.3510703244745798,0.00240008329552518
272.0,66.0,0.4056339956195244,0.004417985291419255
251.0,46.0,0.3451442457121867,0.0023823580752613824
261.0,58.0,0.3785087361756474,0.0028901251136441925
237.0,45.0,0.3860759493670886,0.0030887346178812697
217.0,43.0,0.37579256136222505,0.003113229335150866
297.0,56.0,0.3523533204384268,0.002280457731426346
326.0,78.0,0.38588304398903533,0.003154187808707246
250.0,48.0,0.37926241134751776,0.0030248744026960253
233.0,52.0,0.3812437220345174,0.0032249803218390312
333.0,73.0,0.3885268246970374,0.0032098228414735052
254.0,53.0,0.41138242028257105,0.004741194434415934
239.0,55.0,0.39985236950651354,0.003917422460998556
236.0,46.0,0.35352806827743716,0.0025519244705653906
232.0,52.0,0.40197404622157007,0.004499988539470923
286.0,57.0,0.362477061945147,0.002440641946175174
267.0,56.0,0.41079966531197704,0.004377571670585299
284.0,67.0,0.4054696084307262,0.003969560279451644
257.0,61.0,0.38612122968236884,0.003286616458462914
237.0,53.0,0.3742518777867553,0.0030805260127316535
306.0,67.0,0.401239396467807,0.0036719642534444176
291.0,60.0,0.38080658526479977,0.0028413504853678634
317.0,68.0,0.3616378056692843,0.0024288158921459686
291.0,62.0,0.3960785747361751,0.0033160370001392553
291.0,65.0,0.3605292339938096,0.0024899103892692368
262.0,62.0,0.399914054463754,0.003714006762220385
300.0,61.0,0.3773611111111111,0.002627856990412408
297.0,72.0,0.39918690450605343,0.003807407864673594
301.0,72.0,0.3894082373176881,0.0032225933270937004
258.0,42.0,0.35908378690417286,0.0024858059875313464
315.0,74.0,0.38476865923674436,0.003173548144338633
256.0,52.0,0.3753428357712766,0.0027611145556593578
273.0,63.0,0.41062985477879094,0.004572917397726035
294.0,67.0,0.3759468326337627,0.0030090017428401664
251.0,58.0,0.41045039699358593,0.004786192754190495
301.0,63.0,0.36438820951438466,0.0025598670296229377
294.0,65.0,0.38127804313214647,0.002941356146818956
227.0,52.0,0.39751460617989814,0.0034595487208546557
247.0,58.0,0.3840805983863095,0.0031028051764948805
263.0,60.0,0.3940923064476984,0.003104969137181911
254.0,42.0,0.38149885519629195,0.0028144769332142223
236.0,53.0,0.38834670633489604,0.0032050998474453503
246.0,49.0,0.41216557112379637,0.004453997928542531
292.0,57.0,0.36800191877975325,0.0025102039299665004
303.0,70.0,0.3960659363808721,0.0037509545931301096
283.0,63.0,0.3787121269077513,0.0030521590462088237
271.0,47.0,0.3860766533197247,0.0028787023550566238
223.0,45.0,0.39524695480711125,0.003524026977892634
251.0,50.0,0.36855768415698903,0.0029097805634218975
253.0,44.0,0.3513091133350153,0.0024587090085664426
268.0,63.0,0.39982600296390386,0.003504706579817511
259.0,49.0,0.3806888195186068,0.0027705348113556626
333.0,79.0,0.38182331267437647,0.0030191808552049704
237.0,48.0,0.41054328635125836,0.004229452401409345
285.0,64.0,0.4010513873335822,0.0034261138709145264
232.0,43.0,0.40422857055514794,0.0037629360746671177
309.0,74.0,0.4045307443365696,0.004066421146058467
274.0,64.0,0.38633069317181756,0.003212491200741268
294.0,65.0,0.3714689776619868,0.002822840028727065
273.0,51.0,0.3776303483750292,0.0027594002637251055
304.0,67.0,0.36786114221724525,0.0026037764248873566
244.0,49.0,0.40834641320776655,0.004019246701341813
282.0,63.0,0.36793609476384487,0.002793760822276959
311.0,72.0,0.37716927778157855,0.0029954799420714114
270.0,59.0,0.40807722616233255,0.004024544289551634
258.0,55.0,0.3953831986365386,0.003166897119270027
242.0,47.0,0.3655705996131528,0.002738666745985688
230.0,50.0,0.37996839346284306,0.003063102809899435
333.0,78.0,0.38796509275232677,0.003276160116673954
220.0,40.0,0.38491295938104453,0.0032376675308997648
231.0,45.0,0.37146157624881027,0.0028975868773496675
240.0,40.0,0.360224586288416,0.0026207213301085927
240.0,48.0,0.4021719858156028,0.0037816053696577965
237.0,41.0,0.39839752221922975,0.0033801995464317557
267.0,63.0,0.373114059553218,0.0028691196031606385
225.0,50.0,0.4056107171000788,0.0039684498072171375
328.0,72.0,0.36327516865594184,0.002512478123431607
234.0,54.0,0.39590152755046376,0.0035651325973726235
236.0,54.0,0.3978430400288496,0.00331252361741153
257.0,50.0,0.3502462952231145,0.0023494646051506994
294.0,63.0,0.3556683311622521,0.002359276577220256
266.0,54.0,0.3709806430971045,0.0027733044715725053
252.0,55.0,0.35952099515929303,0.002671285343624753
329.0,73.0,0.37146198452219276,0.0029136271995747437
226.0,51.0,0.3773496830477625,0.0032431144536783315
268.0,51.0,0.3818970308034297,0.00281393718539699
330.0,76.0,0.38038630990758654,0.0029237177387157007
221.0,44.0,0.4037619139308751,0.004039243295086367
269.0,48.0,0.3619262305887316,0.0024605661782435583
264.0,55.0,0.3609163442940039,0.0024555266033744454
299.0,70.0,0.40622405654783084,0.004222431664058922
280.0,59.0,0.3541571681864235,0.0025382501389485572
240.0,43.0,0.3944075059101655,0.0031107157356235
254.0,60.0,0.39609859272910036,0.0033626353692178417
283.0,63.0,0.4085344460316267,0.004110774920375555
219.0,41.0,0.40160788885650445,0.003755737243026234
337.0,76.0,0.3746553864932551,0.0029235235078721284
276.0,57.0,0.38944778497276183,0.002879341595661104
350.0,80.0,0.36934143870314085,0.002770835655825631
230.0,39.0,0.3718586185630589,0.0028871406650049806
231.0,41.0,0.38466734211415066,0.003166397739758584
250.0,55.0,0.38975886524822695,0.00315514752779035
216.0,44.0,0.39296033622274756,0.003413386639531271
270.0,53.0,0.34726490675072236,0.0023006212991821197
323.0,76.0,0.39085040511165275,0.003396617078626424
266.0,61.0,0.37958926571748525,0.003016259686350784
255.0,47.0,0.3751355861493534,0.002738898522332447
237.0,35.0,0.37644387587156236,0.0029145166257301407
268.0,59.0,0.3755391923361914,0.002642916899727333
265.0,56.0,0.40927338418305903,0.00409297316183302
258.0,60.0,0.4070557754686899,0.004061048309987393
230.0,45.0,0.3838845205057046,0.003339062587209586
303.0,65.0,0.37515799452285653,0.00281912643622851
290.0,60.0,0.3514000978234287,0.00224738827264794
254.0,44.0,0.38476922432568267,0.0029965848408288805
250.0,53.0,0.3655248226950355,0.0027747529299331033
330.0,75.0,0.3691059531485063,0.00269302545277551
256.0,61.0,0.40256538120567376,0.003456066602264921
256.0,51.0,0.40886801861702127,0.004347419997802851
245.0,56.0,0.40668693009118545,0.003782709118421614
301.0,68.0,0.3816327372116585,0.003147601591449126
303.0,62.0,0.36105552044566164,0.0023989509052108737
300.0,71.0,0.3960431442080378,0.0035115990054015844
243.0,42.0,0.36656159705805097,0.002734202125570477
232.0,38.0,0.36662769014428953,0.002770278965970252
241.0,46.0,0.3922817162532003,0.0032332292598468465
