1P,2P,HUX,UX
1.0,0.5769730419223218,0.002937222307737186,6.946518460870799e-05
0.5769730419223218,1.0,0.12570682324581506,0.010313194688059801
0.002937222307737186,0.12570682324581506,1.0,0.7979909668296834
6.946518460870799e-05,0.010313194688059801,0.7979909668296834,1.0
