algorithm,init,crossover,Average Ranking Overall
MOEAD_TCHE,greedy_multi,UX,1.6666666666666667
MOEAD_TCHE,greedy_multi,HUX,2.2222222222222223
MOEAD_TCHE,greedy_multi,2P,2.6666666666666665
MOEAD_TCHE,greedy_multi,1P,3.4444444444444446
