algorithm,MinSum,MinSum_std
UNSGA3,1.6091725184954813,0.19768659482968434
NSGA2,1.6093714887894621,0.17944403400606304
NSGA3,1.6098276004720424,0.197746133128417
AGEMOEA2,1.6152581655057285,0.18689203440687366
SMSEMOA,1.6169655962553147,0.21464925596252185
SPEA2,1.6319239487279509,0.16781857105956374
RVEA,1.762775256014225,0.153840275990876
