algorithm,AvgToleranceRate,AvgToleranceRate_std
SMSEMOA,0.2233661414697018,0.02071883771849373
NSGA2,0.20697584745330005,0.012227349546317236
NSGA3,0.19617566586416563,0.020027170089513813
UNSGA3,0.19549941360752196,0.020247424403786494
AGEMOEA2,0.19120942551851092,0.019069171127404177
SPEA2,0.1772632455462875,0.01548733334715078
RVEA,0.1585546074861124,0.04387543471897079
