algorithm,Range,Range_std
NSGA2,1.4573326854654916,0.8908223124714524
AGEMOEA2,1.1882602085300742,0.7387415185304413
UNSGA3,1.1748448575707493,0.7579034807817702
NSGA3,1.1719506887667033,0.7548901350387666
SPEA2,1.0944830442520457,0.6455645576379472
SMSEMOA,0.9859799056036372,0.7850777913734263
RVEA,0.6736893943958548,0.5574279784581765
