algorithm,init,crossover,run,seed,f1_compactness,f2_transformed_tolerance,f3_transformed_hamming_avg,f4_balance_var
NSGA2,random_dense,UX,1,263619445,192.0,-42.0,-75.35106382978724,116.56115135053585
NSGA2,random_dense,UX,1,263619445,194.0,-42.0,-75.85017730496453,118.54049642246387
NSGA2,random_dense,UX,1,263619445,527.0,-116.0,-202.08599290780143,1113.342782524773
NSGA2,random_dense,UX,1,263619445,193.0,-43.0,-75.04609929078015,115.32411599014075
NSGA2,random_dense,UX,1,263619445,511.0,-114.0,-197.40248226950354,1035.1429725617422
NSGA2,random_dense,UX,1,263619445,481.0,-107.0,-186.9671985815603,909.2693141378701
NSGA2,random_dense,UX,1,263619445,270.0,-62.0,-107.1418439716312,257.59335546501654
NSGA2,random_dense,UX,1,263619445,329.0,-76.0,-129.45301418439718,392.01552282958653
NSGA2,random_dense,UX,1,263619445,210.0,-50.0,-83.22429078014184,139.80519009984405
NSGA2,random_dense,UX,1,263619445,507.0,-112.0,-195.8927304964539,1018.952145735877
NSGA2,random_dense,UX,1,263619445,277.0,-65.0,-109.08156028368795,250.58554650168512
NSGA2,random_dense,UX,1,263619445,231.0,-55.0,-92.34397163120568,168.84976862330882
NSGA2,random_dense,UX,1,263619445,455.0,-98.0,-177.0035460992908,779.6453774961042
NSGA2,random_dense,UX,1,263619445,202.0,-47.0,-80.78280141843972,133.56009427971418
NSGA2,random_dense,UX,1,263619445,287.0,-63.0,-112.72074468085107,273.72432143126565
NSGA2,random_dense,UX,1,263619445,242.0,-55.0,-94.37145390070921,179.64482341808747
NSGA2,random_dense,UX,1,263619445,224.0,-51.0,-90.00709219858156,172.8581057290884
NSGA2,random_dense,UX,1,263619445,441.0,-99.0,-174.66666666666666,787.3179669030774
NSGA2,random_dense,UX,1,263619445,486.0,-104.0,-187.30762411347519,890.5764666955871
NSGA2,random_dense,UX,1,263619445,260.0,-60.0,-104.42819148936171,228.000162686736
NSGA2,random_dense,UX,1,263619445,269.0,-61.0,-105.81560283687944,233.38798350183464
NSGA2,random_dense,UX,1,263619445,519.0,-115.0,-199.92021276595744,1075.4439886072125
NSGA2,random_dense,UX,1,263619445,282.0,-65.0,-110.69060283687944,276.07182658694336
NSGA2,random_dense,UX,1,263619445,237.0,-58.0,-95.81560283687944,193.62911825360817
NSGA2,random_dense,UX,1,263619445,370.0,-85.0,-143.7136524822695,485.5696008437707
NSGA2,random_dense,UX,1,263619445,253.0,-60.0,-100.94858156028369,210.8094128816457
NSGA2,random_dense,UX,1,263619445,445.0,-97.0,-173.06826241134752,737.6309785410688
NSGA2,random_dense,UX,1,263619445,248.0,-54.0,-98.0877659574468,197.93821912252864
NSGA2,random_dense,UX,1,263619445,501.0,-110.0,-193.98581560283688,1007.9891605050043
NSGA2,random_dense,UX,1,263619445,207.0,-46.0,-82.32978723404256,137.84514108948233
