algorithm,init,crossover,Range_mean,Range_std,MinSum_mean,MinSum_std,SumMin_mean,SumMin_std,MaxToleranceRate_mean,MaxToleranceRate_std,AvgToleranceRate_mean,AvgToleranceRate_std,AvgHammingDistance_mean,AvgHammingDistance_std,Hypervolume_mean,Hypervolume_std,IGD+_mean,IGD+_std,GD+_mean,GD+_std,elapsed_sec_mean,elapsed_sec_std,n_solutions_final_front_mean,n_solutions_final_front_std,n_infeasible_final_front_mean,n_infeasible_final_front_std
AGEMOEA2,random_dense,HUX,0.8055630767087368,0.0322520896311172,1.3746783042028539,0.0072695957009088616,1.090813035757868,0.0184463798440311,0.27189822307449446,0.004430946270374398,0.2348877668449114,0.0036523860574402263,104.23370900147667,3.179058609236323,0.38133164953515325,0.006575957381850447,0.14579180427352534,0.0,0.0055788052962785,0.0,0.0,0.0,220.0,0.0,0.0,0.0
AGEMOEA2,random_dense,UX,0.7780311634455729,0.0377780778124302,1.3742535928519972,0.00885101431607758,1.0950080597887992,0.017101880075287443,0.27305170000480594,0.003859512195859153,0.2376105367921502,0.004740543711579229,103.68490113038415,2.973878730955713,0.3803180320081784,0.0066445978497333795,0.14280587316030124,0.0,0.00548719556286199,0.0,0.0,0.0,220.0,0.0,0.0,0.0
NSGA2,greedy_multi,1P,0.41207030233564274,0.028570761407041803,1.5418429568476486,0.007383907289610279,1.4593487601925397,0.005673457289999895,0.23357724394525547,0.01011018993098437,0.12284438463428457,0.0054696592786058615,6.952973659112156,0.3036966242054892,0.11209187157246314,0.003324764680977761,0.27681350979587016,0.0,0.0029947912670864486,0.0,0.0,0.0,217.1290322580645,2.418566179700572,2.870967741935484,2.4185661797005675
NSGA2,greedy_multi,2P,0.4196318891233112,0.0254581945066197,1.543412377689989,0.009713973558484478,1.4514812628793476,0.008015040015120326,0.23762704939882878,0.012895692059921297,0.12326573190062698,0.00546096728865561,7.3040781075188805,0.3895566582883765,0.11652670814351701,0.005120188431919373,0.26423800136558007,0.0,0.003281330474754236,0.0,0.0,0.0,217.74193548387098,1.8967997950141195,2.2580645161290325,1.8967997950141158
NSGA2,greedy_multi,HUX,0.431774696661363,0.033213950592491895,1.532423539513173,0.010292876503775722,1.4330557552951275,0.007837583063809994,0.25469531703219456,0.010688413300691984,0.1335667225479998,0.007595297756900005,8.34790880830709,0.5491951977612457,0.12905114442230925,0.005120797080999012,0.2509416774540362,0.0,0.00392472748131725,0.0,0.0,0.0,218.4516129032258,1.362319337928758,1.5483870967741935,1.3623193379287486
NSGA2,greedy_multi,UX,0.4219061692517258,0.03681595570151066,1.5292521763600448,0.011016293451068108,1.4336761269284144,0.010064943022958604,0.25816536268530776,0.012590798740407397,0.135006510774385,0.007814419291810372,8.382776835207615,0.6372389097098659,0.12901078638684269,0.005851349289314852,0.23948973211710842,0.0,0.003934707237428828,0.0,0.0,0.0,218.29032258064515,1.657177286574913,1.7096774193548387,1.6571772865749113
NSGA2,greedy_ting,1P,1.5814604817642146,0.04130533807878737,1.5203835980822793,0.008786149400884496,0.838369724204725,0.012961056150707976,0.22984472763029412,0.005756116072224085,0.16667092320918175,0.004817359898910574,57.46775950595737,3.495858432686449,0.38079233592976636,0.005236609259348638,0.05169921759252571,0.0,0.0272525999578512,0.0,0.0,0.0,219.93548387096774,0.2497310381147103,0.06451612903225806,0.24973103811470745
NSGA2,greedy_ting,2P,1.5935277360383369,0.03986190971183722,1.5117392078732155,0.010549998381868589,0.8376821647955789,0.01669874476099181,0.23039753912712752,0.007570560215779247,0.16276471348407626,0.005466371280652539,54.90677380690538,3.1151399490548006,0.38156761087050534,0.007384077520342496,0.04852937949753689,0.0,0.022861446415958737,0.0,0.0,0.0,219.93548387096774,0.24973103811470854,0.06451612903225806,0.24973103811470743
NSGA2,greedy_ting,HUX,1.619765286079386,0.026519738121581676,1.4818080113353487,0.015405077900488921,0.830428986872021,0.015268146421538589,0.23216647949545166,0.004137642586224691,0.16025447544656038,0.002695602938013028,46.61422183398848,1.603756277201752,0.37606747687574477,0.006297687367269818,0.053773753768164415,0.0,0.008103653589386169,0.0,0.0,0.0,220.0,0.0,0.0,0.0
NSGA2,greedy_ting,UX,1.625899024058371,0.034060615731576364,1.4826542621781116,0.011971062260501068,0.8281731684439344,0.017299986138262197,0.23310125378056637,0.0035830780885263993,0.1586561302624006,0.003160910248599123,46.430558198664755,1.5699152771363305,0.37516046053645563,0.006631585214421085,0.056308691927889516,0.0,0.00804783518718326,0.0,0.0,0.0,220.0,0.0,0.0,0.0
NSGA2,random_dense,1P,0.7257872258804385,0.04272556866774002,1.48256696249592,0.014588644695457858,1.2146116974152037,0.015687108491902257,0.22436872445018302,0.0054511465425106514,0.19946285603566513,0.004925779861250712,114.80922255655315,3.2995432646210685,0.31927616744216014,0.005217847747069086,0.2615774211517947,0.0,0.019928815652812317,0.0,0.0,0.0,219.80645161290323,0.477448415273644,0.1935483870967742,0.4774484152736417
NSGA2,random_dense,2P,0.8253515746240474,0.04500261273778267,1.4756014770491233,0.012505925583906457,1.1520407931533099,0.024066329185780187,0.2279233396331647,0.004290837322212702,0.20389429911977008,0.0032834489030145607,112.40837310996028,4.269131276297737,0.34021475714104876,0.007493976433880661,0.21919444248161501,0.0,0.01801621662016331,0.0,0.0,0.0,220.0,0.0,0.0,0.0
NSGA2,random_dense,HUX,1.1146862022262543,0.050782907473726754,1.443604015733408,0.013639236916239689,0.9639333595048812,0.015677138735231192,0.2587374970924382,0.0051694949242859795,0.22364863082137146,0.005117585924776692,100.54396630165763,3.0733709329199015,0.4012592210547539,0.005025264606155778,0.09511039680126783,0.0,0.00967924831044411,0.0,0.0,0.0,220.0,0.0,0.0,0.0
NSGA2,random_dense,UX,1.0889543713085803,0.05994933015884417,1.4334677976373353,0.01915906909227731,0.9757766958702084,0.02472709864881589,0.25854361007044874,0.005147270066095639,0.22436457049736405,0.005564998267776872,99.99814089765188,4.219182978874586,0.3997844734731531,0.008073700942941457,0.09854928842224286,0.0,0.008823984196732875,0.0,0.0,0.0,220.0,0.0,0.0,0.0
NSGA3,greedy_multi,1P,0.3397128307939574,0.02072234900935412,1.5112549418738235,0.004150606733620147,1.4611344980505743,0.005957828572226315,0.27605177166876155,0.00831507304580902,0.17392703678361146,0.005270847894381885,9.473009885077559,0.4108644234982162,0.11573375689176374,0.0037244670084409,0.2700297948263123,0.0,0.0027737515584412504,0.0,0.0,0.0,50.064516129032256,3.1615975273160846,0.0,0.0
NSGA3,greedy_multi,2P,0.37039048742797326,0.028327523395122952,1.5082644976044024,0.0046835432651931245,1.4529397535618906,0.007811610359246858,0.27866840681652977,0.007885685857400085,0.17517098683086776,0.0077508360017372315,10.061699020635304,0.4523872630731386,0.12046776579450842,0.004919726288787566,0.264115018949298,0.0,0.0030495910960386613,0.0,0.0,0.0,49.193548387096776,2.344061359246803,0.0,0.0
NSGA3,greedy_multi,HUX,0.3674480292701949,0.0304436649751559,1.5014820292677353,0.0037869391282712517,1.4426427402409099,0.007223618029277683,0.28016871214012995,0.007372447762926076,0.17945925582465327,0.005892582219739507,10.854455973817158,0.4639873509458065,0.12736552213368577,0.004783865637495021,0.25644435536284865,0.0,0.002811635462596573,0.0,0.0,0.0,49.645161290322584,3.006087014672887,0.0,0.0
NSGA3,greedy_multi,UX,0.3744285503008639,0.029054071278299887,1.5007312162455038,0.0038083972606038014,1.4414885361984235,0.009017050942103338,0.2807903063908903,0.008260095971106218,0.18001838429780173,0.005369778477333771,11.03258652583566,0.5517627911785233,0.1280835806490056,0.005430582102542036,0.25104778755972323,0.0,0.002965965433656615,0.0,0.0,0.0,50.193548387096776,2.6384257280773786,0.0,0.0
NSGA3,greedy_ting,1P,1.4342886172225797,0.04433371975013137,1.5322887825447509,0.01189623075981764,0.8817376169188349,0.01649561496802943,0.22432312754291697,0.011539500303072558,0.15988146393693944,0.0062129376558726634,41.409480180711135,3.084922276492915,0.3537231578622037,0.007105926380038309,0.054961155703460066,0.0,0.02631284737955851,0.0,0.0,0.0,29.774193548387096,2.390392958202407,0.0,0.0
NSGA3,greedy_ting,2P,1.4068639583566087,0.04918261166167859,1.5106347001158367,0.012361048679236833,0.8855949055074807,0.018925874768759406,0.22851042325667278,0.006855191839114746,0.163244704369589,0.006020867646496732,41.043034299277636,3.044668833410194,0.3618556459361586,0.006534125677998994,0.04360215218562276,0.0,0.022742955610771446,0.0,0.0,0.0,31.548387096774192,2.8028403412421885,0.0,0.0
NSGA3,greedy_ting,HUX,1.3931493024338855,0.06437013514342378,1.4953743666028207,0.015300871092182602,0.8992284675255969,0.02938256719830634,0.2459081649115344,0.00988614988730414,0.1652969862784344,0.00550783647938752,36.48595385948594,3.3334090301591863,0.35862128683469696,0.009377183962674666,0.03594378991293517,0.0,0.008799204722675959,0.0,0.0,0.0,29.419354838709676,1.746886631474924,0.0,0.0
NSGA3,greedy_ting,UX,1.3991197193654317,0.03948820818612002,1.494335771865011,0.014955922938325393,0.8980584776591377,0.01654956106787454,0.24546725664965535,0.009719231642611422,0.1656108772551507,0.00523644346044007,36.66089049985359,2.0776086139448275,0.3587307264726825,0.006679589995317833,0.04043189691702024,0.0,0.008583196686984285,0.0,0.0,0.0,29.225806451612904,1.5855530563887341,0.0,0.0
NSGA3,random_dense,1P,0.5305590451575273,0.04832689143710941,1.4510785431987632,0.010232673763546439,1.2737142282842369,0.016603304152215555,0.237544428745326,0.00337339441101658,0.21595780391286584,0.004757168280951481,114.08813483504113,2.7620043792143476,0.3075113915033271,0.005927674132180096,0.2705144940454487,0.0,0.01142427054432783,0.0,0.0,0.0,51.193548387096776,4.519729747368454,0.0,0.0
NSGA3,random_dense,2P,0.5480424603376693,0.041354990843090765,1.4239031105192324,0.0109349125332135,1.2358154963394785,0.017629287781195654,0.24768314352199908,0.003793801729472695,0.2255313988307965,0.003995633352008619,111.62349652507409,3.715222910313107,0.3241966323688053,0.006689304286673933,0.22249203968096085,0.0,0.009429530392413843,0.0,0.0,0.0,51.54838709677419,3.576205714416882,0.0,0.0
NSGA3,random_dense,HUX,0.7150998034333741,0.031129179760703975,1.3717005536098335,0.007936032670582885,1.1072459741147676,0.013490775468527418,0.27704969970745974,0.003971465593765432,0.25029689556724005,0.0030790552091022887,99.05566047655547,3.092848453191934,0.3764379011473494,0.005304394823766075,0.13112793468502298,0.0,0.0036797127653116148,0.0,0.0,0.0,43.45161290322581,2.2186889473653775,0.0,0.0
NSGA3,random_dense,UX,0.7078129005204966,0.0365885462697195,1.3736622012945736,0.00787909056004117,1.1097379973991714,0.01519731846019479,0.27643847873530064,0.0031287307808619278,0.2501776123176143,0.0027880333220115924,99.0782568261292,2.9610460600300548,0.37514505919018304,0.0052931823587919384,0.1249443308492375,0.0,0.003335435411018768,0.0,0.0,0.0,42.61290322580645,2.2902317110551444,0.0,0.0
RVEA,greedy_multi,1P,0.2625076183386739,0.022428791452990236,1.5308325384973824,0.0052759013014705225,1.485422806601957,0.00751391232355783,0.24778684417714814,0.009269467936301736,0.14865266611404615,0.00452774515362091,9.205352700041594,0.5411089123222734,0.10683952497531521,0.00397634483735194,0.28865690889537976,0.0,0.010667842807889495,0.0,0.0,0.0,73.83870967741936,6.613606047099914,146.16129032258064,6.613606047099921
RVEA,greedy_multi,2P,0.2658681558803037,0.020909259113851768,1.52437604494176,0.004430962121903692,1.478133384160803,0.007540332326225214,0.25165049016224117,0.009930213500991523,0.1509844700671295,0.007660784832383071,9.898793704342967,0.49766607795751877,0.11114492880629386,0.004108565456258684,0.2817826724668383,0.0,0.011382136094033013,0.0,0.0,0.0,74.09677419354838,6.62497717585843,145.90322580645162,6.624977175858441
RVEA,greedy_multi,HUX,0.27890856503608225,0.015079380481376931,1.5207887009934764,0.005085125142059425,1.4638738767239714,0.0051825235164862085,0.2493251221453843,0.008866152603909633,0.15292067639265366,0.008032549654792543,11.053549859466937,0.4216171115823835,0.12036562458520456,0.0031356620274880535,0.2764857036783264,0.0,0.014264245238632737,0.0,0.0,0.0,70.6774193548387,6.139419607607836,149.32258064516128,6.139419607607841
RVEA,greedy_multi,UX,0.2823974177316902,0.018337250942972172,1.5198018256168735,0.006139369985897737,1.463673966301921,0.005405029175651327,0.2495411217823705,0.009752248458668043,0.1529964487614683,0.007096820388963834,11.254173389983274,0.3934800482030529,0.12056253131400897,0.0031697649146788746,0.2715760243750549,0.0,0.014258628134911246,0.0,0.0,0.0,70.7741935483871,6.878515718861422,149.2258064516129,6.878515718861429
RVEA,greedy_ting,1P,1.3684576251732818,0.11057572379427565,1.6117127278168906,0.014729681537028659,1.022731105631355,0.0279061885373762,0.18042836563001338,0.00866845756937452,0.10486409244252742,0.004854136391750236,47.17633267500853,3.697103436931049,0.26907282891452566,0.00893863582005028,0.14758387207674842,0.0,0.06626711739468549,0.0,0.0,0.0,44.193548387096776,2.7497800498550142,175.80645161290323,2.7497800498550165
RVEA,greedy_ting,2P,1.3061775578444947,0.090358744959517,1.6026558590326279,0.015624911013498421,1.0420957224217309,0.022308119558863932,0.19009235871672428,0.010552774214877391,0.10936828617305429,0.0073560956503150796,42.25911040222293,3.0729828005435342,0.27001061358478856,0.00781802103321463,0.14076240417039584,0.0,0.05340265223404322,0.0,0.0,0.0,44.83870967741935,2.0671522149009474,175.16129032258064,2.067152214900947
RVEA,greedy_ting,HUX,1.2286766390307011,0.02927696365020392,1.6134595426443208,0.00837999996025174,1.0614312021918926,0.020139927237352633,0.18280039504550627,0.006955603087393836,0.1309754410819918,0.0047437511548255405,42.90872806464499,2.374023318590553,0.2683988163972087,0.007216348495404724,0.14619865992177852,0.0,0.02748455719143227,0.0,0.0,0.0,42.483870967741936,2.1427547338560173,177.51612903225808,2.142754733856014
RVEA,greedy_ting,UX,1.2092394422768264,0.04350072698516508,1.6150325917140216,0.015597983674628299,1.0752502017925412,0.024880226132532098,0.18187875594698696,0.006596056615512067,0.1299682563322689,0.0042844121268179,42.49768498226185,2.1725360031632843,0.26582429556271336,0.007418456678243759,0.1425159578193855,0.0,0.02798944982045743,0.0,0.0,0.0,42.74193548387097,2.5815724140593566,177.25806451612902,2.5815724140593734
RVEA,random_dense,1P,0.29169968532785134,0.04067973050506243,1.530948429155819,0.009628393849135905,1.4324467658615683,0.018364952424853972,0.215372237319457,0.0029584411496635437,0.20139498402828493,0.004027155942216257,110.93182781438816,3.272630750438395,0.24873235129610388,0.0062614118669277186,0.32999807650782625,0.0,0.02336860285795642,0.0,0.0,0.0,85.03225806451613,6.379570889266989,0.0,0.0
RVEA,random_dense,2P,0.284923442504629,0.04144422061752705,1.5217333846803134,0.01254065454748543,1.4275142746251217,0.017451455125859966,0.21987589658821957,0.00511116942199846,0.20465065858849135,0.005535607614320603,107.12229772942813,3.1405106851290387,0.2502324435865012,0.006178472245804349,0.3091035124314502,0.0,0.02269581050894112,0.0,0.0,0.0,82.61290322580645,5.463072513734609,0.0,0.0
RVEA,random_dense,HUX,0.324688735856216,0.045323327874363856,1.4827272374194567,0.014939377762529057,1.3601341215368437,0.02277361082791914,0.23642590485704268,0.0058387776708577485,0.22370709848599937,0.005031566572156658,100.34159860241573,3.3596886163945183,0.2746595797725136,0.008477411692571884,0.2273281006568771,0.0,0.020513417612870698,0.0,0.0,0.0,75.64516129032258,4.340110498568551,0.0,0.0
RVEA,random_dense,UX,0.3297631379282221,0.037823768737644245,1.4878878058403795,0.014719246674021618,1.361373985006672,0.021310992068692233,0.2351410278267559,0.005149964089617002,0.22285581762285778,0.005017319699616886,99.48264825840775,3.7300039725930225,0.2734943814569034,0.008428186012588898,0.22374665969143134,0.0,0.020588751786646358,0.0,0.0,0.0,74.7741935483871,5.583963212745078,0.0,0.0
SMSEMOA,greedy_multi,1P,0.28062187937383026,0.023497678156560436,1.5240474721131243,0.007093620495174156,1.4690256320532356,0.0077712010036460125,0.2561139169901001,0.011480643809089355,0.18145351873407373,0.01722984615958803,10.223229506638829,0.9310574457552472,0.10912229401661658,0.004793540279496889,0.26987034596327536,0.0,0.0018802469251384573,0.0,0.0,0.0,185.41935483870967,22.255747113271493,34.58064516129032,22.255747113271493
SMSEMOA,greedy_multi,2P,0.2801335899663674,0.02298567353856364,1.5230482315006901,0.007072739168576424,1.4698649186039163,0.0056933486284757,0.25367498369771424,0.009182557554054392,0.17833529614725588,0.013420695837103086,10.205409853973306,0.96178383647062,0.10867829452745077,0.0035986069319376254,0.2764093587866454,0.0,0.0019496407222186394,0.0,0.0,0.0,188.5483870967742,26.903331528118,31.451612903225808,26.903331528118002
SMSEMOA,greedy_multi,HUX,0.2828127781233391,0.021380130847426678,1.5198191281258322,0.008068994440437429,1.465460744149966,0.005186885454211223,0.2559847564944548,0.01182849547092401,0.18446703871765194,0.009756101690409847,10.664244383465753,0.7384112731873477,0.11163064146378746,0.003114260547610528,0.28143362083715556,0.0,0.0022028842263646462,0.0,0.0,0.0,216.38709677419354,8.728029251993599,3.6129032258064515,8.728029251993597
SMSEMOA,greedy_multi,UX,0.28716680281735024,0.02464322656838737,1.5192711121071685,0.006173326083560982,1.4643529456546163,0.005130630290873303,0.2560724918275851,0.007284676654477773,0.18279936176336817,0.010190525534575393,10.989791259443107,0.7895783349970632,0.11230382493722377,0.0029345902669707883,0.27560034645519144,0.0,0.002395325806346323,0.0,0.0,0.0,217.83870967741936,5.266857217187164,2.161290322580645,5.266857217187168
SMSEMOA,greedy_ting,1P,1.460275226274913,0.02222291078105532,1.5111526578587973,0.009551527237068742,0.8641520752980775,0.01132702228918313,0.26761955065705545,0.011046017846081222,0.22105550175763944,0.00863247416951137,45.84817381511955,13.571360803176145,0.35987595504767805,0.008187879274631533,0.05468745112774763,0.0,0.016164161898696718,0.0,0.0,0.0,218.0,4.258325179379013,2.0,4.258325179379017
SMSEMOA,greedy_ting,2P,1.435393183689755,0.027947379612956968,1.5034106650182462,0.011820217333658548,0.8575173797197998,0.013384190276075824,0.2718386141893367,0.010293644968662103,0.22735408787850284,0.00687845144775102,50.17003063527671,12.103943754536024,0.3714841601397859,0.008580461108076882,0.0385454312937466,0.0,0.013230648979063007,0.0,0.0,0.0,219.83870967741936,0.5226071943342271,0.16129032258064516,0.5226071943342271
SMSEMOA,greedy_ting,HUX,1.4346985269094166,0.02029269490851765,1.4994376376668614,0.009254104906749003,0.8796457023384143,0.009538941183146557,0.2863748293752522,0.004755625553101735,0.24756615290855258,0.00548984130662119,41.0242961096899,5.976848481499362,0.3579201547508046,0.005802499006688486,0.052733087884103254,0.0,0.004633254350278492,0.0,0.0,0.0,220.0,0.0,0.0,0.0
SMSEMOA,greedy_ting,UX,1.43404767209712,0.017512213851632576,1.501189223818788,0.008593363586297687,0.8822898893076886,0.009558469619185148,0.28407690720649414,0.005762036781415781,0.24496143859986183,0.005039769233807953,41.93990401613944,6.887642256966466,0.3576525654447197,0.007971273397569319,0.05211281457742059,0.0,0.004938599584743518,0.0,0.0,0.0,220.0,0.0,0.0,0.0
SMSEMOA,random_dense,1P,0.3898388479543821,0.05429365810763064,1.4595116612655783,0.00966034961696713,1.3118582725954846,0.018379536427611958,0.24575745058817913,0.003828179736110671,0.2345213476560511,0.003595630503192375,103.54159922559784,3.1211844628769194,0.2940907295238519,0.005867572309817153,0.2715858955844378,0.0,0.005666348746352178,0.0,0.0,0.0,217.03225806451613,3.1249946236512898,2.967741935483871,3.1249946236512884
SMSEMOA,random_dense,2P,0.41101108268359526,0.039973240442580125,1.441830845950891,0.010685529327417818,1.2740595243316901,0.016686029312494736,0.2550731535359001,0.004370031353251929,0.24226317781355927,0.003970916078712158,99.85693853017335,3.250733039957952,0.30895619590685774,0.005845709047521334,0.2268453372602637,0.0,0.004326430045972952,0.0,0.0,0.0,219.0,1.5275252316519503,1.0,1.5275252316519468
SMSEMOA,random_dense,HUX,0.57853945682587,0.040086805045956166,1.4233137508941034,0.006285898358377862,1.1752070584871859,0.013214842798393989,0.2787721656436931,0.0032155763101535595,0.2661336802439952,0.003202097510332393,81.4246962917362,2.601256277820353,0.3421933968101124,0.00445140387770188,0.16113701647092393,0.0,0.0007964538225744523,0.0,0.0,0.0,219.93548387096774,0.24973103811470843,0.06451612903225806,0.24973103811470745
SMSEMOA,random_dense,UX,0.572450208842572,0.043561465808944454,1.4249368338937072,0.01069017466357013,1.17667983577165,0.015860666142226053,0.27853989351920916,0.003459300791632099,0.26571813462056615,0.0032039817677061684,81.3566004650064,3.3350832400567647,0.3413191250458169,0.004856528532319924,0.1633797630438527,0.0,0.0008985000908277502,0.0,0.0,0.0,219.80645161290323,0.47744841527364074,0.1935483870967742,0.4774484152736417
SPEA2,greedy_multi,1P,0.4143811847251777,0.024183851456166965,1.519938776094808,0.0064495237110139695,1.4511833245394317,0.006731346252790487,0.2669581472291139,0.008533143038686379,0.13507731850136626,0.0064226687567995365,9.305619293483913,0.4888792408696399,0.11923252569256558,0.004205561196926761,0.268659655333131,0.0,0.004895998360866682,0.0,0.0,0.0,220.0,0.0,0.0,0.0
SPEA2,greedy_multi,2P,0.4207666263434392,0.022772602059340213,1.5189314667650993,0.005442766289599318,1.4504347293130417,0.007975444914243525,0.2651053827184762,0.011267653196065326,0.13330272011174876,0.004920061167231799,8.96905625402966,0.5401902175118926,0.12001914702598883,0.005067575512906187,0.2626918783398631,0.0,0.0046319243921470275,0.0,0.0,0.0,220.0,0.0,0.0,0.0
SPEA2,greedy_multi,HUX,0.4433387899617902,0.029838767073091053,1.5084465712204662,0.006834741764543687,1.4234264986067893,0.010037247195502254,0.27522023365490667,0.00766191058878244,0.1455742379391538,0.006894769972100304,10.930643081466693,0.5503761971156012,0.13768418087127487,0.006271569396439657,0.2391909069587737,0.0,0.006235004460513261,0.0,0.0,0.0,220.0,0.0,0.0,0.0
SPEA2,greedy_multi,UX,0.44765354061052887,0.021342346433843355,1.5101094108112578,0.004194381656123831,1.4246744030297587,0.008404334105841132,0.27551027963437424,0.007211262719433726,0.1450274610423313,0.007203632651783393,10.68886631413656,0.5454909125918647,0.136733396322897,0.005409935289821803,0.23902379495338955,0.0,0.005978438111873908,0.0,0.0,0.0,220.0,0.0,0.0,0.0
SPEA2,greedy_ting,1P,1.1976220861351734,0.08770010305503591,1.5252947134416832,0.01812503351651832,1.0426377041376087,0.047656537581140995,0.2307914163623136,0.007552894205148961,0.15294677644098445,0.0066551048842871,36.07952387637528,4.784841852014427,0.3177807371718517,0.019581433727579364,0.052487174025039246,0.0,0.022621847087688347,0.0,0.0,0.0,220.0,0.0,0.0,0.0
SPEA2,greedy_ting,2P,1.1099769221173401,0.06689699751279005,1.5179041199516108,0.011914246617192571,1.0775074500215847,0.03818579036945279,0.23636014681030804,0.006946688280560212,0.15504229824252214,0.007514153991723256,35.30287860589422,3.9329726157289295,0.30718955772007583,0.015951858947959065,0.05804433532231604,0.0,0.022989480827005485,0.0,0.0,0.0,220.0,0.0,0.0,0.0
SPEA2,greedy_ting,HUX,1.4008503461782102,0.06372106436750198,1.5060091628562369,0.012250278415723884,0.9430654375534698,0.0279761386963712,0.24777855202821897,0.007456670065608933,0.1498904819743111,0.0037225400839298443,32.13757370374992,2.2539489808104136,0.35080547085155384,0.010920088221038966,0.042795718661415974,0.0,0.012037964028595126,0.0,0.0,0.0,220.0,0.0,0.0,0.0
